Row Label,County,Repealed,Maintained
Salzer,LE,79,87
Napavine #2,LE,0,0
Packwood,LE,57,39
Napavine #5,LE,0,0
Napavine #6,LE,0,0
Napavine #1,LE,234,204
Union,LE,145,115
Paradise,LE,34,22
Napavine #4,LE,0,0
Urquhart,LE,125,74
Mossyrock,LE,86,57
Independence,LE,42,35
Sommerville,LE,32,28
Stillwater West,LE,112,69
Veness,LE,206,120
Greenwood,LE,5,13
Stearns Creek,LE,89,49
Elk Crk,LE,88,33
Stillwater East,LE,51,52
Agate,LE,105,85
Skookumchuck,LE,197,152
Silver Creek,LE,196,157
Meskill,LE,28,35
Onalaska,LE,407,268
Jackson,LE,277,177
Napavine #3(*),LE,0,0
Toledo,LE,105,69
Mauermann,LE,45,37
Chehalis #9,LE,11,4
Chehalis #8,LE,131,129
Harmony,LE,203,162
Chehalis #1,LE,126,126
Chehalis #3,LE,107,91
Chehalis #2,LE,98,80
Chehalis #5,LE,89,71
Chehalis #4,LE,103,91
Chehalis #7,LE,34,21
Chehalis #6,LE,174,154
Centralia #2,LE,206,186
Centralia #3,LE,85,63
Centralia #1,LE,87,69
Centralia #6,LE,180,142
Centralia #7,LE,92,71
Centralia #4,LE,132,104
Centralia #5,LE,92,65
Centralia #8,LE,105,85
Centralia #9,LE,212,166
Mineral,LE,132,70
Salkum,LE,160,125
Randle West,LE,147,113
Ethel,LE,278,199
Fair,LE,0,0
Mellen(*),LE,0,0
Crego,LE,383,394
Parcuvia,LE,160,130
Evaline West,LE,104,90
Pe Ell,LE,105,74
Newaukum,LE,153,158
Forest,LE,207,176
Dryad,LE,55,60
Temple,LE,194,114
Cowlitz,LE,346,209
Drews Prairie,LE,101,74
Seminary Hill,LE,92,102
Klickitat,LE,138,86
Verndale,LE,199,145
Cinebar,LE,195,112
Whealdon,LE,135,113
Sears,LE,130,118
Adna ,LE,324,273
Big Bottom,LE,233,151
Fords Prairie,LE,214,160
Jackson North,LE,0,0
Boistfort,LE,65,56
Claquato,LE,176,163
Curtis,LE,73,54
Vader,LE,84,61
Logan,LE,189,147
Alpha,LE,267,202
Berwick,LE,256,236
Evaline East,LE,87,45
Lincoln Creek,LE,153,138
Randle East,LE,186,158
Salmon Creek,LE,356,238
Emery,LE,125,84
Emery North(*),LE,0,0
Winlock,LE,157,113
Prescott,LE,357,340
Total,LE,12692,9850
Kelly,LE,0,0
Roswell,LE,2,8
Centralia #10,LE,78,54
Centralia #11,LE,213,167
Centralia #12,LE,241,185
Centralia #13,LE,243,199
Morton,LE,181,96
