Row Label,County,Registered Voters,Steve Rosen,Times Blank Voted,Times Counted,Times Over Voted,Write-in
SEA 43-1291,KI,684,218,268,487,0,1
SEA 46-2234,KI,274,81,99,182,0,2
SEA 46-2236,KI,350,99,119,218,0,0
SEA 46-2796,KI,456,110,117,229,0,2
SEA 37-1872,KI,581,165,188,359,0,6
SEA 37-1871,KI,629,176,210,389,0,3
SEA 43-1868,KI,353,111,121,233,0,1
SEA 37-1876,KI,766,189,254,444,0,1
SEA 37-1875,KI,525,172,113,288,0,3
SEA 43-1863,KI,475,114,139,255,0,2
SEA 43-1862,KI,476,123,109,234,0,2
SEA 37-1879,KI,839,215,205,424,1,3
SEA 43-1860,KI,745,168,194,368,0,6
SEA 43-1867,KI,546,142,155,299,0,2
SEA 43-3262,KI,306,78,98,177,0,1
SEA 37-1840,KI,616,159,119,281,0,3
SEA 43-1994,KI,295,115,81,197,1,0
SEA 43-2039,KI,328,84,115,199,0,0
SEA 43-2038,KI,560,163,192,355,0,0
SEA 37-1640,KI,738,165,127,293,0,1
SEA 43-2033,KI,438,126,149,276,0,1
SEA 43-2035,KI,668,144,155,301,0,2
SEA 43-2034,KI,424,122,129,253,0,2
SEA 43-2037,KI,551,122,151,274,0,1
SEA 36-1325,KI,465,116,126,246,0,4
SEA 46-2153,KI,492,108,116,231,0,7
SEA 46-2152,KI,378,74,116,192,0,2
SEA 46-2379,KI,542,132,198,332,0,2
SEA 43-2549,KI,718,180,155,339,0,4
SEA 37-1590,KI,294,99,129,228,0,0
SEA 37-1591,KI,360,114,134,249,0,1
SEA 37-1592,KI,634,175,183,361,0,3
SEA 37-1593,KI,470,131,121,254,0,2
SEA 37-1594,KI,761,142,198,343,0,3
SEA 37-1596,KI,497,122,137,260,0,1
SEA 43-2542,KI,275,78,68,146,0,0
SEA 36-2116,KI,299,105,97,202,0,0
SEA 43-1406,KI,398,129,134,264,0,1
SEA 36-2117,KI,336,117,105,223,0,1
SEA 46-2270,KI,290,96,105,202,0,1
SEA 46-1978,KI,501,162,166,328,0,0
SEA 36-1288,KI,391,136,129,265,0,0
SEA 36-1287,KI,733,242,236,481,0,3
SEA 36-1286,KI,439,123,129,254,0,2
SEA 46-1970,KI,250,78,83,161,0,0
SEA 46-1971,KI,325,97,103,200,0,0
SEA 46-1977,KI,321,111,105,217,0,1
SEA 46-1974,KI,415,128,141,269,0,0
SEA 36-1676,KI,261,71,96,167,0,0
SEA 36-1677,KI,336,112,106,219,0,1
SEA 36-1675,KI,309,91,117,209,0,1
SEA 34-1245,KI,466,133,110,244,0,1
SEA 36-1673,KI,806,222,307,530,0,1
SEA 34-1247,KI,461,122,77,202,0,3
SEA 34-1246,KI,355,105,98,203,0,0
SEA 34-1249,KI,551,141,95,241,0,5
SEA 34-1248,KI,407,115,94,209,0,0
SEA 36-1775,KI,711,162,163,327,0,2
SEA 36-1774,KI,494,166,181,347,0,0
SEA 36-1773,KI,644,131,152,285,0,2
SEA 36-1772,KI,534,127,155,284,0,2
SEA 36-1771,KI,487,125,123,248,0,0
SEA 36-1679,KI,413,121,151,272,0,0
SEA 46-1959,KI,703,233,255,491,0,3
SEA 43-3628,KI,536,160,128,290,0,2
SEA 34-1410,KI,240,70,86,156,0,0
SEA 36-1699,KI,295,72,85,160,0,3
SEA 34-1412,KI,261,68,98,166,0,0
SEA 34-1413,KI,533,152,164,319,0,3
SEA 34-1414,KI,239,56,105,165,0,4
SEA 34-1415,KI,406,133,112,247,0,2
SEA 34-1416,KI,394,114,119,235,0,2
SEA 36-1690,KI,342,66,107,178,0,5
SEA 36-1691,KI,274,64,92,156,0,0
SEA 36-1692,KI,363,122,133,256,0,1
SEA 36-1693,KI,308,95,93,189,0,1
SEA 36-1695,KI,475,152,167,320,0,1
SEA 36-1696,KI,433,138,148,286,0,0
SEA 36-1697,KI,312,87,98,186,0,1
SEA 36-1317,KI,631,176,193,370,0,1
SEA 37-1607,KI,524,114,110,227,0,3
SEA 36-2523,KI,496,168,165,333,0,0
SEA 36-2522,KI,356,124,106,230,0,0
SEA 46-3688,KI,24,9,6,15,0,0
SEA 36-2520,KI,573,130,167,298,0,1
SEA 36-2527,KI,294,86,108,195,0,1
SEA 36-2526,KI,444,142,157,301,0,2
SEA 36-1721,KI,529,120,126,246,0,0
SEA 36-2529,KI,456,150,164,314,0,0
SEA 36-2528,KI,576,195,203,400,0,2
SEA 46-1980,KI,381,101,156,257,0,0
SEA 43-3571,KI,464,92,63,156,0,1
SEA 43-1267,KI,386,116,147,264,0,1
SEA 43-1783,KI,455,121,121,243,0,1
SEA 36-1727,KI,382,113,125,239,0,1
SEA 37-3567,KI,408,75,52,130,0,3
SEA 46-2359,KI,341,104,99,203,0,0
SEA 46-2302,KI,408,122,143,265,0,0
SEA 36-1672,KI,252,80,84,164,0,0
SEA 37-1652,KI,287,58,98,157,0,1
SEA 36-3605,KI,535,123,121,249,0,5
SEA 37-1937,KI,293,90,122,212,0,0
SEA 11-3491,KI,0,0,0,0,0,0
SEA 36-3317,KI,595,170,213,383,0,0
SEA 37-1932,KI,416,89,128,218,0,1
SEA 36-1670,KI,492,160,171,331,0,0
SEA 37-1839,KI,754,176,216,399,0,7
SEA 37-1838,KI,764,190,210,405,0,5
SEA 32-2224,KI,535,155,132,289,0,2
SEA 46-2377,KI,574,203,187,391,0,1
SEA 37-1650,KI,260,79,96,175,0,0
SEA 37-1833,KI,653,158,176,336,0,2
SEA 46-2370,KI,428,84,53,137,0,0
SEA 37-1831,KI,353,103,117,221,0,1
SEA 37-1914,KI,523,173,189,364,0,2
SEA 37-3696,KI,49,8,10,18,0,0
SEA 37-3693,KI,0,0,0,0,0,0
SEA 11-1597,KI,909,219,188,410,0,3
SEA 43-1819,KI,457,142,160,303,0,1
SEA 43-1982,KI,501,132,134,266,0,0
SEA 43-1983,KI,497,163,150,313,0,0
SEA 46-2351,KI,314,96,103,200,0,1
SEA 43-1986,KI,278,70,93,163,0,0
SEA 46-2350,KI,407,119,97,217,0,1
SEA 46-2357,KI,472,139,169,309,0,1
SEA 43-3692,KI,0,0,0,0,0,0
SEA 43-3690,KI,38,10,7,17,0,0
SEA 46-2240,KI,431,145,145,290,0,0
SEA 36-1770,KI,234,75,84,159,0,0
SEA 43-2055,KI,322,48,65,113,0,0
SEA 46-2231,KI,619,186,178,366,0,2
SEA 46-2143,KI,285,88,73,163,0,2
SEA 46-1401,KI,686,157,151,311,0,3
SEA 46-2244,KI,268,99,90,191,0,2
SEA 36-2749,KI,336,78,52,130,0,0
SEA 37-1940,KI,536,127,140,268,0,1
SEA 46-2341,KI,569,156,193,349,0,0
SEA 37-1944,KI,754,174,152,326,0,0
SEA 36-2743,KI,501,176,155,332,0,1
SEA 46-2303,KI,422,128,155,284,0,1
SEA 46-2378,KI,322,109,103,212,0,0
SEA 43-3595,KI,535,170,150,322,0,2
SEA 46-2363,KI,380,109,103,213,0,1
SEA 46-2360,KI,469,104,95,202,0,3
SEA 46-2313,KI,538,144,98,248,0,6
SEA 46-2373,KI,683,174,156,331,0,1
SEA 46-2366,KI,451,110,126,241,0,5
SEA 43-2105,KI,628,145,212,361,0,4
SEA 43-3570,KI,1056,236,190,429,0,3
SEA 43-2061,KI,476,88,117,207,0,2
SEA 46-2056,KI,330,108,118,228,0,2
SEA 43-1350,KI,265,62,71,133,0,0
SEA 43-2065,KI,547,89,87,179,0,3
SEA 43-2068,KI,425,88,102,191,0,1
SEA 43-2069,KI,652,183,212,399,0,4
SEA 43-1826,KI,567,165,183,354,0,6
SEA 36-3345,KI,517,142,114,260,0,4
SEA 46-2057,KI,443,145,165,310,0,0
SEA 36-3341,KI,654,138,182,325,0,5
SEA 37-1825,KI,704,165,127,296,0,4
SEA 46-2364,KI,355,96,89,185,0,0
SEA 34-1515,KI,391,134,113,247,0,0
SEA 34-1514,KI,521,147,130,277,0,0
SEA 34-1517,KI,260,73,72,145,0,0
SEA 34-1516,KI,399,110,114,227,0,3
SEA 32-3656,KI,474,145,141,288,0,2
SEA 34-1510,KI,392,104,121,228,0,3
SEA 34-1513,KI,663,159,149,312,0,4
SEA 34-1512,KI,269,67,82,149,0,0
SEA 43-1364,KI,535,135,184,321,0,2
SEA 43-1365,KI,459,116,146,262,0,0
SEA 43-1366,KI,287,77,108,186,0,1
SEA 43-1367,KI,375,113,135,253,0,5
SEA 34-1519,KI,327,80,111,192,0,1
SEA 34-1518,KI,260,76,80,156,0,0
SEA 43-1362,KI,660,150,199,351,0,2
SEA 43-1363,KI,725,180,201,386,0,5
SEA 36-1698,KI,278,83,84,167,0,0
SEA 36-1319,KI,469,145,139,285,0,1
SEA 36-1318,KI,999,270,262,537,0,5
SEA 11-1624,KI,577,103,102,208,0,3
SEA 36-2119,KI,277,82,94,176,0,0
SEA 36-1720,KI,622,139,148,287,0,0
SEA 34-1418,KI,299,77,116,196,0,3
SEA 36-1722,KI,536,135,120,256,0,1
SEA 36-1723,KI,431,110,139,252,0,3
SEA 36-1724,KI,315,96,109,207,0,2
SEA 36-1725,KI,372,95,92,189,0,2
SEA 36-1726,KI,387,104,110,214,0,0
SEA 34-1419,KI,694,214,199,418,0,5
SEA 36-1729,KI,231,69,77,147,0,1
SEA 37-1646,KI,457,87,63,151,1,0
SEA 46-2266,KI,494,133,154,288,0,1
SEA 43-2004,KI,356,91,113,206,0,2
SEA 43-2987,KI,673,49,46,97,0,2
SEA 46-2339,KI,330,81,85,171,0,5
SEA 46-2338,KI,543,149,110,260,0,1
SEA 46-2330,KI,420,123,108,232,0,1
SEA 46-2333,KI,371,101,117,221,0,3
SEA 46-2332,KI,248,74,91,165,0,0
SEA 46-2335,KI,609,157,109,268,0,2
SEA 46-2334,KI,573,175,167,343,0,1
SEA 46-2337,KI,347,106,76,185,0,3
SEA 46-2336,KI,707,173,173,350,0,4
SEA 43-2109,KI,478,103,103,212,0,6
SEA 43-3230,KI,626,149,157,309,0,3
SEA 43-2016,KI,333,97,99,197,0,1
SEA 36-2163,KI,289,75,100,176,0,1
SEA 36-2162,KI,373,116,142,259,0,1
SEA 36-2161,KI,460,137,166,304,0,1
SEA 34-1458,KI,376,119,127,246,0,0
SEA 34-1459,KI,272,85,89,175,0,1
SEA 36-2165,KI,240,60,109,170,0,1
SEA 36-2164,KI,310,98,116,215,0,1
SEA 34-1454,KI,306,84,94,180,0,2
SEA 11-3580,KI,401,90,85,175,0,0
SEA 34-1456,KI,428,128,119,248,0,1
SEA 34-1457,KI,687,202,183,385,0,0
SEA 34-1450,KI,301,95,92,188,0,1
SEA 34-1451,KI,330,95,82,178,0,1
SEA 34-1452,KI,275,82,88,170,0,0
SEA 34-1453,KI,264,90,83,174,0,1
SEA 37-3639,KI,303,89,102,191,0,0
SEA 43-1277,KI,541,135,142,282,0,5
SEA 43-2008,KI,257,82,86,169,0,1
SEA 37-3636,KI,786,163,127,296,0,6
SEA 43-1275,KI,275,96,102,200,0,2
SEA 46-2263,KI,599,172,222,396,0,2
SEA 43-1272,KI,437,133,150,285,0,2
SEA 36-3496,KI,671,172,153,328,0,3
SEA 36-2171,KI,491,149,178,329,0,2
SEA 46-2348,KI,274,66,95,161,0,0
SEA 43-1379,KI,263,76,109,187,0,2
SEA 37-1907,KI,657,208,222,432,0,2
SEA 37-1906,KI,427,119,159,280,0,2
SEA 43-1271,KI,473,131,127,260,0,2
SEA 37-1903,KI,312,101,115,218,0,2
SEA 37-1902,KI,339,92,130,224,0,2
SEA 37-1901,KI,260,80,80,163,0,3
SEA 37-1900,KI,355,97,91,192,0,4
SEA 37-1864,KI,622,176,96,273,0,1
SEA 43-1376,KI,541,156,154,312,0,2
SEA 43-1870,KI,466,137,133,273,0,3
SEA 36-2167,KI,327,91,119,211,0,1
SEA 43-1874,KI,608,176,166,343,0,1
SEA 46-1400,KI,425,102,117,221,0,2
SEA 36-2166,KI,336,97,134,231,0,0
SEA 32-2537,KI,396,108,105,213,0,0
SEA 46-2322,KI,532,133,146,281,0,2
SEA 43-1373,KI,335,99,140,243,0,4
SEA 32-2539,KI,788,233,212,447,0,2
SEA 43-1371,KI,288,75,91,166,0,0
SEA 43-2028,KI,423,132,146,280,0,2
SEA 34-1455,KI,956,224,202,428,0,2
SEA 43-2026,KI,356,113,125,239,0,1
SEA 43-2027,KI,292,76,126,202,0,0
SEA 43-2024,KI,336,93,108,201,0,0
SEA 43-1370,KI,332,103,134,237,0,0
SEA 43-2023,KI,388,98,124,224,0,2
SEA 43-2020,KI,374,110,139,249,0,0
SEA 43-2021,KI,797,255,248,506,0,3
SEA 36-2168,KI,520,152,181,334,0,1
SEA 36-2524,KI,216,65,87,152,0,0
SEA 46-1967,KI,497,155,163,320,0,2
SEA 46-2275,KI,127,33,38,71,0,0
SEA 43-2550,KI,342,80,77,157,0,0
SEA 43-2541,KI,268,60,55,115,0,0
SEA 37-1585,KI,358,103,129,233,0,1
SEA 37-1584,KI,332,95,110,210,0,5
SEA 43-1889,KI,483,137,149,288,0,2
SEA 43-1345,KI,424,119,151,274,0,4
SEA 36-1298,KI,337,109,136,246,0,1
SEA 34-3682,KI,386,85,106,192,0,1
SEA 43-1888,KI,633,187,185,373,0,1
SEA 36-1294,KI,735,194,254,449,0,1
SEA 36-1295,KI,337,99,116,219,0,4
SEA 36-1296,KI,303,105,88,194,0,1
SEA 36-1297,KI,298,83,99,183,0,1
SEA 36-1292,KI,356,113,105,220,0,2
SEA 34-1257,KI,510,143,160,304,0,1
SEA 34-1254,KI,346,86,64,150,0,0
SEA 34-1255,KI,414,138,61,202,0,3
SEA 34-1252,KI,660,151,139,295,0,5
SEA 36-1769,KI,234,77,74,151,0,0
SEA 34-1250,KI,335,97,101,199,0,1
SEA 34-1251,KI,538,190,122,312,0,0
SEA 36-1764,KI,264,102,83,185,0,0
SEA 36-1765,KI,274,81,97,178,0,0
SEA 36-1766,KI,401,97,118,216,0,1
SEA 36-1767,KI,551,117,125,242,0,0
SEA 36-1760,KI,300,89,104,195,0,2
SEA 36-1761,KI,309,81,110,193,0,2
SEA 36-1762,KI,306,89,116,207,0,2
SEA 36-1763,KI,312,96,99,196,0,1
SEA 46-2500,KI,360,105,98,209,0,6
SEA 34-3175,KI,357,99,135,235,0,1
SEA 34-1425,KI,292,106,79,185,0,0
SEA 34-1424,KI,436,103,106,210,0,1
SEA 34-1427,KI,269,70,91,163,0,2
SEA 34-1426,KI,294,78,107,186,0,1
SEA 34-1420,KI,668,172,212,385,0,1
SEA 34-1423,KI,338,106,97,205,0,2
SEA 34-1422,KI,354,92,121,216,0,3
SEA 46-1965,KI,292,103,87,190,0,0
SEA 34-1429,KI,252,80,77,158,0,1
SEA 34-1428,KI,252,75,86,163,0,2
SEA 43-2239,KI,566,167,221,389,0,1
SEA 43-2238,KI,813,239,300,539,0,0
SEA 43-2237,KI,568,166,185,352,0,1
SEA 34-2501,KI,381,118,123,244,0,3
SEA 43-1349,KI,359,88,141,231,0,2
SEA 36-2532,KI,416,129,139,273,0,5
SEA 36-2533,KI,431,123,141,267,0,3
SEA 36-2534,KI,547,157,154,315,0,4
SEA 36-2535,KI,566,143,147,291,0,1
SEA 36-2129,KI,691,180,144,326,0,2
SEA 36-2126,KI,722,195,221,419,0,3
SEA 36-2125,KI,620,191,163,357,0,3
SEA 36-2121,KI,443,111,102,216,0,3
SEA 36-2120,KI,413,139,131,273,0,3
SEA 36-2146,KI,338,86,112,199,0,1
SEA 46-1966,KI,234,64,78,144,0,2
SEA 46-2375,KI,312,99,111,210,0,0
SEA 43-2115,KI,527,65,68,134,0,1
SEA 37-3673,KI,563,142,129,277,0,6
SEA 37-3672,KI,426,99,125,225,0,1
SEA 37-3573,KI,564,61,50,111,0,0
SEA 36-2511,KI,430,128,183,311,0,0
SEA 46-2249,KI,250,93,77,170,0,0
SEA 43-1779,KI,377,82,65,147,0,0
SEA 37-1558,KI,702,132,141,273,0,0
SEA 37-1559,KI,338,75,30,108,0,3
SEA 37-1555,KI,410,94,93,190,0,3
SEA 46-2243,KI,514,173,182,359,0,4
SEA 37-1557,KI,343,70,52,124,0,2
SEA 46-2245,KI,409,175,147,322,0,0
SEA 43-1776,KI,673,181,191,375,0,3
SEA 46-2247,KI,630,221,198,421,0,2
SEA 37-1553,KI,388,88,116,206,0,2
SEA 32-2211,KI,606,161,146,311,0,4
SEA 32-2210,KI,610,200,174,374,0,0
SEA 43-1380,KI,301,83,100,183,0,0
SEA 46-2361,KI,359,100,106,206,0,0
SEA 32-2215,KI,805,262,270,535,0,3
SEA 46-2367,KI,449,123,106,229,0,0
SEA 32-2217,KI,754,253,164,421,0,4
SEA 32-2216,KI,338,93,109,203,0,1
SEA 37-1824,KI,394,116,124,246,1,5
SEA 32-2218,KI,666,155,175,332,0,2
SEA 37-1827,KI,558,170,98,270,0,2
SEA 36-1326,KI,693,209,224,436,0,3
SEA 37-1823,KI,209,32,12,44,0,0
SEA 43-1835,KI,688,247,167,417,0,3
SEA 37-1608,KI,559,137,154,293,0,2
SEA 36-1320,KI,362,109,124,234,0,1
SEA 36-1321,KI,416,120,135,258,0,3
SEA 37-1622,KI,578,113,113,226,0,0
SEA 37-2799,KI,445,106,98,206,0,2
SEA 46-2269,KI,305,88,109,197,0,0
SEA 36-1322,KI,479,113,171,286,0,2
SEA 46-1964,KI,499,137,110,247,0,0
SEA 36-1323,KI,401,109,133,243,0,1
SEA 37-1620,KI,418,85,50,140,0,5
SEA 37-1891,KI,304,92,100,193,0,1
SEA 36-1662,KI,450,150,140,291,0,1
SEA 37-1609,KI,414,96,144,242,0,2
SEA 46-2100,KI,370,126,120,246,0,0
SEA 46-1961,KI,272,93,88,182,0,1
SEA 36-1328,KI,756,182,208,390,0,0
SEA 43-3497,KI,532,111,107,218,0,0
SEA 46-1962,KI,295,92,116,208,0,0
SEA 37-1894,KI,433,106,150,259,0,3
SEA 37-1899,KI,338,86,109,195,0,0
SEA 37-1898,KI,285,75,83,158,0,0
SEA 36-1703,KI,530,164,174,340,0,2
SEA 36-2750,KI,458,107,86,198,0,5
SEA 37-1890,KI,581,189,220,412,0,3
SEA 37-1893,KI,445,155,129,287,0,3
SEA 37-1892,KI,594,183,175,360,0,2
SEA 37-1895,KI,604,158,191,356,0,7
SEA 37-1628,KI,444,121,93,215,0,1
SEA 37-1897,KI,881,178,139,320,0,3
SEA 37-1896,KI,410,121,136,258,0,1
