Row Label,County,Yes,No
601 Queets,JE,27,15
704 Port Townsend,JE,42,206
101 Gardiner,JE,78,113
501 Port Ludlow I,JE,240,394
200 Coyle,JE,124,125
708 Port Townsend,JE,142,513
302 Center I,JE,151,147
702 Port Townsend,JE,62,220
306 Irondale II,JE,253,234
300 Chimacum I,JE,187,172
102 Port Discovery,JE,112,113
105 Discovery Bay,JE,145,365
305 Irondale I,JE,143,221
710 Port Townsend,JE,90,302
500 Port Ludlow,JE,232,379
106 North Jacob,JE,141,253
503 Port Ludlow III,JE,140,282
301 Chimacum II,JE,93,121
706 Port Townsend,JE,200,533
401 Nordland,JE,210,339
502 Port Ludlow II,JE,218,207
505 Port Ludlow V,JE,199,253
709 Port Townsend,JE,114,474
303 Hadlock,JE,237,263
304 Kala Point,JE,165,425
107 South Jacob,JE,226,283
201 Quilcene,JE,346,191
308 Center II,JE,96,101
705 Port Townsend,JE,116,195
204 Brinnon,JE,417,245
707 Port Townsend,JE,174,481
104 Cape George,JE,148,378
103 Crocker,JE,96,79
600 Hoh,JE,29,18
703 Port Townsend,JE,66,273
700 Port Townsend,JE,158,350
504 Port Ludlow IV,JE,103,180
Total,JE,5901,9812
701 Port Townsend,JE,38,197
307 Four Corners,JE,143,172
