Row Label,County,Mary Yu
LEMOLO 435,KP,277
ANNAPOLIS 212,KP,421
MEADOWDALE 150,KP,239
BELLA VISTA 413,KP,253
LIGHTHOUSE POINT 292,KP,342
CLEAR CREEK 120,KP,305
AUGUSTA 461,KP,208
HEINS CREEK 297,KP,0
HANSVILLE 415,KP,202
TORVANGER 345,KP,391
BREMERTON 012,KP,77
BREMERTON 013,KP,269
BREMERTON 015,KP,311
BREMERTON 016,KP,74
WINSLOW 304,KP,579
HIGHLAND 423,KP,195
LAKE HELENA 214,KP,284
DICKENSON 282,KP,323
UNIVERSITY POINT 142,KP,239
SANDY HOOK 464,KP,240
BARKER CREEK 147,KP,381
BAYVIEW 087,KP,89
ISLAND CENTER 320,KP,328
EVERGREEN RIDGE 426,KP,131
REGAL 131,KP,98
COUNTRY CLUB 113,KP,193
POULSBO 405,KP,365
POULSBO 404,KP,394
POULSBO 407,KP,280
POULSBO 406,KP,427
SEDGWICK 272,KP,385
BERRY LAKE 279,KP,198
POULSBO 403,KP,317
EBBERT 247,KP,340
ILLAHEE 065,KP,385
COTTONWOOD 125,KP,301
MARION 090,KP,70
OLYMPIC 099,KP,40
GILBERTON 140,KP,278
STRIEBEL 453,KP,309
AZALEA 302,KP,412
YUKON 241,KP,240
FOREST RIDGE 126,KP,210
FAIRVIEW 135,KP,197
ANDERSON CREEK 163,KP,270
PORT GAMBLE 450,KP,331
RAINIER 067,KP,368
BRASCH 213,KP,350
GAMBLEWOOD 454,KP,220
CENTRAL VALLEY 128,KP,383
HOLLY 158,KP,102
BURLEY 218,KP,323
LUOTO 122,KP,180
POINT JEFFERSON 419,KP,259
BREMERTON 296,KP,0
MORKEN 161,KP,439
INDIANOLA 420,KP,448
TWIN LAKES 285,KP,91
BELFAIR VALLEY 280,KP,99
KARIOTIS 143,KP,362
TRACYTON 170,KP,239
ROCKY POINT 083,KP,401
HERITAGE PARK 112,KP,230
BREMERTON 294,KP,0
ORCA 421,KP,245
BREMERTON 293,KP,2
MINTERBROOK 216,KP,159
ALASKA 221,KP,395
GLENWOOD 232,KP,415
MEADOWMEER 321,KP,159
APEX 162,KP,370
OLALLA 265,KP,239
WINSTON 129,KP,146
RIDGETOP 149,KP,255
EAGLE CREST 164,KP,391
LOCKER 246,KP,406
BROWNSVILLE 105,KP,447
KINGSTON 430,KP,493
VENA 173,KP,314
CEDAR 211,KP,297
BREMERTON 041,KP,255
BREMERTON 040,KP,275
POULSBO 401,KP,459
BREMERTON 046,KP,291
CAMBRIDGE 144,KP,222
BREMERTON 056,KP,266
TWIN SPITS 417,KP,358
BIG VALLEY 441,KP,236
CHARLAND 110,KP,248
SKIFF POINT 328,KP,306
LOST HIGHWAY 157,KP,337
TRIDENT 101,KP,79
WILSON CREEK 242,KP,281
SYLVAN 066,KP,340
PORT ORCHARD 201,KP,271
EVERGREEN 257,KP,461
FERNWOOD 230,KP,373
MANCHESTER 255,KP,257
SUNNYSLOPE 281,KP,266
LOFALL 442,KP,464
BLAKELY 310,KP,305
PORT ORCHARD 207,KP,322
WOODMERE 127,KP,407
BREMERTON 058,KP,337
UELAND 082,KP,0
WATERMAN 295,KP,198
BREMERTON 054,KP,195
PIONEER 152,KP,390
SILVERDALE 160,KP,350
BREMERTON 051,KP,37
BREMERTON 052,KP,215
BREMERTON 053,KP,399
SEABECK 155,KP,421
POWERLINE 086,KP,3
PARKWOOD 270,KP,385
ISLAND LAKE 427,KP,320
BREMERTON 109,KP,31
BREIDABLIK 410,KP,347
BREMERTON 107,KP,0
WHISPERING PINES 227,KP,346
FRAGARIA 259,KP,265
LOVGREN 332,KP,204
BANDIX 263,KP,318
FORT WARD 318,KP,356
FUSON 175,KP,314
HARPER 240,KP,288
WILLOCK 258,KP,264
LIBERTY 325,KP,304
PORT ORCHARD 203,KP,180
SPRING CREEK 217,KP,230
MULLENIX 260,KP,389
LARSON 153,KP,401
FINCH 314,KP,244
ROLLING BAY 330,KP,327
BREMERTON 029,KP,270
TOTTEN 463,KP,292
WOODRIDGE 222,KP,186
MANZANITA 336,KP,239
OLD FRONTIER 106,KP,373
BREMERTON 022,KP,229
NEBRASKA 223,KP,327
EAGLE HARBOR 317,KP,266
NEW BROOKLYN 322,KP,218
TOLO 333,KP,294
FERNCLIFF 315,KP,509
S&#39;KLALLAM 418,KP,36
KITSAP LAKE 085,KP,25
PORT ORCHARD 202,KP,380
NAVY YARD CITY 095,KP,336
PORT ORCHARD 200,KP,178
SANTA FE 148,KP,311
PORT ORCHARD 206,KP,0
FIRGLADE 137,KP,220
PORT ORCHARD 204,KP,267
PORT ORCHARD 205,KP,674
HUNTER 219,KP,251
CONIFER 271,KP,197
PORT ORCHARD 208,KP,0
PORT ORCHARD 209,KP,0
KEYPORT 425,KP,393
SCANDIA 455,KP,325
PORT MADISON 340,KP,287
ALPINE 111,KP,263
LUNDBERG 250,KP,356
POINT NO POINT 416,KP,467
VINLAND 412,KP,384
LINCOLN 440,KP,265
BREMERTON 032,KP,47
OVERLOOK 267,KP,293
BREMERTON 030,KP,263
BREMERTON 031,KP,149
BREMERTON 037,KP,405
APPLE TREE 422,KP,362
ERLANDS POINT 130,KP,234
RIDGEPOINT 141,KP,252
PERRY 073,KP,197
CRYSTAL SPRINGS 312,KP,449
CRESCENT VALLEY 266,KP,316
SHERMAN HEIGHTS 278,KP,8
SPINNAKER 146,KP,245
SINCLAIR 275,KP,170
PORT ORCHARD 215,KP,0
BLUE HERON 301,KP,515
SYMINGTON 151,KP,171
PORT ORCHARD 210,KP,232
FRONTIER 102,KP,373
RIDGEWAY 084,KP,83
WING POINT 305,KP,274
PEARSON 445,KP,443
BREMERTON 114,KP,0
SEABOLD 335,KP,401
TIBARDIS 139,KP,157
BREMERTON 007,KP,5
BREMERTON 006,KP,198
BREMERTON 005,KP,212
SUQUAMISH 460,KP,272
BREMERTON 003,KP,298
BREMERTON 002,KP,129
BREMERTON 001,KP,182
BUCKLIN 121,KP,366
MADRONA 269,KP,273
DRIVE-IN 283,KP,6
MILLER BAY 458,KP,396
CONVERSE 252,KP,297
LONG LAKE 245,KP,212
BREMERTON 088,KP,52
BREMERTON 159,KP,191
SUTTON 165,KP,226
OLYMPIC VIEW 103,KP,263
Total,KP,54997
