Row Label,County,Repealed,Maintained
Washtucna City #1,AD,63,30
Batum,AD,44,30
Othello Rural #1,AD,38,40
Hatton Rural,AD,17,14
Ralston,AD,23,13
Hatton City,AD,8,5
Othello Rural #6,AD,110,54
Othello Rural #4,AD,91,54
Othello Rural #5,AD,53,39
Ritzville Rural NW,AD,65,72
Fairview,AD,18,10
Benge,AD,14,8
Ritzville Rural SE,AD,67,54
Ritzville Ward #5,AD,60,65
Ritzville Ward #4,AD,67,56
Ritzville Ward #1,AD,56,34
Ritzville Ward #3,AD,72,74
Ritzville Ward #2,AD,49,38
Schrag,AD,16,20
Cunningham,AD,5,5
Othello Rural #2,AD,73,31
Othello Rural #3,AD,126,78
Othello City #2,AD,91,72
Othello City #3,AD,88,72
Othello City #1,AD,14,8
Othello City #6,AD,61,43
Othello City #4,AD,107,76
Othello City #5,AD,97,64
Lind #1,AD,114,61
Washtucna Rural,AD,36,26
Lind Rural,AD,42,22
Total,AD,1785,1268
