Row Label,County,Repealed,Maintained
COLUMBUS,KT,24,11
N DALLES,KT,201,164
ROOSEVELT,KT,41,22
GLENWOOD,KT,165,111
HGH PRAIRIE,KT,39,27
LYLE,KT,196,190
F VALLEY,KT,140,201
BINGEN,KT,67,66
WISHRAM,KT,52,33
WHITE SALMON,KT,193,225
ALDER CREEK,KT,91,45
ALDERDALE,KT,22,13
N WHITE SALMON,KT,110,149
PINE FOREST,KT,399,307
GOLDENDALE 3,KT,167,110
ORCHARD HTS,KT,144,82
GOLDENDALE 1,KT,256,133
N F VALLEY,KT,198,195
E LYLE,KT,66,73
E KLICKITAT,KT,59,32
W KLICKITAT,KT,42,36
HUSUM,KT,180,161
TROUT LAKE,KT,158,153
RIVER,KT,7,15
CENTERVILLE,KT,188,107
WOODLAND,KT,481,244
GOLDENDALE 2,KT,230,136
MT BROOK,KT,169,113
Total,KT,4155,3188
APPLETON,KT,70,34
