Row Label,County,Mary E. Fairhurst
HARRINGTON IN,LI,90
LONG LAKE,LI,48
S REARDAN RURAL,LI,31
DAVENPORT RURAL,LI,56
IRBY,LI,16
KELLER,LI,47
LAMONA,LI,22
HAWK CREEK,LI,54
EDWALL,LI,43
MOHLER,LI,33
EGYPT,LI,82
WEST LARENE,LI,27
SPRAGUE RURAL,LI,74
WHEATLAND,LI,56
EAST LARENE,LI,52
GRAVELLE,LI,33
GRAND COULEE,LI,19
REARDAN IN,LI,160
PEACH,LI,93
ALMIRA RURAL,LI,20
N REARDAN RURAL,LI,31
HARR RURAL,LI,30
GOVAN,LI,19
LAKEVIEW,LI,81
ODESSA IN,LI,254
SPRAGUE IN,LI,82
RIVERVIEW,LI,107
ENOS,LI,6
LAYTON,LI,10
CANBY,LI,23
EARL,LI,23
WILBUR RURAL,LI,56
WAUKON,LI,35
WILBUR IN,LI,245
DOWNS,LI,16
SHERMAN,LI,39
MONDOVI,LI,54
ALMIRA IN,LI,76
SPRING CREEK,LI,60
SEVEN BAYS,LI,44
CRESTON RURAL,LI,31
CRESTON IN,LI,57
ODESSA RURAL,LI,53
WILSON CREEK,LI,22
Total,LI,2908
DAVENPORT IN,LI,388
BLUESTEM,LI,10
