Row Label,County,Yes,No
DAMMAN,KS,131,215
VANTAGE,KS,12,14
PARK,KS,123,234
TEANAWAY,KS,128,187
ELLENSBURG 20,KS,52,38
CLE ELUM 4,KS,134,122
ELLENSBURG 22,KS,85,100
ELLENSBURG 23,KS,134,87
CLE ELUM 1,KS,80,112
ELLENSBURG 25,KS,204,173
CLE ELUM 3,KS,27,41
CLE ELUM 2,KS,54,62
SOUTH CLE ELUM,KS,93,90
FAIRVIEW,KS,82,136
RONALD,KS,78,77
NORTHEAST FAIRVIEW,KS,128,230
ELLENSBURG 24,KS,182,220
ELLENSBURG 9,KS,53,45
ELLENSBURG 8,KS,59,32
RIDGEWAY,KS,214,317
ELLENSBURG 1,KS,31,20
ELLENSBURG 2,KS,55,33
ELLENSBURG 5,KS,58,38
ELLENSBURG 4,KS,31,25
ELLENSBURG 7,KS,21,34
ELLENSBURG 6,KS,42,26
EAST SANDERS,KS,139,219
THRALL,KS,121,206
ELLENSBURG 21,KS,72,63
MOUNTAIN,KS,74,75
HYAK,KS,40,59
ROSLYN 1,KS,98,87
ROSLYN 2,KS,89,64
KITTITAS 1,KS,68,67
KACHESS,KS,35,72
MANASTASH,KS,99,197
DENMARK,KS,169,321
ROSLYN OUTLYING,KS,17,39
SOUTH ELLENSBURG,KS,184,269
DRY CREEK,KS,160,251
NORTH CENTRAL,KS,102,191
ELLENSBURG 11,KS,68,72
ELLENSBURG 10,KS,86,70
ELLENSBURG 13,KS,64,49
ELLENSBURG 12,KS,80,59
ELLENSBURG 15,KS,92,79
ELLENSBURG 14,KS,74,75
ELLENSBURG 17,KS,142,84
ELLENSBURG 16,KS,116,138
ELLENSBURG 19,KS,172,138
ELLENSBURG 18,KS,25,12
WESTSIDE,KS,168,258
EASTON,KS,157,203
PEOH POINT,KS,140,199
SANDERS,KS,63,89
KITTITAS 2,KS,69,87
NORTH ELLENSBURG,KS,194,266
THORP,KS,122,197
SWAUK,KS,79,133
Total,KS,5669,7096
