Row Label,County,Yes,No
Yelm 1,TH,157,153
Griffin,TH,128,223
Kaiser,TH,103,69
Smith Prairie,TH,177,248
Olympia 01,TH,176,128
Lacey 29,TH,204,133
Scott Lake South,TH,119,154
Tri Lakes,TH,95,110
Woodland,TH,141,193
Plumb,TH,173,226
Montgomery,TH,102,78
Olympia 10,TH,219,150
Delta(*),TH,0,0
Olympia 12,TH,110,61
Olympia 13,TH,200,131
Pleasant Hill,TH,164,221
Olympia 15,TH,162,109
Smith Lake,TH,152,204
Olympia 17,TH,121,90
Olympia 18,TH,200,118
Rocky Prairie,TH,104,147
Scatter Creek,TH,121,142
Lacey 06,TH,72,45
Henderson,TH,235,259
Mullen,TH,201,207
Marvin,TH,174,237
Rochester 4,TH,117,175
Rochester 5,TH,136,228
Rochester 2,TH,148,177
Rochester 3,TH,180,167
French,TH,219,163
Rochester 1,TH,171,261
Tumwater 11,TH,212,284
Evergreen Ballroom,TH,203,235
Littlerock,TH,218,373
Lacey 10,TH,226,166
Skookumchuck,TH,139,221
Delphi,TH,131,212
Tolmie,TH,56,88
St Clair,TH,126,241
Olympia 58,TH,205,113
Tenino 01,TH,105,99
James,TH,129,202
Tumwater 10,TH,222,182
Lacey 14,TH,67,41
Olympia 07,TH,132,46
Olympia 06,TH,274,260
Olympia 05,TH,208,79
Olympia 04,TH,211,75
Olympia 03,TH,163,156
Olympia 02,TH,184,125
Plainview,TH,277,296
Lacey 27,TH,141,144
Delridge,TH,39,61
Military,TH,78,100
Lacey 16,TH,156,119
Lacey 39,TH,282,206
Olympia 09,TH,272,293
Sweet Briar,TH,253,240
Olympia 43,TH,231,160
Rainier 01,TH,125,159
Puget,TH,178,293
Olympia 11,TH,144,141
Vail,TH,177,237
Stedman,TH,101,175
Tumwater 13,TH,76,60
Zenkner Valley,TH,28,59
Trailblazer,TH,76,54
Libby,TH,148,168
Lackamas,TH,74,61
Broadway,TH,241,219
Johnson Point,TH,207,271
Sleater Kinney,TH,147,161
Medicine Creek,TH,74,84
Lacey 42,TH,59,45
Olympia 16,TH,31,23
Tumwater 12,TH,178,152
Prine,TH,27,43
Long Lake,TH,35,60
Lacey 33,TH,91,87
Olympia 53,TH,166,116
Lacey 31,TH,138,119
Lacey 30,TH,233,224
Greenridge,TH,113,118
Lacey 36,TH,122,87
Lacey 35,TH,59,62
Olympia 19,TH,150,120
Butler Cove,TH,157,164
Lacey 34,TH,95,70
Mud Bay,TH,170,172
Olympia 14,TH,166,117
Mclane,TH,139,146
Tumwater 15,TH,205,204
Lawrence Lake,TH,165,283
Lacey 45,TH,91,71
Olympia 38,TH,58,23
Tilley,TH,178,227
Yelm 3,TH,198,153
Hunter Point,TH,115,121
Skokomish,TH,153,127
Schneiders Prairie,TH,131,174
Grand Mound,TH,64,102
Alpine,TH,271,340
Hays,TH,112,161
Luhr Beach,TH,162,264
Berry Valley,TH,150,136
Freedom,TH,227,201
Morris,TH,175,235
Lacey 07,TH,139,126
Lacey 04,TH,93,69
Lacey 05,TH,91,118
Lacey 02,TH,121,102
Lacey 03,TH,137,147
Deschutes,TH,197,241
Olympia 50,TH,178,82
Tumwater 28,TH,214,269
Tumwater 29,TH,0,0
Friendly Grove,TH,85,133
Olympia 51,TH,35,44
Fair Oaks,TH,113,143
Woodard Creek,TH,128,190
Pines,TH,155,119
Scott Lake North,TH,84,80
Mushroom Corner,TH,210,118
Tumwater 14,TH,89,77
Yelm 2,TH,168,142
Deerbrush,TH,181,196
Henness,TH,231,381
Lacey 09,TH,97,51
Kinwood,TH,134,157
Rainier 02,TH,103,109
Summit Lake,TH,132,188
Lacey 19,TH,121,96
Lacey 18,TH,177,171
Simmons 9,TH,3,4
Lacey 11,TH,156,142
Simmons 4,TH,11,9
Lacey 13,TH,77,84
Lacey 01,TH,87,45
Lacey 15,TH,154,156
Gull Harbor,TH,121,117
Simmons 3,TH,9,8
Olympia 59,TH,145,140
Spurgeon Creek,TH,61,109
Black River,TH,177,343
Forest,TH,246,240
Olympia 24,TH,169,134
Quince,TH,2,2
Meadows,TH,128,169
Pattison,TH,156,208
Olympia 54,TH,126,78
Olympia 55,TH,116,66
Olympia 56,TH,159,132
Olympia 57,TH,112,61
Tykle Cove,TH,166,206
Mcallister Creek,TH,149,134
Olympia 52,TH,111,68
Mcintosh,TH,286,353
Tenino 02,TH,115,116
Olympia 39,TH,171,159
Steamboat Island,TH,145,142
Olympia 20,TH,119,55
Lacey 08,TH,108,88
Lacey 41,TH,145,159
Beach Crest,TH,133,145
Ames,TH,175,131
Jones Beach,TH,93,123
Pleasant Glade,TH,112,109
Evergreen Shores,TH,133,165
Hewitt Lake,TH,213,240
Tumwater 08,TH,203,180
Olympia 60,TH,117,84
Tumwater 06,TH,251,303
Tumwater 07,TH,127,161
Tumwater 04,TH,111,91
Tumwater 05,TH,141,110
Tumwater 02,TH,168,140
Tumwater 03,TH,183,177
Roosevelt,TH,184,254
Tumwater 01,TH,140,105
University North,TH,68,77
Olympia 49,TH,236,108
Olympia 48,TH,218,212
Bush Prairie,TH,48,40
Summerset,TH,255,321
Olympia 42,TH,126,101
Olympia 41,TH,168,174
Olympia 40,TH,140,138
Olympia 47,TH,201,195
Olympia 46,TH,174,142
Olympia 45,TH,127,69
Olympia 44,TH,128,43
Holmes,TH,127,191
Cooper Point,TH,156,206
Ruth Prairie,TH,76,82
Hawks Ridge,TH,97,40
Weir Prairie,TH,164,200
Wilderness,TH,219,262
Lacey 32,TH,172,169
Camelot,TH,94,146
University South,TH,98,103
Lacey 24,TH,211,223
Gallagher Cove,TH,232,326
Lacey 17,TH,159,156
Total,TH,40648,42845
College,TH,50,8
Bigelow,TH,156,167
Lacey 37,TH,58,35
Olympia 08,TH,143,199
Beaver Creek,TH,242,407
Oyster Bay,TH,187,219
Eaton Creek,TH,81,146
Lacey 28,TH,87,128
Olympia 25,TH,111,137
Four Corners,TH,252,293
South Bay,TH,180,257
Indian Summer,TH,143,268
Longmire,TH,90,133
Tumwater 24,TH,118,137
Clear Lake,TH,269,251
Airport,TH,16,15
Thompson,TH,111,89
Bucoda,TH,89,57
Glen Terra,TH,54,54
Frye Cove,TH,169,250
Cougar Mountain,TH,38,43
Mckinley,TH,72,56
Olympia 37,TH,108,117
Gibson Valley,TH,28,44
Olympia 35,TH,295,313
Black Lake,TH,213,268
Scheller,TH,61,105
Olympia 30,TH,178,98
Olympia 31,TH,125,169
Sunwood Lakes,TH,252,327
Lydia Hawk,TH,281,256
Lacey 23,TH,72,72
Olympia 32,TH,219,197
Michigan Hill,TH,68,150
Tumwater 09,TH,102,130
Yelm 4,TH,211,165
Lacey 48,TH,99,136
Zangle,TH,150,188
Fish Trap,TH,131,159
East Olympia,TH,132,190
Munn Lake,TH,95,124
Sunset Beach,TH,193,239
Olympia 27,TH,83,66
Lacey 43,TH,210,173
Lacey 40,TH,212,170
Fristoe,TH,119,129
Lacey 46,TH,330,404
Lacey 47,TH,207,335
Lacey 44,TH,76,66
Hicks,TH,34,26
Salmon Creek,TH,88,130
Lacey 49,TH,89,104
Wards,TH,91,63
South Union,TH,222,263
Boston Harbor,TH,208,205
Olympia 29,TH,176,207
Olympia 28,TH,214,149
Trails End,TH,306,341
Hartwood,TH,252,395
Waddell Creek,TH,112,191
Fleetwood,TH,235,225
Olympia 26,TH,181,129
Olympia 21,TH,241,210
Bald Hills,TH,43,67
Olympia 23,TH,246,144
Violet Prairie,TH,196,253
Lacey 20,TH,72,56
Hawk Acres,TH,105,144
Tumwater 27,TH,166,178
Lacey 21,TH,92,68
Lakeside,TH,87,98
Lacey 22,TH,111,105
Olympia 36,TH,90,36
Glenwood,TH,64,66
Simmons 2(*),TH,0,0
Chambers,TH,241,326
Nisqually,TH,162,117
Rich(*),TH,0,0
