Row Label,County,Yes,No
29-620(*),PI,0,0
27-448,PI,7,11
27-449,PI,242,216
27-444,PI,232,196
27-445,PI,204,199
27-446,PI,199,208
27-447,PI,227,201
27-440,PI,269,188
27-441,PI,223,168
27-442,PI,162,164
27-443,PI,166,187
27-428,PI,306,139
27-429,PI,298,191
27-426,PI,241,260
27-427,PI,298,210
27-424,PI,278,262
27-425,PI,289,222
27-422,PI,361,316
27-423,PI,349,253
27-420,PI,372,255
27-421,PI,267,190
28-506,PI,288,276
28-507,PI,234,227
28-504,PI,265,280
28-505,PI,307,357
28-502,PI,255,337
28-503,PI,294,267
28-501,PI,272,331
28-508,PI,142,111
28-509,PI,0,0
27-459,PI,126,136
27-458,PI,161,126
27-453,PI,179,104
27-452,PI,186,212
27-451,PI,209,168
27-450,PI,254,224
27-457,PI,197,174
27-456,PI,143,173
27-455,PI,206,169
27-454,PI,247,212
27-439,PI,292,148
27-438,PI,283,131
27-435,PI,230,267
27-434,PI,222,230
27-437,PI,243,188
27-436,PI,285,188
27-431,PI,74,116
27-430,PI,286,180
27-433,PI,247,248
27-432,PI,228,263
29-627,PI,0,0
29-624,PI,0,0
29-622,PI,145,153
29-623,PI,50,29
27-408,PI,242,319
27-409,PI,261,262
27-404,PI,116,59
27-405,PI,263,297
27-406,PI,302,430
27-407,PI,242,280
29-625(*),PI,0,0
29-601,PI,183,170
29-602,PI,146,161
29-603,PI,236,136
29-604,PI,179,195
29-605,PI,143,182
29-606,PI,213,227
29-607,PI,240,222
29-608,PI,156,182
29-609,PI,138,142
29-626(*),PI,0,0
29-619,PI,187,186
29-618,PI,146,178
29-617,PI,194,198
29-616,PI,196,209
29-615,PI,211,239
29-614,PI,209,246
29-613,PI,220,219
29-612,PI,101,113
29-611,PI,51,46
29-610,PI,191,189
27-417,PI,326,266
27-416,PI,285,283
27-415,PI,258,352
27-414,PI,314,273
27-413,PI,271,266
27-412,PI,218,269
27-411,PI,346,349
27-410,PI,284,268
27-419,PI,299,250
27-418,PI,275,240
29-621(*),PI,0,0
27-462,PI,225,302
27-463,PI,178,214
27-460,PI,242,289
27-461,PI,268,316
27-466,PI,189,223
27-467,PI,174,266
27-464,PI,213,228
27-465,PI,185,219
27-468,PI,183,206
Total,PI,21161,20334
