Row Label,County,Repealed,Maintained
Usk,PE,118,56
Diamond Lk East,PE,75,36
Sacheen,PE,126,123
Diamond Lk,PE,213,140
Diamond Lk West,PE,111,71
Noble,PE,175,128
Furport,PE,134,99
Deer Valley South,PE,43,22
Cusick,PE,70,60
Ione East,PE,103,56
Kalispel Leclerc,PE,93,55
Tiger Dry Canyon,PE,176,122
Ruby,PE,14,8
Ione West,PE,122,75
Newport NE,PE,137,98
Metaline,PE,56,34
Newport SE,PE,62,42
Skookum,PE,38,28
Newport NW,PE,111,101
Newport SW,PE,106,62
Dalkena,PE,132,152
Deer Valley North,PE,118,99
Locke,PE,28,13
Fertile Valley South,PE,87,76
Fertile Valley North,PE,104,64
Camden,PE,135,45
Total,PE,2786,1948
Metaline Falls,PE,99,83
