Row Label,County,Joe Schmick
PCT 9007,SP,110
PCT 9300,SP,70
PCT 9500,SP,127
PCT 9600,SP,45
PCT 9400,SP,25
PCT 9700,SP,126
PCT 9008,SP,61
PCT 9004,SP,347
PCT 9005,SP,135
PCT 9006,SP,409
Total,SP,2609
PCT 9000,SP,397
PCT 9001,SP,274
PCT 9002,SP,289
PCT 9003,SP,194
