Row Label,County,Yes,No
PATAHA,GA,126,43
PING - VOTE BY MAIL,GA,9,11
PEOLA-VOTE BY MAIL,GA,8,4
GROUSE-VOTE BY MAIL(*),GA,0,0
MAYVIEW-VOTE BY MAIL(*),GA,0,0
TUCANNON - VB MAIL,GA,50,15
WARD 3,GA,148,81
WARD 1,GA,70,38
SCOGGIN - VB MAIL,GA,67,40
Total,GA,786,399
WARD 4,GA,94,61
WARD 2,GA,141,79
PLEASANT-VB MAIL,GA,39,14
