Row Label,County,Mary E. Fairhurst
CAMANO 08,IS,321
CAMANO 09,IS,434
S WHIDBEY 09,IS,472
S WHIDBEY 08,IS,365
N WHIDBEY 04,IS,507
N WHIDBEY 05,IS,248
N WHIDBEY 06,IS,244
N WHIDBEY 07,IS,312
S WHIDBEY 03,IS,550
S WHIDBEY 02,IS,512
S WHIDBEY 01,IS,551
CAMANO 03,IS,423
S WHIDBEY 07,IS,460
S WHIDBEY 06,IS,437
S WHIDBEY 05,IS,510
S WHIDBEY 04,IS,458
N WHIDBEY 01,IS,443
N WHIDBEY 03,IS,352
CAMANO 01,IS,333
C WHIDBEY 03,IS,495
C WHIDBEY 02,IS,547
C WHIDBEY 01,IS,280
COUPEVILLE,IS,502
C WHIDBEY 05,IS,463
C WHIDBEY 04,IS,509
N WHIDBEY 02,IS,435
N WHIDBEY 08,IS,256
N WHIDBEY 09,IS,267
CAMANO 02,IS,431
N WHIDBEY 11,IS,77
N WHIDBEY 10,IS,130
S WHIDBEY 10,IS,459
CAMANO 04,IS,578
CAMANO 05,IS,470
CAMANO 06,IS,452
CAMANO 11,IS,439
CAMANO 10,IS,340
CAMANO 07,IS,403
OAK HARBOR 08,IS,387
OAK HARBOR 09,IS,108
OAK HARBOR 01,IS,419
OAK HARBOR 02,IS,328
OAK HARBOR 03,IS,415
OAK HARBOR 04,IS,422
OAK HARBOR 05,IS,458
OAK HARBOR 06,IS,392
OAK HARBOR 07,IS,432
LANGLEY,IS,334
Total,IS,19160
