Row Label,County,Mary E. Fairhurst
216,WM,298
217,WM,232
214,WM,262
215,WM,300
212,WM,166
213,WM,365
210,WM,325
211,WM,312
106    ,WM,293
260    ,WM,225
218,WM,242
219,WM,284
133,WM,191
132,WM,241
131,WM,353
130,WM,176
137,WM,181
135,WM,293
139,WM,137
138,WM,285
179    ,WM,88
182    ,WM,366
604    ,WM,273
162    ,WM,221
606    ,WM,313
175    ,WM,273
249    ,WM,314
610    ,WM,385
401,WM,198
248    ,WM,194
220,WM,249
124    ,WM,168
145    ,WM,404
173    ,WM,251
265    ,WM,266
120,WM,253
121,WM,187
122,WM,209
123,WM,193
125,WM,265
127,WM,388
129,WM,304
268,WM,15
166    ,WM,326
201    ,WM,498
304    ,WM,129
172    ,WM,198
111    ,WM,302
607    ,WM,286
160    ,WM,289
701,WM,281
115,WM,265
114,WM,170
117,WM,234
116,WM,168
110,WM,278
113,WM,273
112,WM,137
205,WM,223
118,WM,328
163    ,WM,233
261    ,WM,247
209,WM,303
509    ,WM,239
161    ,WM,196
251    ,WM,293
156    ,WM,138
252    ,WM,54
301,WM,402
302,WM,407
303,WM,378
611    ,WM,195
245,WM,180
244,WM,318
108,WM,392
246,WM,209
241,WM,234
240,WM,331
243,WM,301
242,WM,190
102,WM,231
103,WM,280
101,WM,298
107,WM,393
104,WM,202
105,WM,168
247,WM,186
253    ,WM,229
169    ,WM,418
605,WM,196
141    ,WM,356
140    ,WM,396
250    ,WM,416
259    ,WM,180
601,WM,429
507    ,WM,277
174    ,WM,235
255    ,WM,179
180    ,WM,263
254    ,WM,221
603,WM,301
181    ,WM,364
609    ,WM,411
504,WM,167
505,WM,358
502,WM,269
503,WM,372
501,WM,280
168    ,WM,343
257    ,WM,172
263    ,WM,264
177    ,WM,208
178    ,WM,328
183    ,WM,14
229,WM,272
228,WM,237
227,WM,328
226,WM,159
225,WM,296
224,WM,96
223,WM,190
222,WM,434
221,WM,317
167    ,WM,49
126    ,WM,370
258    ,WM,284
256    ,WM,303
608    ,WM,285
158    ,WM,143
264    ,WM,297
262    ,WM,246
159    ,WM,85
176    ,WM,221
151,WM,352
150,WM,331
153,WM,274
152,WM,299
155,WM,184
157,WM,136
602,WM,358
164    ,WM,84
508    ,WM,336
238,WM,224
239,WM,350
144    ,WM,324
234,WM,312
235,WM,163
236,WM,127
237,WM,158
230,WM,181
231,WM,283
232,WM,288
233,WM,274
154    ,WM,217
146    ,WM,366
136    ,WM,277
165    ,WM,148
147,WM,286
203,WM,361
202,WM,236
142,WM,254
204,WM,153
207,WM,191
206,WM,315
119    ,WM,169
208,WM,450
148,WM,304
149,WM,241
170    ,WM,209
143    ,WM,199
402    ,WM,250
171    ,WM,338
506    ,WM,293
267    ,WM,34
266    ,WM,316
134    ,WM,406
801,WM,221
Total,WM,45851
