Row Label,County,Yes,No
28-506,PI,460,207
28-507,PI,329,203
28-504,PI,442,212
28-505,PI,476,275
28-502,PI,448,228
28-503,PI,466,178
28-501,PI,474,213
31-893(*),PI,0,0
28-508,PI,190,89
28-509,PI,0,0
27-459,PI,173,121
27-458,PI,195,131
27-453,PI,236,97
27-452,PI,246,214
27-451,PI,244,175
27-450,PI,330,194
27-457,PI,268,154
27-456,PI,221,142
27-455,PI,259,159
27-454,PI,320,188
31-873,PI,51,37
31-874,PI,0,0
31-875,PI,235,339
31-876,PI,11,15
31-877,PI,113,124
31-879,PI,47,65
25-283,PI,155,152
25-262,PI,277,318
25-263,PI,241,289
25-260,PI,272,345
25-261,PI,190,251
25-266,PI,304,382
25-267,PI,140,155
25-264,PI,310,312
25-265,PI,317,270
25-268,PI,166,143
25-269,PI,186,213
25-287(*),PI,0,0
29-625(*),PI,0,0
29-600,PI,0,0
29-601,PI,242,148
29-602,PI,201,146
29-603,PI,293,128
29-604,PI,257,168
29-605,PI,180,182
29-606,PI,228,253
29-607,PI,348,182
29-608,PI,222,164
29-609,PI,190,130
29-626(*),PI,0,0
29-657(*),PI,0,0
28-548,PI,309,198
28-549,PI,368,227
31-880,PI,73,94
28-542,PI,390,224
28-543,PI,273,235
28-540,PI,471,278
28-541,PI,347,215
28-546,PI,344,219
28-547,PI,485,235
28-545,PI,336,252
02-106,PI,225,375
30-709,PI,226,176
02-105,PI,61,154
02-101,PI,71,111
31-885,PI,93,87
30-701,PI,7,12
30-707,PI,113,127
30-706,PI,185,241
30-705,PI,148,121
31-884,PI,248,308
31-834,PI,172,220
31-835,PI,321,342
31-836,PI,206,246
31-837,PI,149,216
31-830,PI,111,78
31-887,PI,197,191
31-833,PI,191,246
30-713(*),PI,0,0
31-886,PI,193,257
31-838,PI,123,214
31-839,PI,22,19
27-462,PI,381,225
27-463,PI,290,179
27-460,PI,392,224
27-461,PI,434,247
27-466,PI,281,184
27-467,PI,258,239
27-464,PI,346,173
27-465,PI,284,173
31-888,PI,142,205
27-468,PI,264,192
