Row Label,County,Yes,No
31-900,PI,183,132
29-680,PI,159,250
31-902,PI,329,308
31-904,PI,28,53
31-905,PI,171,248
31-906,PI,89,147
31-907,PI,126,246
31-908,PI,141,163
31-909,PI,130,198
29-640,PI,254,160
29-641,PI,277,148
29-642,PI,293,195
29-643,PI,24,18
29-648,PI,6,3
29-649,PI,83,42
25-239,PI,277,335
25-238,PI,158,150
31-901,PI,30,20
25-235,PI,7,12
25-236,PI,231,190
25-230,PI,85,58
28-588,PI,209,359
28-589,PI,208,345
28-586,PI,203,263
28-587,PI,133,215
28-584,PI,154,192
28-585,PI,200,372
28-582,PI,87,111
28-583,PI,137,206
28-580,PI,58,31
28-581,PI,146,171
25-280,PI,321,329
25-281,PI,159,234
25-282,PI,222,375
02-149,PI,200,418
25-284,PI,102,196
25-285,PI,398,380
25-286,PI,262,303
25-288,PI,275,306
25-289,PI,0,0
02-140,PI,198,397
02-141,PI,196,389
02-146,PI,123,304
02-147,PI,129,310
02-144,PI,158,343
02-145,PI,167,387
27-439,PI,363,132
27-438,PI,355,111
27-435,PI,418,173
27-434,PI,329,184
27-437,PI,323,165
27-436,PI,354,178
27-431,PI,126,100
27-430,PI,411,142
27-433,PI,359,208
27-432,PI,362,207
26-339,PI,69,44
26-338,PI,342,244
26-333,PI,357,331
26-332,PI,344,252
26-331,PI,115,75
26-330,PI,234,210
26-337,PI,383,341
26-336,PI,395,340
26-335,PI,323,198
26-334,PI,410,261
28-515,PI,528,238
28-517,PI,415,284
28-516,PI,394,294
25-237(*),PI,0,0
28-519,PI,404,250
28-518,PI,393,231
31-869,PI,63,162
31-865,PI,48,89
31-861,PI,31,88
26-348,PI,397,234
26-349,PI,384,251
26-346,PI,304,226
26-347,PI,318,213
26-344,PI,53,21
26-345,PI,403,230
26-342,PI,405,308
26-343,PI,358,252
26-340,PI,440,319
26-341,PI,378,266
25-271,PI,281,298
25-270,PI,266,328
25-273,PI,184,235
25-272,PI,294,332
25-274,PI,323,394
25-277,PI,238,345
25-276,PI,11,8
25-279,PI,248,251
25-278,PI,110,102
29-682,PI,200,222
29-683,PI,240,209
29-619,PI,217,205
29-618,PI,248,128
29-617,PI,256,183
29-616,PI,250,195
29-615,PI,288,213
29-614,PI,314,204
29-613,PI,277,201
29-612,PI,139,97
29-611,PI,54,54
29-610,PI,254,176
28-559,PI,305,250
28-558,PI,266,196
28-551,PI,420,327
28-550,PI,258,195
28-553,PI,388,265
28-552,PI,425,251
28-555,PI,434,281
28-554,PI,364,284
28-557,PI,251,238
28-556,PI,297,199
02-115,PI,175,254
02-114,PI,132,157
02-117,PI,225,295
02-116,PI,241,330
02-111,PI,182,253
25-291,PI,67,68
02-113,PI,135,213
02-112,PI,133,192
02-143,PI,126,280
25-290,PI,25,33
02-119,PI,144,154
02-118,PI,130,196
31-823,PI,140,188
31-822,PI,184,163
31-827,PI,61,67
31-826,PI,301,179
31-825,PI,234,196
31-829,PI,211,174
31-828,PI,260,164
26-302,PI,556,313
26-303,PI,532,257
26-301,PI,140,89
26-304,PI,609,295
26-305,PI,533,325
31-892,PI,148,174
31-890,PI,127,130
27-471,PI,11,7
31-891,PI,82,81
27-475,PI,355,167
27-477,PI,273,305
27-476,PI,291,119
31-896,PI,3,4
31-897,PI,97,135
31-894,PI,28,38
31-895,PI,142,227
31-856,PI,148,232
31-857,PI,102,143
31-854,PI,108,100
31-855,PI,114,173
31-853,PI,42,46
31-919,PI,152,235
31-917,PI,228,359
31-916,PI,156,235
31-915,PI,22,52
31-914,PI,88,212
31-913,PI,61,127
31-912,PI,91,190
31-911,PI,99,148
31-910,PI,145,218
28-570(*),PI,0,0
29-653,PI,240,192
29-652,PI,27,19
29-651,PI,254,266
29-650,PI,242,184
29-656,PI,241,176
29-655,PI,135,68
29-654,PI,272,237
29-659,PI,130,142
29-658,PI,244,218
25-208,PI,367,356
25-209,PI,328,325
25-201,PI,369,317
25-202,PI,287,256
25-203,PI,370,280
25-204,PI,319,238
25-205,PI,326,271
25-206,PI,213,154
28-590,PI,7,13
29-627,PI,0,0
29-624,PI,0,0
29-622,PI,185,146
29-623,PI,69,18
29-620,PI,139,102
02-159,PI,91,244
02-158,PI,169,315
02-151,PI,57,136
02-150,PI,171,300
02-153,PI,148,349
02-152,PI,156,463
02-155,PI,176,392
02-154,PI,139,332
02-157,PI,222,456
02-156,PI,236,481
27-408,PI,373,254
27-409,PI,386,197
27-401,PI,220,83
27-404,PI,168,38
27-405,PI,482,180
27-406,PI,544,286
27-407,PI,384,220
28-520,PI,442,187
28-521,PI,445,255
28-522,PI,461,229
28-523,PI,419,287
28-524,PI,469,283
28-525,PI,523,228
28-526,PI,322,180
28-527,PI,502,247
28-528,PI,427,251
28-529,PI,335,209
31-818,PI,72,52
31-819,PI,119,84
31-813,PI,157,79
31-810,PI,159,127
31-816,PI,280,130
31-817,PI,311,203
31-814,PI,39,24
31-815,PI,213,123
26-351,PI,358,275
26-350,PI,390,280
26-352,PI,364,266
31-926,PI,10,4
31-927,PI,118,279
31-924,PI,79,203
31-925,PI,63,58
25-248,PI,339,387
25-249,PI,309,311
31-920,PI,135,172
31-921,PI,112,269
25-244,PI,355,367
25-246,PI,24,28
25-247,PI,273,236
25-240,PI,125,126
25-241,PI,167,114
25-242,PI,332,335
25-243,PI,268,225
25-245(*),PI,0,0
29-621(*),PI,0,0
29-668,PI,180,175
29-669,PI,261,224
29-662,PI,0,0
29-663,PI,228,193
29-660,PI,256,304
29-661,PI,207,193
29-667,PI,257,241
29-664,PI,247,228
28-565,PI,270,202
28-566,PI,298,187
28-567,PI,304,255
28-560,PI,432,300
28-561,PI,218,161
28-562,PI,169,158
28-563,PI,104,75
28-568,PI,373,191
02-148,PI,202,382
02-120,PI,178,238
02-121,PI,240,284
02-122,PI,229,284
02-123,PI,220,322
02-124,PI,171,262
02-125,PI,184,227
02-126,PI,229,311
02-127,PI,180,118
02-128,PI,279,233
02-129,PI,160,156
31-807(*),PI,0,0
28-575(*),PI,0,0
31-824(*),PI,0,0
02-142,PI,153,292
26-315,PI,343,398
26-317,PI,273,371
26-316,PI,332,426
26-319,PI,324,282
26-318,PI,266,281
27-448,PI,10,11
27-449,PI,323,180
27-444,PI,276,190
27-445,PI,255,190
27-446,PI,254,199
27-447,PI,278,185
27-440,PI,379,128
27-441,PI,274,156
27-442,PI,201,165
27-443,PI,207,181
31-845,PI,194,174
31-844,PI,124,179
31-847,PI,78,133
31-846,PI,74,91
31-841,PI,108,125
31-840,PI,86,123
31-843,PI,158,147
31-842,PI,212,199
31-849,PI,91,54
31-848,PI,20,58
25-217,PI,325,335
25-216,PI,216,186
25-215,PI,376,215
25-213,PI,375,326
25-212,PI,308,302
25-211,PI,274,282
25-210,PI,394,393
25-219,PI,338,364
25-218,PI,359,286
31-881,PI,132,171
02-110,PI,125,178
29-671,PI,201,241
29-670,PI,236,309
29-675,PI,255,212
29-676,PI,228,248
29-635,PI,78,33
31-883,PI,354,250
29-637,PI,251,122
29-636,PI,351,197
29-633,PI,14,24
29-639,PI,231,178
29-638,PI,138,71
25-220(*),PI,0,0
31-882,PI,237,243
28-538,PI,373,164
28-537,PI,448,239
28-536,PI,414,268
28-535,PI,489,233
28-531,PI,396,199
28-530,PI,174,107
31-923,PI,117,209
31-809,PI,247,217
31-808,PI,233,223
31-801,PI,143,156
31-803,PI,221,225
31-802,PI,200,262
31-805,PI,242,205
31-804,PI,231,256
31-806,PI,285,283
25-293,PI,267,332
27-417,PI,480,192
27-416,PI,445,212
27-415,PI,469,217
27-414,PI,511,175
27-413,PI,422,204
27-412,PI,338,213
27-411,PI,573,213
27-410,PI,419,209
31-898,PI,223,274
31-899,PI,124,138
27-419,PI,462,184
27-418,PI,420,182
25-292,PI,263,376
25-259,PI,305,289
25-258,PI,259,385
25-253,PI,187,189
25-252,PI,260,235
25-251,PI,233,310
25-250,PI,113,133
25-257,PI,267,274
25-256,PI,261,269
25-255,PI,176,183
25-254,PI,174,133
Total,PI,117641,100049
31-903(*),PI,0,0
29-679,PI,186,192
29-678,PI,174,180
25-228,PI,313,211
25-226,PI,218,179
25-227,PI,195,104
29-673,PI,246,270
29-672,PI,125,140
25-222,PI,247,164
29-674,PI,74,88
29-677,PI,236,268
25-221,PI,282,309
25-275(*),PI,0,0
30-708,PI,211,189
28-573,PI,206,120
28-572,PI,307,169
28-571,PI,7,5
28-577,PI,10,8
28-576,PI,331,253
28-574,PI,51,46
28-579,PI,51,22
28-578,PI,74,40
02-139,PI,170,347
02-138,PI,266,401
02-137,PI,87,209
02-136,PI,37,68
02-135,PI,202,412
02-134,PI,242,344
02-133,PI,57,83
02-131,PI,294,303
02-130,PI,148,125
27-428,PI,389,114
27-429,PI,410,126
27-426,PI,429,133
27-427,PI,431,143
27-424,PI,487,146
27-425,PI,423,166
27-422,PI,599,162
27-423,PI,534,170
27-420,PI,560,163
27-421,PI,357,165
26-328,PI,337,271
26-329,PI,403,280
26-324,PI,363,298
26-325,PI,308,326
26-326,PI,409,299
26-327,PI,425,244
26-320,PI,319,322
26-321,PI,400,450
26-322,PI,341,369
26-323,PI,406,379
