Row Label,County,Eddie Yoon,Charles W. Johnson
SHERMAN,FE,54,105
REPUBLIC 2,FE,36,102
REPUBLIC 1,FE,39,99
LAMBERT,FE,18,44
HALL CREEK,FE,28,53
CURLEW,FE,5,13
STORM KING,FE,46,106
TORODA,FE,17,55
BOYDS,FE,26,85
MALO,FE,37,88
SOUTH LAKE,FE,29,83
KETTLE RIVER,FE,50,102
KEWA,FE,34,50
BELCHER,FE,18,53
KELLER,FE,25,69
TROUT CREEK,FE,56,144
Total,FE,625,1486
ORIENT,FE,32,69
SAN POIL,FE,48,127
INCHELIUM,FE,27,39
