Row Label,County,Eddie Yoon,Charles W. Johnson
CLARKSTON #2,AS,52,156
SWALLOWS NEST,AS,75,273
WEST CLARKSTON #1,AS,55,183
WEST CLARKSTON #2,AS,67,158
WEST CLARKSTON #3,AS,67,213
ASOTIN #1,AS,45,129
ASOTIN #2,AS,55,141
SOUTH CLARKSTON #1,AS,62,156
SOUTH CLARKSTON #2,AS,78,203
W ASOTIN,AS,23,111
CLARKSTON #6,AS,65,146
CLARKSTON #7,AS,39,98
RURAL ASOTIN,AS,34,100
CLARKSTON #4,AS,74,150
Total,AS,1565,4443
ANATONE,AS,41,80
CLARKSTON #3,AS,54,141
CLARKSTON HTS #4,AS,67,191
CLARKSTON #8,AS,44,136
CLARKSTON HTS #3,AS,20,73
CLARKSTON HTS #2,AS,98,332
CLARKSTON HTS #1,AS,65,195
CLARKSTON #5,AS,29,99
CLARKSTON HTS #7,AS,79,243
CLARKSTON HTS #6,AS,114,284
CLARKSTON HTS #5,AS,118,345
CLARKSTON #1,AS,45,107
