Row Label,County,Repealed,Maintained
HARRINGTON IN,LI,78,49
LONG LAKE,LI,52,20
S REARDAN RURAL,LI,23,25
DAVENPORT RURAL,LI,48,35
IRBY,LI,16,13
KELLER,LI,36,26
LAMONA,LI,15,12
HAWK CREEK,LI,45,29
EDWALL,LI,44,19
MOHLER,LI,29,20
EGYPT,LI,68,46
WEST LARENE,LI,18,17
SPRAGUE RURAL,LI,47,55
WHEATLAND,LI,50,35
EAST LARENE,LI,50,36
GRAVELLE,LI,13,25
GRAND COULEE,LI,12,24
REARDAN IN,LI,110,82
PEACH,LI,66,53
ALMIRA RURAL,LI,19,11
N REARDAN RURAL,LI,24,22
HARR RURAL,LI,26,24
GOVAN,LI,10,9
LAKEVIEW,LI,73,41
ODESSA IN,LI,191,120
SPRAGUE IN,LI,71,48
RIVERVIEW,LI,78,65
ENOS,LI,11,7
LAYTON,LI,10,4
CANBY,LI,24,10
EARL,LI,19,13
WILBUR RURAL,LI,43,41
WAUKON,LI,25,17
WILBUR IN,LI,188,140
DOWNS,LI,12,8
SHERMAN,LI,35,23
MONDOVI,LI,44,34
ALMIRA IN,LI,61,32
SPRING CREEK,LI,48,19
SEVEN BAYS,LI,31,31
CRESTON RURAL,LI,29,20
CRESTON IN,LI,42,39
ODESSA RURAL,LI,49,33
WILSON CREEK,LI,16,16
Total,LI,2327,1705
DAVENPORT IN,LI,316,250
BLUESTEM,LI,12,7
