Row Label,County,Yes,No
VAN FLEET,SK,171,202
GEAR,SK,208,268
BIRDSVIEW,SK,211,226
BURLINGTON 7,SK,101,145
BOW,SK,279,284
ROCKPORT,SK,202,165
ROSARIO,SK,299,364
MOUNT VERNON 16,SK,269,308
EDISON,SK,152,128
MOUNT VERNON 14,SK,287,243
MOUNT VERNON 12,SK,114,81
RIDGEWAY,SK,138,161
MOUNT VERNON 10,SK,132,94
SAMISH,SK,139,168
MOUNT VERNON 19,SK,220,266
BAY VIEW,SK,171,216
BURLINGTON 2,SK,132,108
STARBIRD,SK,145,234
BURLINGTON 1,SK,114,85
BURLINGTON 6,SK,121,102
TERRACE,SK,306,373
BURLINGTON 4,SK,163,152
BURLINGTON 5,SK,224,198
MANSFORD,SK,34,32
MAPES,SK,86,71
FIR,SK,92,93
LYMAN,SK,49,60
GAGES,SK,38,58
NOOKACHAMPS,SK,111,133
SAUK,SK,250,170
VEDERE,SK,146,153
HAMILTON,SK,33,26
BLANCHARD(*),SK,0,0
POINT WILLIAMS,SK,175,178
SKYRIDGE,SK,188,214
CONCRETE,SK,101,71
ALDER,SK,121,128
CLEAR LAKE,SK,208,214
FRUITDALE,SK,102,95
SWINOMISH,SK,265,187
SEDRO WOOLLEY  6,SK,224,181
MINKLER,SK,126,178
ANACORTES 20,SK,326,411
TINGLEY,SK,110,138
ANACORTES 22,SK,315,315
ANACORTES 24,SK,443,587
BIG LAKE,SK,247,332
ANACORTES 5,SK,4,8
COLLINS,SK,107,158
AVON,SK,176,200
MARCH POINT,SK,14,13
MOUNT VERNON 30,SK,240,266
FIDALGO,SK,244,325
MOUNT VERNON  4,SK,319,271
MOUNT VERNON  5,SK,63,52
MOUNT VERNON  6,SK,203,132
MOUNT VERNON  7,SK,271,177
WHITNEY,SK,72,102
MOUNT VERNON  2,SK,111,76
MOUNT VERNON  3,SK,227,151
LAKE SIXTEEN,SK,95,126
MOUNT VERNON  8,SK,373,364
MOUNT VERNON  9,SK,114,110
DEWEY,SK,366,426
BELFAST,SK,108,141
MOUNT VERNON 15,SK,142,132
MCMURRAY EAST,SK,43,64
LAKE CAVANAUGH,SK,33,104
SHELTER BAY,SK,256,259
MOUNT VERNON 27,SK,67,64
MOUNT VERNON 22,SK,364,412
MOUNT VERNON 21,SK,378,313
LOOKOUT,SK,233,281
MOUNT VERNON 11,SK,203,190
ANACORTES  9,SK,210,277
COUNTRY CLUB,SK,91,101
ANACORTES 21,SK,374,565
MOUNT VERNON  1,SK,102,67
SEDRO WOOLLEY  2,SK,234,219
SEDRO WOOLLEY  3,SK,162,140
SEDRO WOOLLEY  1,SK,224,201
MCMURRAY WEST,SK,96,123
SEDRO WOOLLEY  7,SK,7,2
SEDRO WOOLLEY  4,SK,220,200
SEDRO WOOLLEY  5,SK,295,273
ANACORTES  1,SK,239,149
MCRAE,SK,292,343
ANACORTES  6,SK,204,227
ANACORTES  7,SK,405,451
ANACORTES  4,SK,173,117
VIEW TERRACE(*),SK,0,0
SNEE OOSH,SK,166,190
MONTBORNE,SK,272,285
STERLING,SK,57,66
FREDONIA,SK,40,46
CASCADE,SK,54,37
DIGBY,SK,10,26
HARMONY,SK,127,152
PADILLA,SK,40,74
DUNBAR,SK,44,44
LA CONNER,SK,225,181
CEDARDALE,SK,64,88
BURLINGTON 3,SK,68,34
PRAIRIE,SK,186,264
RIVERBEND,SK,11,7
HAMBURG,SK,95,92
ANACORTES 11,SK,334,275
ALLEN,SK,75,136
ANACORTES 17,SK,439,337
CONWAY,SK,98,92
LITTLE MOUNTAIN,SK,76,129
GUEMES,SK,224,178
ALGER,SK,110,182
DODGE VALLEY,SK,103,83
Total,SK,19391,20222
