Row Label,County,Yes,No
ENDICOTT 147,WT,28,98
LACROSSE IN,WT,50,98
PULLMAN CITY 131(*),WT,0,0
GARFIELD IN,WT,88,124
PULLMAN CITY 114,WT,25,14
PULLMAN 235,WT,231,268
FARMINGTON 103,WT,5,29
LAMONT IN,WT,11,12
PULLMAN 234,WT,43,50
PULLMAN CITY 133(*),WT,0,0
COLFAX CITY 139,WT,111,149
PULLMAN CITY 127,WT,32,17
MALDEN IN,WT,26,33
PULLMAN CITY 125,WT,20,6
PULLMAN CITY 124,WT,24,17
PULLMAN CITY 123,WT,145,180
PULLMAN CITY 122,WT,93,80
PULLMAN CITY 121,WT,99,110
PULLMAN CITY 120,WT,355,416
UNIONTOWN 109,WT,26,40
TEKOA 101,WT,27,36
PULLMAN CITY 129,WT,65,34
PULLMAN CITY 128,WT,50,25
COLFAX RURAL 137,WT,83,199
DUSTY 143,WT,14,41
ALBION 112,WT,67,58
COLFAX CITY 142,WT,137,221
PULLMAN CITY 126,WT,12,20
COLTON 108,WT,42,71
COLFAX CITY 141,WT,88,116
WILCOX 138,WT,40,98
HAY 144,WT,9,17
PULLMAN 228,WT,25,10
ALBION IN,WT,83,103
COLFAX RURAL 136,WT,54,115
COLTON IN,WT,72,116
ROSALIA IN,WT,77,155
TEKOA IN,WT,106,142
MALDEN 150,WT,2,9
HOOPER 145,WT,5,15
OAKESDALE IN,WT,77,116
ST JOHN IN,WT,85,155
LAMONT 148,WT,5,43
ROSALIA 151,WT,36,49
ST JOHN 149,WT,54,184
PULLMAN CITY 135,WT,179,128
ENDICOTT IN,WT,58,73
COLFAX CITY 140,WT,101,144
PULLMAN CITY 134,WT,23,15
OAKESDALE 102,WT,29,80
PULLMAN CITY 118,WT,185,198
PULLMAN CITY 119,WT,167,165
PULLMAN CITY 130,WT,55,39
PULLMAN 218,WT,184,240
PULLMAN CITY 132,WT,0,0
PULLMAN RURAL 110,WT,147,323
PULLMAN RURAL 111,WT,55,85
THORNTON 152,WT,36,28
LACROSSE 146,WT,22,59
PULLMAN CITY 116,WT,246,301
PULLMAN CITY 117,WT,82,97
PALOUSE 107,WT,200,205
PULLMAN CITY 115,WT,7,5
PALOUSE RURAL 106,WT,62,151
UNIONTOWN IN,WT,39,72
STEPTOE 104,WT,36,79
FARMINGTON IN,WT,32,49
PULLMAN CITY 113,WT,98,102
GARFIELD 105,WT,32,79
Total,WT,4805,6609
