Row Label,County,Yes,No
JENNINGS LOOP,OK,22,7
MOCCASIN LAKE,OK,43,58
TONASKET CREEK,OK,31,9
FINLEY CANYON,OK,63,43
TUNK CREEK,OK,53,46
NORTH TONASKET,OK,59,29
FLETCHER,OK,40,20
GREENACRES,OK,30,11
OMAK #21,OK,20,10
BUCKHORN MTN,OK,41,14
GLOVER,OK,41,30
OMAK #22,OK,24,25
OMAK #23,OK,15,11
OMAK #24,OK,17,21
WEST CHEWUCH,OK,30,55
OKANOGAN #13,OK,19,13
METHOW,OK,61,30
ELMWAY,OK,27,17
BREWSTER FLAT,OK,34,13
TEAL LAKE,OK,32,12
TONASKET RURAL,OK,22,18
NORTH STAR,OK,15,11
NESPELEM CITY,OK,19,12
VALLEY,OK,32,17
OMAK RIVER,OK,39,20
BREWSTER #6,OK,12,10
OWHI,OK,21,16
AENEAS CREEK,OK,41,18
OMAK #19,OK,31,12
PINE CONE,OK,20,21
ASTON,OK,24,17
BREWSTER #2,OK,46,27
BREWSTER #3,OK,18,23
BREWSTER RURAL,OK,34,21
BREWSTER #1,OK,23,7
WHISKY MTN,OK,14,5
BREWSTER #4,OK,13,9
LIME BELT,OK,24,10
ELLISFORDE,OK,47,29
ALMA,OK,30,18
OROVILLE #8,OK,30,12
AENEAS LAKE,OK,55,22
OMAK #13,OK,25,18
SUNSET LAKES,OK,15,6
OMAK #6,OK,26,27
PALMER LAKE,OK,34,23
CARLTON,OK,38,21
OMAK #5,OK,24,33
OMAK #2,OK,27,27
MAZAMA,OK,37,81
FIKER,OK,29,23
OMAK #1,OK,21,13
PATEROS #3,OK,25,11
PATEROS #2,OK,29,18
PATEROS #1,OK,32,12
OKANOGAN #6,OK,29,29
OMAK #8,OK,17,10
BLACK CANYON,OK,29,26
CANAL,OK,26,18
OKANOGAN #3,OK,22,9
OKANOGAN #1,OK,24,15
COLUMBIA,OK,12,15
OKANOGAN #7,OK,12,14
TWISP RURAL,OK,29,56
BONAPARTE,OK,22,14
GUSTY RIDGE,OK,34,13
OROVILLE #7,OK,24,11
ROSS CANYON,OK,31,22
OKANOGAN #9,OK,26,31
OROVILLE #4,OK,26,18
KIPLING,OK,36,8
LONGANECKER,OK,27,16
NORTH OMAK,OK,19,15
OMAK MTN,OK,17,11
AVIATION,OK,22,17
RAT LAKE,OK,32,9
WINTHROP #2,OK,24,49
OMAK #7,OK,13,34
OMAK #10,OK,26,29
TWIN LAKES,OK,50,61
OMAK #4,OK,28,16
MOLSON,OK,52,30
YARNELL,OK,22,13
WHITESTONE,OK,27,15
CHEWILIKEN,OK,19,11
COULEE DAM #4,OK,24,22
OMAK #3,OK,10,14
HAVILLAH,OK,45,44
OMAK #20,OK,36,25
PINE CREEK,OK,38,8
EDELWEISS,OK,25,77
BUFFALO LAKE,OK,10,14
POORMAN CREEK,OK,72,46
CHESAW,OK,42,8
PATEROS RURAL,OK,37,23
CAYUSE MTN,OK,20,12
SOURDOUGH,OK,46,32
HIGHWAY,OK,17,11
DAVIS LAKE,OK,38,58
LEECHER MTN,OK,50,30
SOUTH OROVILLE,OK,55,15
BEEMAN,OK,42,39
MYERS CREEK,OK,14,11
BLUE LAKE,OK,42,19
