Row Label,County,Yes,No
HARRINGTON IN,LI,81,67
LONG LAKE,LI,63,13
S REARDAN RURAL,LI,28,26
DAVENPORT RURAL,LI,62,33
IRBY,LI,22,8
KELLER,LI,50,18
LAMONA,LI,19,7
HAWK CREEK,LI,52,27
EDWALL,LI,40,29
MOHLER,LI,30,24
EGYPT,LI,80,45
WEST LARENE,LI,20,24
SPRAGUE RURAL,LI,69,41
WHEATLAND,LI,54,39
EAST LARENE,LI,56,36
GRAVELLE,LI,21,19
GRAND COULEE,LI,27,12
REARDAN IN,LI,128,84
PEACH,LI,81,48
ALMIRA RURAL,LI,20,17
N REARDAN RURAL,LI,29,21
HARR RURAL,LI,44,16
GOVAN,LI,16,5
LAKEVIEW,LI,66,58
ODESSA IN,LI,202,137
SPRAGUE IN,LI,90,46
RIVERVIEW,LI,86,66
ENOS,LI,14,7
LAYTON,LI,13,7
CANBY,LI,24,15
EARL,LI,21,13
WILBUR RURAL,LI,77,21
WAUKON,LI,34,12
WILBUR IN,LI,210,146
DOWNS,LI,8,15
SHERMAN,LI,43,26
MONDOVI,LI,47,40
ALMIRA IN,LI,60,38
SPRING CREEK,LI,57,23
SEVEN BAYS,LI,40,28
CRESTON RURAL,LI,39,19
CRESTON IN,LI,51,42
ODESSA RURAL,LI,60,34
WILSON CREEK,LI,19,15
Total,LI,2791,1685
DAVENPORT IN,LI,424,213
BLUESTEM,LI,14,5
