Row Label,County,Yes,No
NORTH BONNEVILLE,SM,144,175
STABLER,SM,110,180
UNDERWOOD SOUTH,SM,98,90
WIND RIVER,SM,99,103
CAPE HORN,SM,95,127
SKAMANIA,SM,119,151
ROCK CREEK,SM,62,86
CARSON CREEK,SM,118,112
SOUTH STEVENSON,SM,35,23
SKYE,SM,72,118
HOT SPRINGS SOUTH,SM,69,91
NORTH STEVENSON,SM,98,83
CHENOWITH,SM,69,90
MT. PLEASANT,SM,73,99
BEAR PRAIRIE,SM,50,108
CASCADES,SM,4,5
NELSON CREEK,SM,47,53
HOT SPRINGS NORTH,SM,42,54
LEWIS RIVER,SM,6,10
UNDERWOOD NORTH,SM,96,127
UPPER WASHOUGAL,SM,79,118
WIND MOUNTAIN,SM,58,64
MAPLE VIEW,SM,135,131
Total,SM,1778,2198
