Row Label,County,Yes,No
Friday Harbor North,SJ,322,173
San Juan South East,SJ,212,161
Lopez North,SJ,549,293
Total,SJ,5060,3104
Decatur and Outer Is,SJ,16,32
Shaw,SJ,71,31
San Juan West,SJ,330,223
Turn Point,SJ,141,111
San Juan South West,SJ,359,184
Orcas East,SJ,344,190
Eastsound,SJ,395,277
Blakely &amp; Outer Is,SJ,13,20
Friday Harbor South,SJ,209,148
Waldron &amp; Outer Is,SJ,50,13
Orcas Central,SJ,404,214
San Juan North,SJ,260,208
Lopez South,SJ,410,194
Orcas West,SJ,396,230
San Juan East,SJ,247,176
San Juan Central,SJ,332,226
