Row Label,County,Yes,No
Montesano 601,GY,379,344
Riviera 050,GY,33,11
Aberdeen 111,GY,331,234
Hoquiam 421,GY,155,137
Satsop 052,GY,122,53
Aberdeen 132,GY,0,0
Lois Lane 082,GY,73,46
Montesano 603,GY,0,0
Ocosta 092,GY,0,0
Cutoff032,GY,64,33
Johns River 094,GY,162,127
Melbourne 072,GY,225,98
Bush 058,GY,371,206
Aberdeen 121,GY,301,214
Geissler 036,GY,35,13
Coats Landing 034,GY,170,100
Hoquiam 441,GY,190,190
Grayland 096,GY,191,123
Hoquiam 461,GY,186,102
Blockhouse 068,GY,205,106
Boundary 044,GY,35,20
Stover 026(*),GY,0,0
Humptulips 018,GY,37,16
Chehalis 066,GY,5,2
Elma 302,GY,287,210
Cohasset 098,GY,116,79
Burrows 014,GY,27,5
Quinault 004,GY,98,63
Porter 062,GY,127,90
Delezenne 070,GY,250,115
Pacific Beach 008,GY,116,102
Aberdeen 131,GY,349,324
Westport 901,GY,305,261
Elma 301,GY,137,88
Axford 020,GY,83,38
Brady 048,GY,286,197
Dekay 022,GY,62,19
Ocean City 012,GY,142,135
Moclips 010,GY,9,12
Sierra 086(*),GY,0,0
Cosmopolis 201,GY,321,228
Cedar Creek 064,GY,97,22
Ocean Shores 801,GY,332,288
Ocean Shores 802,GY,436,454
Ocean Shores 803,GY,361,400
Aberdeen 141,GY,221,331
Calder 056,GY,160,107
Lund 088,GY,40,34
Taholah 002,GY,83,85
Aberdeen 142,GY,215,216
Devonshire 074,GY,162,102
Reynvaan 040,GY,79,52
Aberdeen Lake 038,GY,2,2
Aberdeen 161,GY,274,234
Wilderness 016,GY,81,30
Hoquiam 451,GY,192,131
Hoquiam 431,GY,192,176
Blue Slough 084,GY,111,82
Black Creek 046,GY,314,193
Hoquiam Rural 024,GY,173,139
Wishkah 030,GY,211,74
North Wishkah 028(*),GY,0,0
McCleary Rural 060,GY,273,155
Oakville 701,GY,121,50
Vesta 076,GY,46,28
Artic 078,GY,39,23
Wynoochee 042,GY,4,2
Montesano 602,GY,374,302
Aberdeen 151,GY,211,123
Central Park 080,GY,332,272
Newskah 090,GY,6,11
McCleary 501,GY,243,175
Neilton 006,GY,53,32
Total,GY,11677,8650
Hoquiam 411,GY,205,161
