Row Label,County,Charles W. Johnson,Eddie Yoon,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
DES 33-1071,KI,97,41,390,43,181,0,0
COV 47-2586,KI,128,51,588,64,243,0,0
COV 47-1127,KI,174,59,606,70,303,0,0
SEA 34-1469,KI,84,32,362,66,182,0,0
SEA 34-1468,KI,143,42,448,70,256,0,1
BROOKSHIRE,KI,111,32,430,64,207,0,0
FED 30-3008,KI,90,36,365,36,163,0,1
BEL 41-2906,KI,149,47,474,68,264,0,0
M-V 05-1218,KI,208,68,674,101,378,0,1
FED 30-3001,KI,188,75,622,93,357,0,1
FED 30-3000,KI,109,43,479,43,197,0,2
FED 30-3003,KI,153,53,563,64,270,0,0
FED 30-3002,KI,180,75,690,57,314,0,2
FED 30-3005,KI,122,41,298,38,201,0,0
MIRRORMONT,KI,142,35,446,66,243,0,0
FED 30-3007,KI,79,26,242,38,144,0,1
FED 30-3006,KI,122,37,466,48,207,0,0
KIR 45-3397,KI,82,20,314,28,130,0,0
RAGING RIVER,KI,147,45,505,74,268,0,2
N-B 05-3406,KI,73,15,309,45,136,0,3
CEDAR PARK,KI,68,19,245,29,118,0,2
SHAWNEE,KI,159,35,426,95,291,0,2
ILLAHEE,KI,125,35,328,62,222,0,0
FRAGER,KI,1,0,2,0,1,0,0
SEA 43-2039,KI,140,22,328,37,199,0,0
SEA 43-2038,KI,226,46,560,82,355,0,1
SEA 43-2033,KI,181,37,438,58,276,0,0
SEA 43-2035,KI,166,58,668,75,301,0,2
PORT,KI,4,0,17,3,7,0,0
SEA 43-2037,KI,185,29,551,57,274,0,3
KIR 48-2657,KI,109,36,385,52,202,0,5
KMR 46-0689,KI,199,66,550,81,347,0,1
KMR 46-0686,KI,166,36,478,81,283,0,0
SEA 36-1326,KI,261,61,693,113,436,0,1
KEN 47-0662,KI,228,70,659,101,399,0,0
CARRIAGE LANE,KI,174,51,621,89,314,0,0
AVALON,KI,91,37,372,62,191,0,1
SEA 36-1676,KI,94,21,261,52,167,0,0
SEA 36-1677,KI,118,34,336,66,219,0,1
WHITE RIVER,KI,183,34,597,119,337,0,1
SEA 36-1675,KI,123,24,309,62,209,0,0
SEA 36-1672,KI,98,25,252,41,164,0,0
SEA 36-1673,KI,298,60,806,171,530,0,1
SEA 36-1670,KI,193,34,492,104,331,0,0
SEA 43-2105,KI,226,38,628,97,361,0,0
SEA 43-2104,KI,179,15,379,66,260,0,0
BUR 33-0957,KI,79,38,323,24,141,0,0
SEA 43-1262,KI,193,33,468,82,308,0,0
SEA 36-1679,KI,146,44,413,82,272,0,0
KMR 46-0535,KI,173,61,610,89,324,0,1
SHL 32-0692,KI,163,59,554,74,299,0,3
SEA 36-1698,KI,101,16,278,50,167,0,0
SEA 36-1699,KI,87,29,295,44,160,0,0
ISS 05-0548,KI,175,92,772,129,398,0,2
SEA 36-1690,KI,74,26,342,75,178,0,3
SEA 36-1691,KI,86,17,274,53,156,0,0
SEA 36-1692,KI,150,31,363,74,256,0,1
BRYN MAWR,KI,115,32,365,54,201,0,0
BEL 48-3675,KI,75,24,330,42,141,0,0
BEL 48-3674,KI,96,41,436,48,185,0,0
SEA 36-1696,KI,158,46,433,82,286,0,0
SEA 36-1697,KI,93,36,312,57,186,0,0
BOT 01-3420,KI,107,43,399,55,205,0,0
DES 33-0297,KI,65,26,240,29,121,0,1
SEA 36-2118,KI,166,42,383,42,250,0,0
KEN 33-3172,KI,91,29,571,18,142,0,4
BEA 41-0099,KI,83,20,240,48,151,0,0
SEA 36-2523,KI,213,30,496,90,333,0,0
SEA 36-2522,KI,131,37,356,62,230,0,0
SEA 46-3688,KI,13,0,24,2,15,0,0
SEA 36-2520,KI,170,43,573,84,298,0,1
SEA 36-2527,KI,112,30,294,52,195,0,1
SEA 36-2526,KI,170,40,444,89,301,1,1
SEA 36-2524,KI,76,20,216,56,152,0,0
SEA 36-2529,KI,184,33,456,96,314,0,1
SEA 36-2528,KI,258,40,576,101,400,0,1
SEA 36-1722,KI,138,43,536,74,256,0,1
FED 30-2999,KI,72,32,392,33,137,0,0
FED 30-2994,KI,76,18,225,24,118,0,0
FED 30-2995,KI,66,24,243,30,122,0,2
FED 30-2996,KI,113,57,510,47,218,0,1
FED 30-2990,KI,124,57,589,57,239,0,1
FED 30-2991,KI,98,45,360,44,187,0,0
FED 30-2992,KI,87,44,356,42,174,0,1
FED 30-2993,KI,197,69,677,70,340,0,4
KIR 45-0442,KI,164,49,557,72,286,0,1
SHL 32-0346,KI,78,26,256,26,131,0,1
M-V 05-3367,KI,166,90,763,99,358,0,3
M-V 05-3366,KI,90,37,446,45,172,0,0
DES 33-0361,KI,111,33,386,57,201,0,0
DES 33-0360,KI,198,66,582,107,373,1,1
DES 33-0363,KI,93,34,350,27,154,0,0
DES 33-0362,KI,103,52,554,52,209,0,2
M-V 05-3369,KI,226,60,680,95,383,0,2
DES 33-0364,KI,100,45,441,51,196,0,0
DES 33-0367,KI,124,57,411,52,234,0,1
DES 33-0366,KI,182,76,593,85,343,0,0
SEA 43-1266,KI,118,20,351,74,213,0,1
SEA 37-1839,KI,240,67,754,87,399,0,5
SEA 37-1838,KI,256,64,764,82,405,0,3
KIR 01-2488,KI,271,66,786,135,473,0,1
SEA 37-1834,KI,96,50,386,41,188,0,1
SEA 37-1833,KI,226,49,653,60,336,0,1
SEA 37-1831,KI,140,28,353,53,221,0,0
SEA 43-1826,KI,250,38,567,64,354,0,2
SEA 43-1821,KI,88,19,233,37,144,0,0
KEN 47-0910,KI,153,64,765,90,309,0,2
BUR 33-0094,KI,117,50,450,61,229,1,0
SEA 46-2350,KI,131,42,407,42,217,0,2
AUB 47-3276,KI,142,49,610,53,247,0,3
NEW 41-0840,KI,176,54,684,103,337,0,4
KMR 46-2754,KI,114,35,344,62,211,0,0
BEL 41-0505,KI,112,21,279,64,197,0,0
BUR 34-0710,KI,90,41,357,43,175,0,1
RNT 41-0989,KI,139,53,693,77,270,0,1
STACY,KI,41,21,173,27,89,0,0
SEA 36-2749,KI,65,31,336,34,130,0,0
SEA 34-1546,KI,146,34,385,77,257,0,0
AUB 47-2700,KI,31,25,212,14,73,0,3
AUB 47-2701,KI,75,30,486,41,146,0,0
SEA 36-2743,KI,203,39,501,90,332,0,0
VALENCIA,KI,140,42,501,75,258,0,1
SAM 41-2937,KI,143,41,452,64,249,0,1
KELSEY,KI,107,52,439,49,209,0,1
KEN 33-0453,KI,172,90,815,101,364,0,1
M-V 05-3245,KI,207,54,636,102,367,0,4
NEW 41-2811,KI,134,40,381,53,228,0,1
KIR 01-0403,KI,161,44,537,68,275,0,2
PINE,KI,36,12,139,28,76,0,0
SEA 36-3345,KI,136,56,517,65,260,0,3
SHL 32-0559,KI,90,29,308,38,157,0,0
SEA 36-3341,KI,177,51,654,93,325,0,4
BEL 41-0180,KI,97,27,325,49,173,0,0
BUR 34-0402,KI,123,42,390,74,241,0,2
SEA 34-1515,KI,136,44,391,67,247,0,0
SEA 34-1514,KI,145,72,521,59,277,0,1
SEA 34-1517,KI,81,21,260,43,145,0,0
SEA 34-1516,KI,122,47,399,57,227,0,1
SEA 34-1511,KI,90,30,320,52,172,0,0
SEA 34-1510,KI,125,32,392,67,228,0,4
SEA 34-1513,KI,179,59,663,72,312,0,2
SEA 34-1512,KI,66,27,269,54,149,0,2
SEA 34-1519,KI,98,39,327,55,192,0,0
SEA 34-1518,KI,87,29,260,40,156,0,0
RNT 11-0354,KI,131,48,491,48,227,0,0
SET 33-3618,KI,64,30,325,30,125,0,1
ISS 05-3572,KI,150,70,855,109,331,0,2
SHL 32-3556,KI,129,55,436,52,239,0,3
GRIFFITH,KI,154,56,576,76,288,0,2
M-I 41-0796,KI,148,46,561,71,268,0,3
M-I 41-0797,KI,101,40,373,58,199,0,0
M-I 41-0794,KI,157,31,399,68,257,0,1
M-I 41-0795,KI,187,40,508,91,319,0,1
M-I 41-0792,KI,100,30,297,56,186,0,0
M-I 41-0793,KI,209,39,596,118,366,0,0
KEN 47-3136,KI,71,29,293,19,119,0,0
M-I 41-0791,KI,104,20,259,32,156,0,0
SAM 45-3213,KI,179,47,558,67,295,0,2
SAM 45-3216,KI,209,72,710,80,362,0,1
SAM 45-3217,KI,251,53,641,119,424,0,1
SHL 32-0024,KI,147,53,449,67,269,0,2
THRUSH,KI,77,27,275,40,144,0,0
KEN 47-3352,KI,0,0,0,0,0,0,0
M-I 41-0778,KI,123,16,320,75,215,0,1
M-I 41-0779,KI,197,46,497,87,331,0,1
SHL 32-0510,KI,191,68,645,110,371,0,2
M-I 41-0770,KI,92,29,277,52,173,0,0
M-I 41-0771,KI,84,21,258,40,149,0,4
M-I 41-0773,KI,95,28,315,57,180,0,0
M-I 41-0774,KI,180,32,453,76,288,0,0
M-I 41-0775,KI,183,44,491,85,313,0,1
M-I 41-0776,KI,126,25,331,61,213,0,1
M-I 41-0777,KI,159,49,492,83,291,0,0
SHL 32-0277,KI,81,31,241,20,132,0,0
SEA 37-3416,KI,69,33,502,28,134,0,4
RNT 33-3535,KI,155,53,697,73,282,0,1
SEA 37-3639,KI,119,39,303,33,191,0,0
SEA 43-1277,KI,159,40,541,80,282,0,3
SEA 37-3636,KI,160,77,786,57,296,0,2
SEA 43-1275,KI,123,31,275,44,200,0,2
SAM 45-2965,KI,169,61,586,92,324,0,2
SEA 43-1272,KI,178,36,437,70,285,0,1
SAM 45-2961,KI,184,53,531,81,318,0,0
SAM 45-2963,KI,242,77,774,128,448,0,1
FED 30-3018,KI,93,22,327,40,155,0,0
FED 30-3019,KI,142,35,427,54,231,0,0
FED 30-3017,KI,254,85,715,119,458,0,0
FED 30-3014,KI,158,45,461,73,277,0,1
FED 30-3015,KI,132,40,398,68,241,0,1
FED 30-3012,KI,91,49,301,53,194,0,1
FED 30-3013,KI,83,17,266,24,124,0,0
FED 30-3010,KI,123,27,335,44,197,1,2
FED 30-3011,KI,77,31,343,30,138,0,0
RNT 37-0965,KI,192,76,708,74,346,0,4
ISS 41-1208,KI,206,51,649,112,369,0,0
SIERRA,KI,203,57,690,109,373,0,4
SEA 46-1978,KI,218,21,501,89,328,0,0
SHL 32-0274,KI,96,44,288,45,186,0,1
KEN 47-0482,KI,141,78,671,81,301,0,1
SEA 43-2028,KI,196,22,423,62,280,0,0
SEA 43-2029,KI,329,41,706,115,488,0,3
SEA 43-2026,KI,163,23,356,53,239,0,0
SEA 43-2027,KI,140,7,292,55,202,0,0
SEA 43-2024,KI,132,27,336,42,201,0,0
SEA 43-2025,KI,247,40,556,73,360,0,0
SEA 43-2023,KI,137,29,388,57,224,0,1
SEA 43-2020,KI,159,28,374,60,249,0,2
SEA 43-2021,KI,340,60,797,104,506,0,2
BEL 48-0198,KI,206,73,846,96,375,0,0
BEL 48-0191,KI,82,22,300,42,146,0,0
BEL 48-0190,KI,93,36,443,63,192,0,0
BEL 48-0193,KI,116,33,407,55,205,0,1
BEL 48-0192,KI,115,38,364,54,207,0,0
CAMAS,KI,271,57,719,113,442,0,1
BEL 48-0194,KI,94,22,287,43,159,0,0
BEL 48-0196,KI,96,33,302,45,174,0,0
FED 30-3305,KI,56,22,402,23,102,0,1
FAIRWOOD,KI,92,36,267,48,176,0,0
RATTLESNAKE,KI,147,68,605,114,333,0,4
SHL 32-1080,KI,66,34,258,34,134,0,0
B-D 05-3310,KI,149,52,492,71,273,0,1
SEA 43-2110,KI,102,31,452,53,186,0,0
KEN 33-2699,KI,98,39,401,57,198,0,4
SEA 43-2115,KI,66,29,527,38,134,0,1
SHL 32-0378,KI,80,36,305,33,150,0,1
RED 48-0938,KI,60,12,288,34,106,0,0
KIR 45-2560,KI,133,84,705,91,308,0,0
SEA 46-1964,KI,156,32,499,59,247,0,0
FOUR LAKES,KI,194,70,733,137,403,0,2
SEA 43-2239,KI,255,45,566,88,389,0,1
SAM 45-2791,KI,227,62,637,119,411,0,3
SEA 43-2237,KI,200,51,568,99,352,0,2
SEA 34-2501,KI,143,39,381,60,244,0,2
SEA 36-2532,KI,156,34,416,82,273,0,1
SEA 36-2533,KI,153,38,431,74,267,0,2
SEA 36-2534,KI,176,42,547,97,315,0,0
PATTERSON,KI,238,99,861,168,505,0,0
SEA 36-2536,KI,207,38,567,83,329,0,1
SHEFFIELD,KI,169,40,447,78,288,0,1
KILLARNEY,KI,134,59,466,69,264,0,2
RNT 11-1012,KI,128,59,589,55,242,0,0
M-I 41-2445,KI,163,29,496,100,292,0,0
SET 33-3057,KI,132,65,607,70,267,0,0
M-V 05-3373,KI,185,64,662,107,360,0,4
RNT 11-2854,KI,119,46,583,59,225,0,1
SEA 37-1558,KI,150,49,702,73,273,0,1
SEA 37-1559,KI,61,28,338,19,108,0,0
KIR 48-2863,KI,130,27,417,75,233,0,1
COV 47-0313,KI,134,41,428,66,241,0,0
SEA 37-1555,KI,105,40,410,45,190,0,0
LANGSTON,KI,121,70,587,62,254,0,1
BOT 01-3321,KI,169,44,430,80,293,0,0
SEA 37-1553,KI,127,33,388,44,206,2,0
DES 33-2674,KI,137,42,552,68,250,0,3
SEA 37-1824,KI,171,22,394,52,246,0,1
KIR 48-3196,KI,133,40,428,60,233,0,0
SEA 37-1827,KI,121,85,558,64,270,0,0
SEA 37-1823,KI,26,10,209,7,44,0,1
SEA 43-1835,KI,264,60,688,91,417,0,2
KEN 47-3652,KI,133,47,463,37,219,0,2
RIVERBEND,KI,170,71,762,101,345,0,3
DES 33-2671,KI,284,79,834,125,488,0,0
AUB 47-3260,KI,273,99,886,112,485,0,1
DES 33-2673,KI,95,32,366,40,167,0,0
M-I 41-0786,KI,106,21,255,39,166,0,0
KIR 48-2919,KI,104,43,412,59,207,0,1
BEL 41-0518,KI,110,28,266,34,172,0,0
KMR 46-2765,KI,202,92,715,68,363,0,1
KMR 46-2764,KI,99,26,269,30,155,0,0
M-I 41-0788,KI,135,28,372,70,234,0,1
KIR 48-2913,KI,201,54,700,80,337,0,2
KIR 48-2914,KI,212,74,723,111,399,0,2
MOUNT CLARE,KI,197,63,571,87,348,0,1
SAM 45-2575,KI,308,72,770,113,496,0,3
SEA 46-1962,KI,117,21,295,70,208,0,0
SEA 37-1950,KI,36,22,187,8,67,0,1
JUTLAND,KI,22,8,85,10,40,0,0
KIR 48-0642,KI,125,47,430,81,253,0,0
KIR 48-0643,KI,69,28,314,41,141,0,3
KIR 48-0641,KI,146,30,370,45,221,0,0
KIR 48-0646,KI,164,64,511,76,305,1,0
SAM 41-2942,KI,205,50,726,130,385,0,0
KIR 48-0644,KI,202,64,716,127,393,0,0
KIR 48-0645,KI,71,17,230,39,127,0,0
SEA 37-1903,KI,147,29,312,42,218,0,0
M-V 05-2841,KI,102,29,385,56,188,0,1
N-B 05-2683,KI,173,66,706,107,351,0,5
PROVAN,KI,194,37,551,107,340,0,2
TWIN PEAKS,KI,209,61,700,128,401,0,3
BEL 48-1023,KI,133,37,322,36,206,0,0
SAM 41-0816,KI,209,60,687,115,385,0,1
SHL 32-0462,KI,97,44,421,63,207,0,3
RNT 11-0964,KI,140,45,557,75,260,0,0
RNT 11-0962,KI,62,36,309,28,127,0,1
SEA 34-1529,KI,68,23,266,41,132,0,0
KIR 01-2678,KI,190,88,695,97,375,0,0
SEA 46-2128,KI,129,47,542,70,247,0,1
B-D 05-0240,KI,108,30,419,68,207,0,1
KIR 48-0614,KI,212,51,751,121,384,0,0
SEA 43-2048,KI,137,17,376,57,214,0,3
KIR 01-2923,KI,148,79,642,83,311,0,1
SEA 43-2049,KI,119,29,453,58,208,0,2
AUB 47-3518,KI,160,63,640,86,309,0,0
DARWOOD,KI,149,44,472,88,285,0,4
SEA 36-1757,KI,101,15,262,50,166,0,0
SEA 43-1874,KI,216,54,608,72,343,0,1
SEA 36-1759,KI,96,14,274,58,169,0,1
NEW 41-3578,KI,84,34,396,37,156,0,1
BUR 34-1104,KI,109,26,325,51,186,0,0
SEA 46-2286,KI,164,45,437,70,279,0,0
SEA 46-2280,KI,225,56,645,114,396,0,1
HOLLYMORE,KI,178,61,525,98,337,0,0
SEA 46-2282,KI,249,66,653,113,429,0,1
SHL 32-0267,KI,150,73,607,75,299,0,1
SEA 46-2289,KI,106,22,338,74,203,0,1
LFP 46-1186,KI,131,41,436,78,250,0,0
DENVER,KI,133,52,588,43,229,0,1
PEGGY,KI,207,55,775,126,390,0,2
SEA 34-1508,KI,95,27,295,59,182,0,1
SEA 34-1509,KI,95,24,281,58,177,0,0
GLENDALE,KI,163,50,764,76,289,0,0
SEA 34-1500,KI,175,47,584,106,328,0,0
SEA 34-1501,KI,160,37,369,49,248,0,2
SEA 34-1506,KI,101,35,299,47,183,0,0
SEA 34-1507,KI,117,40,357,72,230,0,1
SEA 34-1504,KI,151,39,418,77,267,0,0
SEA 46-2304,KI,149,31,369,53,233,0,0
WANDA,KI,113,32,417,60,205,0,0
TIGER MTN,KI,253,48,742,142,447,4,0
SEA 46-2305,KI,156,21,364,75,253,0,1
SEA 46-2307,KI,129,36,313,50,215,0,0
LFP 46-1237,KI,174,33,419,68,275,0,0
KIR 45-2917,KI,121,66,603,64,254,0,3
KIR 45-2916,KI,98,35,321,41,175,0,1
BUR 34-1032,KI,156,52,511,53,263,0,2
KEN 47-2985,KI,115,42,571,38,198,0,3
KIR 45-2912,KI,81,52,419,31,165,0,1
KIR 45-2911,KI,75,28,309,36,139,0,0
KIR 45-2910,KI,136,41,421,71,248,0,0
SEA 46-2359,KI,126,34,341,43,203,0,0
SEA 46-2358,KI,290,78,846,125,494,0,1
SEA 46-2302,KI,157,33,408,75,265,0,0
SEA 37-2686,KI,150,78,604,60,291,0,3
COUNTRYSIDE,KI,167,41,667,72,280,0,0
SEA 46-2352,KI,117,24,338,39,181,0,1
SEA 46-2351,KI,118,27,314,54,200,1,0
SEA 37-3159,KI,207,98,845,77,383,0,1
SEA 46-2357,KI,194,35,472,80,309,0,0
SEA 46-2355,KI,146,27,354,51,224,0,0
FAIRWEATHER,KI,94,26,269,44,164,0,0
SAM 41-3384,KI,219,34,764,136,391,0,2
SAM 41-3385,KI,177,45,616,106,328,0,0
KIR 45-3198,KI,83,39,492,58,182,0,2
KIR 45-3199,KI,131,51,416,57,241,0,2
CROW,KI,82,27,389,85,197,0,3
KEN 33-3378,KI,182,67,725,82,333,1,1
SEALTH,KI,130,29,378,70,229,0,0
BOT 01-1207,KI,158,46,553,78,282,0,0
BEL 48-0188,KI,117,45,472,82,244,0,0
BEL 48-0189,KI,117,41,523,74,232,0,0
BEL 48-0186,KI,87,19,277,59,165,0,0
RING HILL,KI,261,94,757,130,488,0,3
FED 30-3372,KI,117,60,450,50,227,0,0
SHL 32-2552,KI,128,57,444,60,247,0,2
SEA 43-1365,KI,164,22,459,76,262,0,0
SEA 34-1448,KI,108,28,270,43,181,0,2
GREEN RIVER,KI,135,41,482,83,261,0,2
COV 47-0279,KI,228,49,832,88,369,0,4
EVERGREEN,KI,147,69,716,45,261,0,0
N-B 05-0859,KI,152,39,487,100,291,0,0
N-B 05-0858,KI,97,33,469,90,222,0,2
SEA 34-1442,KI,118,37,380,52,207,0,0
SAM 41-1130,KI,144,49,651,90,283,0,0
KEN 47-0842,KI,185,83,796,100,368,0,0
KIR 45-3200,KI,106,52,455,51,209,0,0
BOT 01-0868,KI,159,47,650,86,292,0,0
HUSKY,KI,189,54,650,97,340,0,0
SNQ 05-3645,KI,0,0,0,0,0,0,0
SEA 36-2505,KI,143,30,324,55,228,0,0
SEA 36-2504,KI,152,11,303,49,213,0,1
SEA 36-2507,KI,95,24,283,57,180,0,4
SEA 36-2506,KI,133,17,311,52,202,0,0
SEA 36-2503,KI,130,24,305,42,196,0,0
SEA 36-2502,KI,192,23,378,69,284,0,0
SEA 36-2509,KI,152,42,403,66,260,0,0
SEA 36-2508,KI,188,40,427,65,293,0,0
QUAIL,KI,71,17,235,42,131,0,1
KEN 47-0601,KI,161,71,733,59,291,0,0
KEN 47-0600,KI,27,10,131,9,46,0,0
COV 47-3517,KI,100,34,263,34,168,0,0
SHL 32-1140,KI,66,28,240,36,130,0,0
RNT 11-2844,KI,173,102,845,77,354,0,2
RNT 11-2845,KI,102,69,548,49,221,0,1
SEA 36-3586,KI,240,68,801,97,407,0,2
KEN 47-0026,KI,100,42,357,27,169,0,0
SEA 37-1563,KI,66,31,323,14,111,0,0
SEA 37-1565,KI,91,37,331,43,172,0,1
SEA 37-1564,KI,131,52,396,43,227,0,1
ANGEL CITY,KI,163,54,745,80,299,0,2
SEA 37-1566,KI,107,30,327,39,176,0,0
SEA 37-1568,KI,104,36,434,39,179,0,0
SEA 43-2083,KI,136,21,422,58,215,0,0
KEN 47-0028,KI,140,55,533,77,275,0,3
KMR 46-3148,KI,164,64,671,90,320,0,2
SEA 46-2619,KI,158,50,539,70,279,0,1
SEA 46-2500,KI,117,31,360,55,209,0,6
MCKINLEY,KI,63,27,351,24,118,0,4
WOODSIDE,KI,136,55,580,67,259,0,1
BUR 34-0377,KI,169,56,607,68,293,0,0
AUB 47-3187,KI,84,53,432,64,201,0,0
KMR 46-0820,KI,120,35,365,57,212,0,0
KMR 46-2771,KI,218,80,699,112,412,0,2
DES 33-1146,KI,146,69,591,83,299,0,1
LFP 46-0309,KI,244,58,582,84,386,0,0
KIR 48-2921,KI,131,41,418,58,231,0,1
KIR 48-3439,KI,181,60,531,83,324,0,0
KIR 48-2922,KI,106,44,504,92,242,0,0
KEN 11-0918,KI,137,60,605,59,257,0,1
CUMBERLAND,KI,104,42,345,48,195,0,1
VEAZIE,KI,207,33,619,116,356,0,0
LFP 46-0003,KI,173,41,477,59,273,0,0
KIR 48-0639,KI,113,40,387,65,218,0,0
KIR 48-0638,KI,127,55,551,99,281,0,0
KIR 48-0636,KI,148,32,449,68,248,0,0
KIR 48-0633,KI,164,40,468,80,285,0,1
BOT 01-0262,KI,177,81,779,108,367,0,1
BOT 01-0260,KI,290,81,769,111,482,0,0
AUB 47-3324,KI,220,53,577,85,360,0,2
SEA 36-2117,KI,133,39,336,49,223,0,2
SEA 46-1310,KI,133,34,397,62,229,0,0
KIR 01-0421,KI,278,68,724,122,468,0,0
KIR 01-0422,KI,161,58,612,89,309,0,1
RNT 11-0978,KI,119,52,506,52,223,0,0
RNT 11-0979,KI,50,23,284,27,100,0,0
RNT 11-0975,KI,170,77,861,90,339,0,2
RNT 11-0970,KI,49,18,246,41,108,0,0
RNT 11-0971,KI,145,67,579,78,291,0,1
RNT 11-0973,KI,123,60,542,60,245,0,2
SEA 37-1589,KI,152,22,290,42,217,0,1
SEA 37-1588,KI,112,21,244,26,159,0,0
SEA 43-1291,KI,373,32,684,82,487,0,0
SEA 37-1583,KI,234,62,700,82,382,0,4
SEA 37-1582,KI,186,47,715,57,291,0,1
SEA 37-1580,KI,92,37,333,31,160,0,0
SEA 37-1587,KI,130,12,311,53,195,0,0
SEA 37-1586,KI,169,34,373,47,251,0,1
SEA 36-3566,KI,154,59,579,94,307,0,0
SEA 37-1584,KI,114,40,332,53,210,1,2
SEA 43-2040,KI,129,33,476,51,214,0,1
NPK 33-0849,KI,134,50,380,70,254,0,0
TWO RIVERS,KI,231,87,779,147,465,0,0
FED 30-3004,KI,108,42,442,37,188,0,1
MEANDER,KI,191,41,581,108,340,0,0
SPIDER LAKE,KI,221,72,755,93,387,0,1
ISS 05-3559,KI,294,72,907,163,529,0,0
ISS 05-3552,KI,150,63,742,94,308,0,1
MARYMOOR,KI,0,0,0,0,0,0,0
HILL,KI,187,37,493,88,312,0,0
RUSS,KI,5,5,24,1,11,0,0
RED 48-2642,KI,64,25,263,28,117,0,0
RED 48-2641,KI,221,62,645,113,396,0,0
RED 48-2640,KI,109,43,356,56,208,0,0
SEA 46-2292,KI,187,38,505,63,288,0,0
SEA 46-2293,KI,189,28,441,75,292,0,0
SEA 34-1409,KI,150,43,422,77,270,0,0
SEA 34-1408,KI,281,61,708,138,481,0,1
SEA 46-2296,KI,141,40,391,54,237,0,2
SEA 46-2297,KI,104,18,283,46,169,0,1
BUR 34-1136,KI,69,26,218,40,137,0,2
SEA 43-1333,KI,133,25,340,69,229,0,2
SEA 43-1332,KI,159,30,385,78,267,0,0
SEA 43-1331,KI,135,33,366,56,224,0,0
SEA 43-1330,KI,140,46,404,51,238,0,1
M-I 41-0756,KI,210,71,738,120,402,0,1
M-I 41-0757,KI,116,40,403,74,231,0,1
SEA 43-1335,KI,226,60,637,90,377,0,1
LUND,KI,220,64,740,125,409,0,0
KMR 46-0036,KI,234,51,649,97,383,0,1
M-I 41-0758,KI,106,31,284,38,175,0,0
M-I 41-0759,KI,123,35,379,53,211,0,0
SHAMROCK,KI,175,68,693,89,332,0,0
SEA 36-3587,KI,147,59,590,66,273,0,1
N-B 05-3407,KI,183,60,628,138,381,0,0
WOD 45-2680,KI,220,74,627,89,384,0,1
WABASH,KI,97,40,320,52,189,0,0
SEA 43-3424,KI,142,28,407,48,219,0,1
BEL 41-0011,KI,59,22,346,35,117,0,1
BEL 41-0017,KI,147,52,594,71,270,0,0
RED 48-2467,KI,125,28,398,62,215,0,0
RED 48-2466,KI,235,89,749,135,460,0,1
SEA 37-1567,KI,90,35,332,30,156,0,1
STEED,KI,278,85,759,136,501,0,2
SEA 37-3617,KI,138,35,553,61,235,0,1
SEA 43-3571,KI,90,34,464,31,156,0,1
CAMPBELL HILL,KI,138,72,642,38,250,0,2
SEA 34-1258,KI,121,43,341,61,225,0,0
SEA 34-1259,KI,104,43,328,58,205,0,0
BEL 41-2936,KI,144,48,485,71,264,0,1
BEL 41-2935,KI,152,33,526,77,264,0,2
SEA 46-2348,KI,77,25,274,59,161,0,0
SEA 46-2349,KI,128,40,382,51,220,0,1
SEA 46-2340,KI,222,56,680,103,381,0,0
SEA 46-2341,KI,213,49,569,87,349,0,0
SEA 46-2342,KI,109,38,406,40,187,0,0
SEA 46-2343,KI,109,31,341,53,194,0,1
SEA 46-2344,KI,178,75,760,75,329,0,1
BEL 41-2447,KI,187,53,527,63,303,0,0
SEA 46-2346,KI,112,32,364,48,193,0,1
SEA 46-2347,KI,145,44,519,88,281,0,4
TRILLIUM,KI,245,83,799,148,476,0,0
LORA,KI,179,60,607,103,343,0,1
ALG 30-3141,KI,124,49,523,48,222,0,1
KEN 47-1076,KI,160,72,668,69,301,0,0
COV 47-1203,KI,233,78,885,108,421,0,2
KEN 33-2567,KI,103,35,369,49,187,0,0
KEN 33-2569,KI,216,68,856,104,390,0,2
KMR 46-1147,KI,173,80,764,115,368,0,0
VASHON,KI,113,37,390,64,215,0,1
ENM 31-3492,KI,86,23,333,53,164,0,2
BEL 48-0171,KI,130,47,396,56,234,0,1
BEL 48-0170,KI,75,18,225,34,128,0,1
BEL 48-0177,KI,137,41,408,58,236,0,0
BEL 48-0178,KI,62,34,406,38,134,0,0
SEA 46-1970,KI,113,14,250,34,161,0,0
BEL 41-2621,KI,156,36,528,59,251,0,0
SEA 43-1975,KI,31,14,439,18,63,0,0
SET 33-3104,KI,129,49,542,69,247,0,0
SET 33-3107,KI,140,65,680,75,281,0,1
SET 33-3100,KI,175,66,847,49,291,0,1
SET 33-3101,KI,130,38,366,59,228,0,1
SET 33-3102,KI,151,66,670,74,293,0,2
KIR 48-2598,KI,185,53,548,89,327,0,0
SEA 36-1769,KI,93,17,234,41,151,0,0
SHL 32-1228,KI,108,42,366,45,195,0,0
SNQ 05-3512,KI,257,69,823,145,472,0,1
SAM 45-3505,KI,175,66,573,88,329,0,0
SNQ 05-3511,KI,226,77,860,172,477,0,2
SNQ 05-3514,KI,174,59,648,124,358,0,1
SEA 36-2593,KI,112,17,289,45,174,0,0
SEA 37-1940,KI,159,48,536,60,268,0,1
SEA 43-2034,KI,172,30,424,50,253,0,1
BEL 41-2714,KI,217,61,711,93,372,0,1
