Row Label,County,Repealed,Maintained
Usk,PE,117,58
Diamond Lk East,PE,54,58
Sacheen,PE,142,114
Diamond Lk,PE,190,165
Diamond Lk West,PE,115,72
Noble,PE,170,137
Furport,PE,132,102
Deer Valley South,PE,45,23
Cusick,PE,65,64
Ione East,PE,111,56
Kalispel Leclerc,PE,94,50
Tiger Dry Canyon,PE,184,118
Ruby,PE,16,5
Ione West,PE,124,74
Newport NE,PE,139,100
Metaline,PE,53,40
Newport SE,PE,66,39
Skookum,PE,43,23
Newport NW,PE,121,99
Newport SW,PE,104,73
Dalkena,PE,149,138
Deer Valley North,PE,122,100
Locke,PE,21,21
Fertile Valley South,PE,93,76
Fertile Valley North,PE,110,74
Camden,PE,119,67
Total,PE,2794,2032
Metaline Falls,PE,95,86
