Row Label,County,Yes,No
MARYSVILLE 17,SN,148,133
WAGNER,SN,157,218
LUNDS GULCH,SN,86,29
STRAUS,SN,180,223
EVERETT  73,SN,170,122
LYNNWOOD  6,SN,151,120
EVERETT  71,SN,93,61
MENZEL,SN,117,133
EVERETT  77,SN,108,123
EVERETT  76,SN,155,109
RIDGEWAY,SN,92,110
EVERETT  74,SN,75,108
EVERETT  79,SN,151,112
EVERETT  78,SN,67,73
NILE,SN,0,0
RHODY RIDGE,SN,114,107
LARIMER,SN,129,164
ARNOT,SN,103,161
CHATHAM,SN,30,32
KINGMAN,SN,237,247
MANN,SN,140,145
FIR,SN,134,164
MARYSVILLE 44,SN,215,193
MUKILTEO 18,SN,176,257
MUKILTEO 19,SN,117,161
MARYSVILLE 41,SN,115,88
MARYSVILLE 40,SN,120,129
MARYSVILLE 43,SN,129,160
MARYSVILLE 42,SN,117,132
SILVER FIRS,SN,201,181
PORT SUSAN,SN,227,216
MUKILTEO 10,SN,137,89
MUKILTEO 11,SN,165,124
MUKILTEO 16,SN,207,220
MUKILTEO 17,SN,215,222
MUKILTEO 14,SN,197,217
MUKILTEO 15,SN,57,51
MILL CREEK 18,SN,152,134
MILL CREEK 19,SN,252,181
MILL CREEK 14,SN,6,6
MILL CREEK 15,SN,162,176
MILL CREEK 16,SN,117,112
MILL CREEK 17,SN,153,180
NORDEN,SN,133,132
MILL CREEK 11,SN,112,142
MILL CREEK 12,SN,95,194
STAFFORD,SN,98,121
MC RAE,SN,123,119
SOFIE,SN,91,92
MARYSVILLE 30,SN,194,162
MARYSVILLE 31,SN,238,228
MARYSVILLE 32,SN,92,127
MARYSVILLE 34,SN,146,113
MARYSVILLE 35,SN,147,158
MAY CREEK,SN,166,162
MARYSVILLE 37,SN,105,105
MARYSVILLE 38,SN,92,122
MARYSVILLE 39,SN,131,136
ROBE,SN,86,111
THREE LAKES,SN,113,166
LOOP,SN,150,160
VIEW,SN,158,190
LOST LAKE,SN,106,112
LAKE STEVENS  4,SN,135,140
LAKE STEVENS  5,SN,149,112
WAXON,SN,226,173
LAKE STEVENS  7,SN,196,183
LAKE STEVENS  1,SN,217,196
LAKE STEVENS  2,SN,153,155
LAKE STEVENS  3,SN,219,173
PRIEST POINT,SN,100,98
LAKE STEVENS  8,SN,154,145
LAKE STEVENS  9,SN,115,138
BOTHELL 45,SN,86,91
MONROE  1,SN,212,186
MONROE  3,SN,207,134
EVERETT  90,SN,63,20
STANWOOD 2,SN,149,126
SOUTH SNOHOMISH,SN,122,143
STANWOOD 5,SN,226,168
STANWOOD 4,SN,213,212
LYNNWOOD 23,SN,179,90
CAVALRY,SN,143,208
LYNNWOOD 21,SN,144,153
SULTAN RIVER,SN,149,178
STANWOOD 7,SN,119,60
LYNNWOOD 25,SN,204,172
LYNNWOOD 24,SN,150,79
WATERS,SN,199,198
MONROE  6,SN,158,117
EVERETT   4,SN,154,134
MARYSVILLE 22,SN,197,215
EVERETT  75,SN,88,97
KENWOOD,SN,160,129
ELFIN,SN,87,91
KENNARD,SN,137,110
ROBINHOOD,SN,131,121
EDMONDS 14,SN,174,76
SPADA,SN,5,3
HAINES,SN,142,211
SPENCER(*),SN,0,0
HILTONS LAKE,SN,146,188
TUCKER,SN,186,143
EVERETT  39,SN,117,149
EVERETT  38,SN,41,38
BEVERLY,SN,170,117
EVERETT  36,SN,142,107
KNOX,SN,10,9
MARINER,SN,149,93
EVERETT  33,SN,207,184
EVERETT  32,SN,148,137
EVERETT  31,SN,111,105
EVERETT  30,SN,176,170
EDMONDS 39,SN,183,251
EVERETT  41,SN,123,109
EDMONDS 33,SN,160,145
