Row Label,County,Yes,No
EDMONDS 32,SN,179,157
EDMONDS 31,SN,186,182
EDMONDS 30,SN,151,128
EDMONDS 37,SN,165,161
EDMONDS 36,SN,169,156
PACIFIC,SN,44,30
EDMONDS 34,SN,199,156
TRONSON,SN,89,134
LAKE STEVENS 28,SN,171,125
LAKE STEVENS 26,SN,96,64
LAKE STEVENS 27,SN,86,74
LAKE STEVENS 24,SN,114,116
LAKE STEVENS 25,SN,43,60
LAKE STEVENS 22,SN,140,112
LAKE STEVENS 23,SN,112,116
LAKE STEVENS 20,SN,159,138
LAKE STEVENS 21,SN,192,187
ARLINGTON 18,SN,0,0
ARLINGTON 17,SN,4,3
ARLINGTON 16,SN,98,122
ARLINGTON 15,SN,64,53
ARLINGTON 14,SN,121,119
VINE,SN,159,124
ARLINGTON 12,SN,131,106
ARLINGTON 11,SN,73,92
ARLINGTON 10,SN,209,198
PELLERIN,SN,151,146
KOKANEE,SN,83,100
TIMBER,SN,0,0
EVERGREEN,SN,126,78
PIPELINE,SN,119,189
CREEK,SN,165,200
EVERETT  69,SN,150,127
LYNNWOOD  7,SN,204,151
WALNUT,SN,115,104
STANWOOD 1,SN,86,73
STANWOOD 3,SN,112,139
MONROE  2,SN,151,188
MONROE  5,SN,206,202
PINEWOOD,SN,131,171
MONROE  7,SN,167,156
STANWOOD 6,SN,127,101
MONROE  9,SN,180,186
MONROE  8,SN,107,119
CLOVER,SN,115,136
COHO,SN,85,38
OWEN,SN,106,176
MARYSVILLE 47,SN,154,150
FERN,SN,43,69
LYNNWOOD  5,SN,110,62
LYNNWOOD  4,SN,121,111
MUKILTEO 21,SN,94,112
MUKILTEO 20,SN,214,202
LYNNWOOD  1,SN,104,58
LYNNWOOD  3,SN,155,120
POND,SN,125,167
ATLAS,SN,200,190
LYNNWOOD  9,SN,204,138
LYNNWOOD  8,SN,102,121
BRIER 8,SN,125,129
MILL CREEK 21,SN,90,78
MILL CREEK 20,SN,114,144
MILL CREEK 22,SN,121,90
BRIER 3,SN,254,234
BRIER 2,SN,127,149
BRIER 1,SN,194,155
OVERLOOK,SN,216,178
BRIER 7,SN,135,152
BRIER 6,SN,115,113
BRIER 5,SN,192,219
BRIER 4,SN,192,158
MUKILTEO 12,SN,214,280
POPLAR,SN,95,84
FOUR CORNERS,SN,157,160
KACKMAN,SN,95,142
PILOT,SN,129,218
MUKILTEO  5,SN,221,229
MUKILTEO  4,SN,120,135
MUKILTEO  7,SN,123,135
MUKILTEO  6,SN,168,183
MUKILTEO  1,SN,205,220
MUKILTEO  3,SN,133,146
OHLDE,SN,133,191
MARYSVILLE 49,SN,145,99
MUKILTEO  9,SN,176,143
MUKILTEO  8,SN,123,125
COVE,SN,159,128
SILVER LAKE,SN,140,132
JORDAN TRAILS,SN,73,106
SOUTH LAKE STEVENS,SN,150,174
WINTER LAKE,SN,74,120
SUNDAY LAKE,SN,208,211
HAPPY VALLEY,SN,108,115
TUALCO,SN,112,145
RIDGEVIEW,SN,91,71
WINDSONG,SN,149,127
LAKE STEVENS 17,SN,163,148
MISTY,SN,175,170
LAKE STEVENS 15,SN,212,177
REES,SN,52,75
LAKE STEVENS 13,SN,167,118
LAKE STEVENS 12,SN,146,98
LAKE STEVENS 11,SN,122,76
LAKE STEVENS 10,SN,158,163
ROYAL,SN,232,218
LAKE STEVENS 19,SN,159,178
LAKE STEVENS 18,SN,137,139
MANORDALE,SN,159,121
POPPY,SN,103,103
CLEARVIEW,SN,157,244
LIND,SN,211,97
HAMPTON,SN,202,122
PARKSHORE,SN,120,134
MILL CREEK 10,SN,138,119
DUBUQUE,SN,159,151
IVERSON,SN,94,118
KEELER,SN,161,83
MILL CREEK 13,SN,147,136
MARTHA LAKE,SN,176,143
PARK PLACE,SN,60,91
BLUFF,SN,132,197
SISCO,SN,148,224
THOMAS CREEK,SN,132,157
TULALIP 3,SN,158,134
OLNEY,SN,158,189
TULALIP 1,SN,158,170
TULALIP 6,SN,93,57
TULALIP 4,SN,200,142
TULALIP 5,SN,119,87
EVERETT  60,SN,176,82
EVERETT  61,SN,30,24
EVERETT  62,SN,115,85
EVERETT  63,SN,125,105
SHOECRAFT,SN,159,235
EVERETT  65,SN,133,115
EVERETT  66,SN,178,113
EVERETT  67,SN,167,105
EVERETT  68,SN,215,163
ROSE,SN,103,131
LAKE,SN,171,234
HIPOINT,SN,133,66
MILL CREEK  3,SN,102,114
MILL CREEK  2,SN,129,154
MILL CREEK  1,SN,189,218
MILL CREEK  7,SN,11,16
MILL CREEK  6,SN,176,248
MILL CREEK  5,SN,209,234
MILL CREEK  4,SN,133,125
HEARTHSTONE,SN,106,127
MILL CREEK  9,SN,181,154
MILL CREEK  8,SN,191,217
CLIFF,SN,86,136
MARYSVILLE 54,SN,154,184
MARYSVILLE 55,SN,113,105
HEMLOCK,SN,230,183
MARYSVILLE 53,SN,105,103
BROCKLIN,SN,135,191
MARYSVILLE 51,SN,80,51
COUNTRY,SN,114,130
WITHERS,SN,214,180
PIONEER,SN,162,119
ELWOOD,SN,165,127
PEAK,SN,5,9
HOLLY,SN,203,157
CHAIN LAKE,SN,168,251
BRYANT,SN,47,79
WOODWAY 1,SN,181,179
WOODWAY 2,SN,85,133
MUKILTEO  2,SN,241,250
KENSINGTON,SN,64,104
FALLS,SN,11,30
HILL,SN,128,143
VILLAGE,SN,172,275
MARYSVILLE 36,SN,99,116
SHELTON,SN,179,228
PACKWOOD,SN,78,101
POST,SN,174,119
BOULDER,SN,172,269
HUNT(*),SN,0,0
FIRGROVE,SN,102,109
RICHLAND,SN,51,65
FLORENCE,SN,57,80
MC DONALD,SN,91,146
NORTH CREEK,SN,163,121
EVERETT  70(*),SN,0,0
GREENWOOD,SN,160,175
CRAWFORD,SN,48,53
HAVEN,SN,179,179
LYNNWOOD 30,SN,170,165
LYNNWOOD 31,SN,90,82
LYNNWOOD 33,SN,189,139
LYNNWOOD 34,SN,106,61
MALTBY,SN,143,189
STONE GATE,SN,162,91
MARYSVILLE 45,SN,191,207
BOSTIAN,SN,125,108
SILER,SN,76,125
MAPLEWOOD,SN,141,182
MOUNTLAKE TERRACE 19,SN,169,166
MOUNTLAKE TERRACE 18,SN,159,136
MOUNTLAKE TERRACE 17,SN,227,154
MOUNTLAKE TERRACE 16,SN,151,72
MOUNTLAKE TERRACE 15,SN,146,116
MOUNTLAKE TERRACE 14,SN,197,123
MOUNTLAKE TERRACE 13,SN,207,109
MOUNTLAKE TERRACE 12,SN,146,123
MOUNTLAKE TERRACE 11,SN,166,91
MOUNTLAKE TERRACE 10,SN,226,209
ARLINGTON  8,SN,148,161
ARLINGTON  9,SN,182,132
ARLINGTON  4,SN,257,210
EVERETT   1,SN,187,198
ARLINGTON  6,SN,165,163
ASH,SN,247,161
EDMONDS 43,SN,203,180
ARLINGTON  1,SN,173,128
ARLINGTON  2,SN,118,122
ARLINGTON  3,SN,149,106
SHADOW WOOD,SN,155,143
HUCKLEBERRY,SN,69,110
SHORTS,SN,193,235
PIONEER TRAILS,SN,148,162
CREEKSIDE,SN,134,108
LYNNWOOD 29,SN,250,134
EVERETT  28,SN,108,126
EVERETT  29,SN,99,114
ARLINGTON  5,SN,196,215
EVERETT  24,SN,153,150
EVERETT  25,SN,154,93
PETERSON,SN,172,230
EVERETT  27,SN,169,133
EVERETT  20,SN,164,100
EVERETT  21,SN,205,185
EVERETT  22,SN,144,104
EVERETT  23,SN,33,24
EVERETT  18,SN,225,155
ARLINGTON  7,SN,206,191
ADMIRALTY,SN,143,82
EDMONDS 49,SN,158,146
GLEN ACRES(*),SN,0,0
EDMONDS 47,SN,100,73
EDMONDS 44,SN,180,136
EVERETT  89,SN,129,93
EDMONDS 42,SN,125,117
LAKE STEVENS  6,SN,164,158
WOODGATE,SN,92,80
EDMONDS 41,SN,121,105
EVERETT  86,SN,132,113
THOMPSON,SN,170,210
BUTTERNUT,SN,173,135
MONROE  4,SN,203,158
EVERETT  82,SN,125,108
STILLAGUAMISH,SN,60,66
BOTHELL 31,SN,172,212
BOTHELL 33,SN,175,132
GLENWOOD,SN,103,112
BOTHELL 35,SN,138,143
BOTHELL 34,SN,178,197
BOTHELL 37,SN,191,213
BOTHELL 36,SN,155,130
BOTHELL 39,SN,111,142
BOTHELL 38,SN,155,157
ALDERCREST,SN,34,32
MC FARLAND,SN,137,239
QUEENS,SN,161,157
EVERETT  91,SN,131,75
LUPINE,SN,117,161
EVERETT  93,SN,111,64
HAZEL,SN,179,223
EVERETT  95,SN,80,56
EVERETT  94,SN,112,67
OAKS,SN,169,194
GIBSON,SN,110,98
HIGH ROCK,SN,114,183
BEECHER,SN,149,226
BERKSHIRE,SN,218,214
PORTAGE,SN,55,99
STICKNEY,SN,158,162
MARYSVILLE 50,SN,158,140
STOCK SHOW,SN,89,70
HENNING,SN,185,243
PILCHUCK RIVER,SN,7,15
MILL,SN,136,222
WOODS CREEK,SN,91,189
LOMA,SN,141,156
WILLOWDALE,SN,209,160
MARYSVILLE 18,SN,202,175
MARYSVILLE 19,SN,136,129
MARYSVILLE 12,SN,194,146
MARYSVILLE 13,SN,120,130
MARYSVILLE 10,SN,123,118
MARYSVILLE 11,SN,230,159
MARYSVILLE 16,SN,164,206
OSBORN,SN,126,149
SUNRISE,SN,129,151
MARYSVILLE 15,SN,166,134
MEADOW,SN,122,146
LAKE STEVENS 16,SN,133,99
SLIVER(*),SN,0,0
ROOSEVELT,SN,82,95
LAKE STEVENS 14,SN,138,141
RAINIER,SN,66,118
DOUGLAS FIRS,SN,129,143
TROMBLEY,SN,149,164
RUGGS LAKE,SN,205,152
EVERETT   6,SN,125,83
EVERETT   7,SN,82,52
LAKE GOODWIN,SN,234,265
EVERETT   5,SN,178,79
EVERETT   2,SN,185,121
EVERETT   3,SN,133,112
SHELBY,SN,131,120
MAGNOLIA,SN,151,92
WHEELER,SN,116,181
VALMONT,SN,61,117
EDMONDS 13,SN,229,202
EVERETT   8,SN,146,103
EVERETT   9,SN,234,228
GETCHELL,SN,99,175
SEXTON,SN,159,242
EDMONDS 15,SN,164,98
RIVERCREST,SN,121,99
LYNNWOOD  2,SN,125,97
STAR CREEK,SN,92,102
EDMONDS 19,SN,231,137
CASSIDY,SN,140,161
EDMONDS 18,SN,185,133
TRANGEN,SN,139,154
WOODRIDGE,SN,212,188
MACHIAS,SN,193,285
FIRTREE,SN,119,138
SNOHOMISH 10,SN,69,80
EAST SHORE,SN,156,153
ALMA,SN,22,17
CASCADIAN,SN,224,160
ALDER,SN,158,109
EDMONDS 46,SN,271,287
LYNNWOOD 32(*),SN,0,0
INDEX,SN,41,28
EDMONDS 45,SN,134,137
LYNNWOOD 22,SN,122,76
JORDAN BRIDGE,SN,51,40
WELLINGTON,SN,204,247
FREEWAY,SN,156,161
SHORE,SN,185,154
LYNNWOOD 20,SN,176,119
EDMONDS 40,SN,200,135
SILVANA,SN,96,134
LYNNWOOD 26,SN,176,140
EVERETT  55,SN,58,21
EVERETT  54,SN,124,156
EVERETT  57,SN,158,121
EVERETT  56,SN,136,112
EVERETT  51,SN,120,150
EVERETT  50,SN,171,109
EVERETT  53,SN,141,152
EVERETT  52,SN,141,115
SAMOEA,SN,180,164
STORM LAKE,SN,181,266
EVERETT  59,SN,137,90
EVERETT  58,SN,21,14
EDMONDS 11,SN,196,202
EDMONDS 10,SN,182,225
EVERETT  72,SN,85,72
EDMONDS 12,SN,121,77
MOUNTLAKE TERRACE  8,SN,164,111
MOUNTLAKE TERRACE  9,SN,99,98
EDMONDS 17,SN,171,125
EDMONDS 16,SN,172,89
MOUNTLAKE TERRACE  4,SN,106,108
MOUNTLAKE TERRACE  5,SN,168,111
MOUNTLAKE TERRACE  6,SN,145,85
MOUNTLAKE TERRACE  7,SN,86,88
MOUNTLAKE TERRACE  1,SN,155,105
MOUNTLAKE TERRACE  2,SN,165,98
MOUNTLAKE TERRACE  3,SN,133,130
LYNNWOOD 28,SN,90,92
WELANGDON,SN,6,14
RONCREST,SN,59,75
PANTHER CREEK,SN,155,159
HIGH BRIDGE,SN,196,302
EDMONDS  6,SN,243,218
AVALON,SN,105,52
MINOR,SN,141,194
KETCHUM,SN,146,161
PUGET,SN,145,139
HAT ISLAND,SN,23,14
ANN,SN,160,117
EDMONDS  5,SN,131,89
WOODLAND,SN,64,108
DARRINGTON,SN,183,150
NORTHROAD,SN,216,175
NEWTON,SN,130,111
NEWBERG,SN,118,145
FAIRVIEW,SN,128,139
SLEEPY HOLLOW,SN,132,152
MARYSVILLE 52,SN,225,149
STANBY,SN,44,52
MARYSVILLE 27,SN,203,175
BOEING,SN,104,141
MANOR,SN,184,107
SANDMAN,SN,104,139
WEST FORK,SN,35,71
SKYKOMISH,SN,59,55
LOCHSLOY,SN,184,227
AIRPARK,SN,31,64
WALLACE,SN,109,124
EDMONDS 29,SN,212,160
FIRCREST,SN,99,115
PICNIC POINT,SN,132,126
FIELD,SN,173,130
HARTFORD,SN,66,106
YORK,SN,185,149
MARKS,SN,161,166
BOSWORTH,SN,181,223
GREGORY,SN,124,131
NORTH FORK,SN,60,133
MORNING RISE,SN,135,164
BOTHELL 32,SN,132,109
MEADOWDALE,SN,132,147
PARADISE,SN,132,228
MARYSVILLE 28,SN,106,72
WINGATE,SN,159,192
MARYSVILLE  9,SN,83,55
MARYSVILLE  8,SN,164,102
LAKEWOOD,SN,118,174
MARYSVILLE  1,SN,107,107
MARYSVILLE  3,SN,188,156
MARYSVILLE  2,SN,77,56
MARYSVILLE  5,SN,205,191
MARYSVILLE  4,SN,146,91
MARYSVILLE  7,SN,102,101
MARYSVILLE  6,SN,148,78
EVERETT  11,SN,182,179
LARCH,SN,162,134
EVERETT  13,SN,144,89
EVERETT  12,SN,146,103
EVERETT  15,SN,137,134
EVERETT  14,SN,169,108
EVERETT  17,SN,96,70
EVERETT  16,SN,126,96
EVERETT  19,SN,163,89
SEATTLE HILL,SN,126,145
WHALEBACK,SN,13,12
EDMONDS 51,SN,159,162
EDMONDS 50,SN,136,91
EDMONDS 52,SN,181,120
SULTAN 1,SN,154,168
SULTAN 3,SN,128,137
SULTAN 2,SN,166,120
SULTAN 4,SN,115,114
MERIDIAN,SN,183,173
BROOK,SN,212,189
SILVANA TERRACE,SN,115,117
MARION,SN,125,139
MUKILTEO 13,SN,146,202
HILLMAN,SN,125,152
EASTMONT,SN,146,100
MARYSVILLE 46,SN,220,196
EVERETT  88,SN,134,150
CRYSTAL,SN,168,140
BATTERY,SN,93,142
EVERETT  87,SN,88,92
EVERETT  84,SN,56,29
EVERETT  85,SN,114,104
BEAR CREEK,SN,120,130
EVERETT  83,SN,116,112
EVERETT  80,SN,155,168
EVERETT  81,SN,90,65
SUMMIT,SN,146,136
LAKE HOWARD,SN,146,170
Total,SN,106474,102739
TYEE,SN,135,150
EVERETT  92,SN,2,2
MILLARD,SN,85,114
MEADOWCREST,SN,159,137
TULALIP 2,SN,180,91
OLIVIA,SN,16,27
PUGET PARK,SN,155,117
SPRUCE,SN,93,99
RAILROAD,SN,86,138
HIWAY,SN,23,13
EDMONDS  2,SN,199,172
EDMONDS  3,SN,224,165
OUTLOOK,SN,136,175
EDMONDS  1,SN,161,183
EDGECOMB,SN,115,164
EDMONDS  7,SN,218,218
EDMONDS  4,SN,185,137
FILBERT,SN,235,160
EDMONDS  8,SN,215,251
EDMONDS  9,SN,142,106
WANDERING CREEK,SN,156,195
SNOCADE,SN,223,228
MARYSVILLE 26,SN,185,159
MARYSVILLE 25,SN,119,51
MARYSVILLE 24,SN,139,121
MARYSVILLE 23,SN,240,186
TERRACE,SN,52,24
MARYSVILLE 21,SN,223,251
MARYSVILLE 20,SN,180,117
VALLEY,SN,38,63
LUDWIG,SN,135,161
MARYSVILLE 29,SN,89,80
CRYSTAL CREEK,SN,100,90
GROVE,SN,192,157
JIM CREEK,SN,169,258
GRANNIS,SN,175,145
RIVERVIEW,SN,167,177
EVERETT  64,SN,94,43
ROWLAND,SN,98,122
LANTERN,SN,156,148
STITCH,SN,58,39
WINDROSE,SN,248,167
WENBERG,SN,140,178
SNOHOMISH  2,SN,112,140
SNOHOMISH  3,SN,158,146
SNOHOMISH  1,SN,170,194
SNOHOMISH  6,SN,117,126
SNOHOMISH  7,SN,197,123
SNOHOMISH  4,SN,145,155
SNOHOMISH  5,SN,263,177
LAURA,SN,214,157
SNOHOMISH  8,SN,231,193
SNOHOMISH  9,SN,121,81
SUNNYSIDE,SN,48,59
EVERETT  37,SN,169,108
CATHCART,SN,96,142
PENNANT,SN,243,169
EVERETT  35,SN,156,161
KAYAK,SN,132,173
EVERETT  34,SN,96,99
TRAIL,SN,70,93
WOODSHIRE,SN,103,172
ROB,SN,101,118
MERWIN,SN,109,120
OSO,SN,86,123
OLDMARK,SN,221,215
BOTHELL 40,SN,197,189
BOTHELL 41,SN,189,193
BOTHELL 42,SN,207,225
BOTHELL 43,SN,122,134
BOTHELL 44,SN,124,125
BURN HILL,SN,146,197
BOTHELL 46,SN,159,150
BOTHELL 47,SN,175,186
EMERALD,SN,169,109
GRAND FIRS,SN,204,216
EVERETT  48,SN,120,111
EVERETT  49,SN,162,189
EVERETT  42,SN,113,102
EVERETT  43,SN,86,85
EVERETT  40,SN,67,62
WILLOW,SN,133,123
EVERETT  46,SN,122,106
EVERETT  47,SN,167,109
EVERETT  44,SN,117,82
EVERETT  45,SN,129,100
EBEY,SN,21,17
EVERETT  26,SN,209,201
CYPRESS,SN,160,153
SYLVAN,SN,9,18
EDMONDS 24,SN,116,133
EDMONDS 25,SN,158,144
EDMONDS 26,SN,132,127
EDMONDS 27,SN,135,154
EDMONDS 21,SN,222,227
EDMONDS 22,SN,168,175
EDMONDS 23,SN,179,249
WELCH,SN,161,256
JORDAN,SN,235,220
HIGHLAND,SN,89,163
EDMONDS 28,SN,172,157
FAIRWOOD,SN,88,61
SILVER CREEK,SN,143,92
TRAFTON,SN,86,157
MARYSVILLE 48,SN,128,121
JEFFERSON,SN,109,99
FERNWOOD,SN,150,143
EDMONDS 35,SN,149,151
THRASHERS,SN,155,126
HILLTOP,SN,205,214
TURNER,SN,195,283
HOLIDAY,SN,76,72
CHAPEL,SN,145,104
EDMONDS 48,SN,162,136
KENTISH,SN,124,109
EDMONDS 38,SN,176,193
TOTEM FALLS,SN,196,239
KATTENHORN,SN,245,213
CEDARHOME,SN,146,172
CASCADE,SN,133,73
MARSH,SN,184,193
CENTENNIAL,SN,242,207
TOWER,SN,165,132
MONROE 12,SN,82,113
VILLE,SN,61,76
MONROE 10,SN,180,171
MONROE 11,SN,52,69
GRANITE FALLS 3,SN,69,57
GRANITE FALLS 2,SN,199,162
GRANITE FALLS 1,SN,188,145
LOCUST,SN,156,153
OLYMPUS,SN,134,133
SUNSET,SN,220,210
DOGWOOD,SN,156,110
SOUTH ALDERWOOD,SN,236,167
DALE,SN,179,125
SERENE,SN,143,150
REDHAWK,SN,207,184
JEFF,SN,116,108
ALICIA,SN,200,147
HILLSIDE,SN,57,71
POINTE,SN,15,36
ARMSTRONG,SN,100,154
STRAWBERRY,SN,190,136
MARYSVILLE 33(*),SN,0,0
NORMA,SN,143,95
DUMAS,SN,145,156
GOLD BAR 2,SN,125,106
GOLD BAR 1,SN,120,140
GLENBAR,SN,140,118
FOREST,SN,180,160
SAUK,SN,48,88
EMANDER,SN,163,137
PILCHUCK,SN,136,151
ARLINGTON 13,SN,197,204
HEIGHTS,SN,115,200
DAMSON,SN,198,194
TAMBARK,SN,163,124
ECHO LAKE,SN,161,244
MADISON,SN,233,176
EVERETT  10,SN,130,89
GATEWAY,SN,163,186
LYNNWOOD 18,SN,167,129
LYNNWOOD 19,SN,150,164
MARYSVILLE 14,SN,222,199
LYNNWOOD 12,SN,172,129
LYNNWOOD 13,SN,120,112
LYNNWOOD 10,SN,104,72
LYNNWOOD 11,SN,147,155
LYNNWOOD 16,SN,143,122
LYNNWOOD 17,SN,215,175
LYNNWOOD 14,SN,135,97
LYNNWOOD 15,SN,102,113
