Row Label,County,Yes,No
ALTO,CU,10,60
TOUCHET,CU,80,87
STARBUCK COUNTRY,CU,4,22
STAR,CU,35,75
MUSTARD,CU,61,123
DAYTON,CU,96,117
PING,CU,51,142
BROOKLYN,CU,65,128
TUCANNON,CU,18,51
STARBUCK CITY,CU,14,55
COLUMBIA,CU,58,206
RAINWATER,CU,60,87
Total,CU,626,1250
PATIT,CU,74,97
