Row Label,County,Debra L. Stephens,John (Zamboni) Scannell
LEMOLO 435,KP,260,82
ANNAPOLIS 212,KP,363,168
MEADOWDALE 150,KP,224,83
BELLA VISTA 413,KP,242,83
LIGHTHOUSE POINT 292,KP,344,93
CLEAR CREEK 120,KP,282,86
AUGUSTA 461,KP,186,56
HEINS CREEK 297,KP,0,0
HANSVILLE 415,KP,202,56
TORVANGER 345,KP,426,67
BREMERTON 012,KP,66,19
BREMERTON 013,KP,223,108
BREMERTON 015,KP,278,108
BREMERTON 016,KP,67,17
WINSLOW 304,KP,569,108
HIGHLAND 423,KP,192,56
LAKE HELENA 214,KP,232,118
DICKENSON 282,KP,298,102
UNIVERSITY POINT 142,KP,231,57
SANDY HOOK 464,KP,219,74
BARKER CREEK 147,KP,357,114
BAYVIEW 087,KP,87,28
POWERLINE 086(*),KP,0,0
ISLAND CENTER 320,KP,344,54
EVERGREEN RIDGE 426,KP,124,33
REGAL 131,KP,90,27
COUNTRY CLUB 113,KP,172,66
POULSBO 405,KP,360,64
POULSBO 404,KP,376,84
POULSBO 407,KP,258,74
POULSBO 406,KP,388,107
SEDGWICK 272,KP,311,138
BERRY LAKE 279,KP,183,75
POULSBO 403,KP,287,75
EBBERT 247,KP,312,147
ILLAHEE 065,KP,350,107
COTTONWOOD 125,KP,264,92
MARION 090,KP,53,21
OLYMPIC 099,KP,39,11
KITSAP LAKE 085(*),KP,0,0
GILBERTON 140,KP,257,73
STRIEBEL 453,KP,312,91
AZALEA 302,KP,439,56
YUKON 241,KP,207,89
FOREST RIDGE 126,KP,178,63
FAIRVIEW 135,KP,187,62
ANDERSON CREEK 163,KP,254,80
PORT GAMBLE 450,KP,315,89
RAINIER 067,KP,323,109
BRASCH 213,KP,312,116
GAMBLEWOOD 454,KP,194,83
CENTRAL VALLEY 128,KP,357,103
HOLLY 158,KP,74,40
BURLEY 218,KP,306,118
LUOTO 122,KP,173,51
POINT JEFFERSON 419,KP,239,89
BREMERTON 296,KP,0,0
MORKEN 161,KP,398,133
INDIANOLA 420,KP,430,110
TWIN LAKES 285,KP,78,27
BELFAIR VALLEY 280,KP,100,46
KARIOTIS 143,KP,321,93
TRACYTON 170,KP,206,83
ROCKY POINT 083,KP,381,134
HERITAGE PARK 112,KP,220,77
BREMERTON 294,KP,0,0
ORCA 421,KP,212,80
MINTERBROOK 216,KP,135,70
ALASKA 221,KP,366,118
GLENWOOD 232,KP,366,135
MEADOWMEER 321,KP,157,20
APEX 162,KP,366,94
OLALLA 265,KP,218,85
WINSTON 129,KP,124,40
RIDGETOP 149,KP,229,78
EAGLE CREST 164,KP,378,94
LOCKER 246,KP,345,160
BROWNSVILLE 105,KP,430,108
KINGSTON 430,KP,457,149
VENA 173,KP,271,91
CEDAR 211,KP,276,96
BREMERTON 041,KP,221,82
BREMERTON 040,KP,255,82
POULSBO 401,KP,407,126
BREMERTON 046,KP,249,95
CAMBRIDGE 144,KP,179,81
BREMERTON 056,KP,236,87
TWIN SPITS 417,KP,381,76
BIG VALLEY 441,KP,224,86
CHARLAND 110,KP,214,89
SKIFF POINT 328,KP,303,58
LOST HIGHWAY 157,KP,275,148
TRIDENT 101,KP,59,29
WILSON CREEK 242,KP,272,80
SYLVAN 066,KP,285,105
PORT ORCHARD 201,KP,230,98
EVERGREEN 257,KP,416,143
FERNWOOD 230,KP,349,128
MANCHESTER 255,KP,264,63
SUNNYSLOPE 281,KP,239,102
LOFALL 442,KP,421,142
BLAKELY 310,KP,309,49
PORT ORCHARD 207,KP,281,82
WOODMERE 127,KP,340,128
BREMERTON 058,KP,293,63
UELAND 082,KP,0,0
WATERMAN 295,KP,204,72
BREMERTON 054,KP,178,46
PIONEER 152,KP,368,135
SILVERDALE 160,KP,296,111
BREMERTON 051,KP,16,24
BREMERTON 052,KP,187,56
BREMERTON 053,KP,358,124
SEABECK 155,KP,405,154
PARKWOOD 270,KP,337,124
ISLAND LAKE 427,KP,266,112
BREMERTON 109,KP,22,11
BREIDABLIK 410,KP,327,89
BREMERTON 107,KP,0,0
WHISPERING PINES 227,KP,285,145
FRAGARIA 259,KP,272,96
LOVGREN 332,KP,215,29
BANDIX 263,KP,288,158
FORT WARD 318,KP,383,54
FUSON 175,KP,253,108
HARPER 240,KP,272,92
WILLOCK 258,KP,251,108
LIBERTY 325,KP,313,51
PORT ORCHARD 203,KP,141,56
SPRING CREEK 217,KP,216,61
MULLENIX 260,KP,336,132
LARSON 153,KP,366,122
FINCH 314,KP,265,42
ROLLING BAY 330,KP,348,59
BREMERTON 029,KP,235,81
TOTTEN 463,KP,260,68
WOODRIDGE 222,KP,157,73
MANZANITA 336,KP,239,51
OLD FRONTIER 106,KP,329,148
BREMERTON 022,KP,175,86
NEBRASKA 223,KP,280,107
EAGLE HARBOR 317,KP,263,41
NEW BROOKLYN 322,KP,227,51
TOLO 333,KP,326,54
FERNCLIFF 315,KP,515,79
S&#39;KLALLAM 418,KP,28,4
PORT ORCHARD 202,KP,309,123
NAVY YARD CITY 095,KP,262,112
PORT ORCHARD 200,KP,148,57
SANTA FE 148,KP,262,82
PORT ORCHARD 206,KP,0,0
FIRGLADE 137,KP,200,67
