Row Label,County,Yes,No
Roza,BE,0,0
Edgewater,BE,89,156
Griffin(*),BE,0,0
110,BE,115,152
151,BE,236,301
150,BE,132,263
Vista,BE,45,96
WR 4,BE,163,269
Legion,BE,113,196
Cherry,BE,123,206
Roe(*),BE,0,0
Oak,BE,46,111
WR 9,BE,103,142
WR 8,BE,136,274
W1-P663,BE,115,154
Paterson,BE,5,16
WR 2,BE,83,92
WR 3,BE,62,80
W2 - P626,BE,76,93
W2 - P580,BE,84,105
W3 - P520,BE,43,66
WR 7,BE,154,255
Chandler,BE,17,35
W3 - P525,BE,90,113
W2 - P585,BE,70,91
W2-P574,BE,62,100
230,BE,105,92
Yakima(*),BE,0,0
WR13,BE,70,168
WR14,BE,175,257
WR15,BE,101,166
WR 6,BE,173,259
320,BE,160,286
WR 5,BE,53,69
155,BE,142,274
W2 - P620,BE,68,138
White Bluffs,BE,149,281
200,BE,113,115
145,BE,143,259
205,BE,99,103
140,BE,94,145
275,BE,62,73
W2 - P630,BE,147,131
Expansion(*),BE,0,0
Goose Ridge,BE,19,62
W2 - P634,BE,139,256
Reese,BE,11,28
W2 - P636,BE,125,186
W2 - P637,BE,127,235
W2 - P638,BE,146,203
Susie,BE,8,28
W1 - P691,BE,24,27
W1 - P690,BE,173,220
W3 - P530,BE,97,69
South,BE,80,159
Ida,BE,0,0
120,BE,112,209
Tumble Weed,BE,15,48
Sacagawea(*),BE,0,0
470,BE,116,108
260,BE,81,141
Shockley(*),BE,0,0
W3-P516,BE,10,5
Red Mountain,BE,87,203
Total,BE,21535,31455
WR12,BE,145,242
Clements,BE,22,49
