Row Label,County,Yes,No
W3 - P535,BE,62,73
215,BE,108,100
Ridge,BE,0,0
Kiona,BE,147,335
210,BE,80,135
Hedges,BE,87,148
Weidle,BE,14,38
Randy,BE,36,95
W2 - P641,BE,73,126
W2 - P640,BE,112,182
135,BE,101,162
165,BE,111,110
W1 - P685,BE,147,248
W1 - P686,BE,129,216
W1 - P680,BE,153,238
W1 - P681,BE,127,168
W1 - P682,BE,183,282
W1 - P683,BE,135,166
El Rancho,BE,163,325
Columbia(*),BE,0,0
Benton South,BE,125,152
W3 - P545,BE,79,78
French,BE,14,25
289,BE,173,285
288,BE,125,163
(none),BE,103,191
Carley(*),BE,0,0
281,BE,164,272
280,BE,136,252
283,BE,97,161
220,BE,94,94
285,BE,205,293
284,BE,100,161
287,BE,96,90
286,BE,74,173
235,BE,84,105
Apricot,BE,31,41
Benton East,BE,0,0
455,BE,146,123
Reata,BE,122,144
W1 - P670,BE,125,147
W3-P511,BE,11,15
W1 - P675,BE,58,81
W1 - P674,BE,81,150
265,BE,125,126
W1 - P676,BE,157,247
Harrington,BE,125,265
W3 - P558,BE,139,278
W3 - P559,BE,148,229
W3 - P552,BE,153,162
W3 - P553,BE,130,151
W3 - P550,BE,133,201
W3 - P551,BE,98,169
W3 - P556,BE,161,228
W3 - P557,BE,129,217
WR 11,BE,105,213
W3 - P555,BE,90,157
WR 17,BE,66,170
130,BE,110,168
WR 16,BE,73,136
Onion(*),BE,0,0
Benton North,BE,185,199
292,BE,124,104
293,BE,72,114
290,BE,140,204
Badger,BE,61,193
Crow Butte,BE,8,24
195,BE,98,148
Washington,BE,56,63
311,BE,0,0
310,BE,134,205
Mills,BE,172,212
Rattlesnake,BE,34,39
Liberty,BE,3,8
115,BE,98,128
271,BE,56,104
W1 - P660,BE,141,152
W1 - P667,BE,83,57
W1 - P664,BE,204,306
W1 - P665,BE,167,223
278,BE,123,232
279,BE,60,73
W1 - P668,BE,197,281
W1 - P669,BE,81,111
175,BE,184,312
Wheat,BE,0,0
Walnut Grove,BE,103,109
Kennewick Valley,BE,110,175
Hawthorne,BE,96,89
W3 - P560,BE,53,110
255,BE,115,153
Yellowstone,BE,68,105
Cook,BE,7,9
Celilo,BE,125,244
WR 10,BE,11,20
Black Rock(*),BE,0,0
Orchard,BE,7,13
300,BE,105,192
301,BE,144,157
Jewel,BE,16,30
305,BE,134,182
W1 - P657,BE,107,135
W1 - P656,BE,83,73
W1 - P655,BE,71,118
240,BE,197,214
W1 - P651,BE,44,33
W1 - P650,BE,125,242
Ivey,BE,75,145
105,BE,94,99
245,BE,92,120
Hanford 4,BE,0,0
Hanford 3,BE,0,0
Hanford 2,BE,0,0
Hanford 1,BE,0,0
Cascade,BE,92,166
Gage(*),BE,0,0
WR 1,BE,76,99
W2 - P633,BE,118,206
Cone,BE,61,127
W3 - P540,BE,123,156
160,BE,170,203
291,BE,187,187
282,BE,194,277
W2 - P635,BE,155,194
Elk,BE,0,0
125,BE,76,134
450,BE,160,163
Salmon,BE,22,50
Umatilla,BE,59,79
W1 - P645,BE,42,26
W1 - P646,BE,46,64
190,BE,131,193
W2 - P625,BE,170,141
Bobbie,BE,0,0
W2 - P639,BE,79,119
W2 - P601,BE,67,86
W2 - P600,BE,68,90
Riverside,BE,132,196
W2 - P605,BE,94,131
Finley,BE,182,270
170,BE,120,110
W3 - P505,BE,103,112
Buena Vista,BE,190,274
W3 - P500,BE,32,31
Demoss,BE,5,17
Sunny,BE,27,48
180,BE,98,67
316,BE,0,0
Pearson(*),BE,0,0
Candy(*),BE,0,0
W2 - P570,BE,111,142
186,BE,48,69
Dot,BE,51,96
W2 - P575,BE,67,70
185,BE,86,49
250,BE,140,133
Vineyard(*),BE,0,0
465,BE,154,160
Horse Heaven,BE,20,22
460,BE,139,143
McBee(*),BE,0,0
315,BE,195,297
Enterprise,BE,67,161
W2 - P590,BE,102,107
W2 - P610,BE,92,114
W2 - P595,BE,97,145
Prosser North,BE,128,167
W2 - P615,BE,45,46
270,BE,146,181
W3 - P515,BE,90,73
W3 - P510,BE,61,83
225,BE,93,159
Miller(*),BE,0,0
W2 - P565,BE,62,63
Canyon,BE,110,199
295,BE,92,214
W2 - P560,BE,84,102
