Row Label,County,Yes,No
PCT 3329,SP,277,109
PCT 4448,SP,191,211
PCT 3323,SP,279,216
PCT 3322,SP,228,164
PCT 3321,SP,315,210
PCT 3320,SP,238,136
PCT 3327,SP,231,119
PCT 3326,SP,108,86
PCT 4438,SP,319,365
PCT 4439,SP,229,289
PCT 3325,SP,397,177
PCT 4432,SP,270,279
PCT 4433,SP,203,165
PCT 4430,SP,267,297
PCT 3324,SP,300,174
PCT 4436,SP,350,382
PCT 4437,SP,277,297
PCT 4434,SP,333,421
PCT 4435,SP,283,285
PCT 7028,SP,351,368
PCT 7029,SP,191,277
PCT 7020,SP,302,290
PCT 7021,SP,142,180
PCT 7022,SP,243,204
PCT 7023,SP,243,183
PCT 7024,SP,329,352
PCT 7025,SP,267,233
PCT 7026,SP,315,239
PCT 7027,SP,220,209
PCT 3222,SP,183,71
PCT 3223,SP,232,108
PCT 3220,SP,481,130
PCT 3221,SP,323,243
PCT 6221,SP,450,260
PCT 6220,SP,378,250
PCT 6223,SP,453,198
PCT 6222,SP,309,155
PCT 6225,SP,381,233
PCT 6224,SP,381,159
PCT 3128,SP,231,156
PCT 3121,SP,173,207
PCT 3120,SP,206,186
PCT 3123,SP,173,184
PCT 3122,SP,359,158
PCT 3125,SP,210,159
PCT 3124,SP,238,173
PCT 3127,SP,301,88
PCT 3126,SP,37,45
PCT 9400,SP,21,19
PCT 4034,SP,183,221
PCT 4035,SP,165,189
PCT 4032,SP,110,221
PCT 4033,SP,185,220
PCT 4030,SP,212,163
PCT 4031,SP,228,212
PCT 6315,SP,189,136
PCT 6314,SP,262,230
PCT 6317,SP,228,173
PCT 6316,SP,171,85
PCT 6311,SP,265,181
PCT 6310,SP,273,181
PCT 6313,SP,332,233
PCT 6312,SP,235,205
PCT 6318,SP,248,186
PCT 6009,SP,205,195
PCT 6008,SP,202,199
PCT 9700,SP,71,98
PCT 6001,SP,252,236
PCT 6000,SP,143,238
PCT 6003,SP,306,296
PCT 6002,SP,85,63
PCT 6005,SP,220,237
PCT 6004,SP,178,197
PCT 6007,SP,239,215
PCT 6006,SP,261,238
PCT 3301,SP,389,271
PCT 3300,SP,265,206
PCT 3303,SP,258,214
PCT 3302,SP,269,226
PCT 3305,SP,229,171
PCT 3304,SP,259,225
PCT 3307,SP,194,158
PCT 3306,SP,237,253
PCT 3309,SP,253,205
PCT 3308,SP,265,221
PCT 6500,SP,74,38
PCT 6218,SP,353,170
PCT 6219,SP,364,242
PCT 6210,SP,468,184
PCT 6211,SP,272,139
PCT 6212,SP,192,134
PCT 6213,SP,326,279
PCT 6214,SP,318,173
PCT 6215,SP,428,208
PCT 6216,SP,355,190
PCT 6217,SP,403,202
PCT 3110,SP,170,125
PCT 3111,SP,169,137
PCT 3112,SP,13,10
PCT 3113,SP,224,207
PCT 3114,SP,217,213
PCT 3115,SP,239,182
PCT 3116,SP,216,231
PCT 3117,SP,169,122
PCT 3118,SP,183,109
PCT 3119,SP,175,175
PCT 4429,SP,262,319
PCT 4428,SP,165,211
PCT 4425,SP,175,219
PCT 4424,SP,234,268
PCT 4427,SP,344,293
PCT 4426,SP,139,166
PCT 4421,SP,218,180
PCT 4420,SP,114,120
PCT 4423,SP,358,345
PCT 4422,SP,273,250
PCT 7033,SP,152,198
PCT 7032,SP,317,221
PCT 7031,SP,271,220
PCT 7030,SP,325,254
PCT 7036,SP,275,121
PCT 7035,SP,101,241
PCT 7034,SP,136,182
PCT 6602,SP,199,288
PCT 6601,SP,188,218
PCT 6600,SP,251,212
PCT 6030,SP,301,417
PCT 6031,SP,174,210
PCT 6032,SP,163,152
PCT 6033,SP,351,405
PCT 6034,SP,175,397
PCT 6035,SP,143,178
PCT 6036,SP,142,179
PCT 6037,SP,115,176
PCT 4450,SP,127,127
PCT 4451,SP,193,201
PCT 4452,SP,171,236
PCT 4453,SP,242,275
PCT 4454,SP,213,150
PCT 4455,SP,217,186
PCT 4029,SP,267,245
PCT 4028,SP,373,324
PCT 4021,SP,209,333
PCT 4020,SP,201,379
PCT 4023,SP,72,116
PCT 4022,SP,193,276
PCT 4025,SP,250,239
PCT 4024,SP,193,191
PCT 4027,SP,229,235
PCT 4026,SP,221,217
PCT 4431,SP,217,219
PCT 4414,SP,273,321
PCT 4415,SP,196,238
PCT 4416,SP,220,277
PCT 4417,SP,185,136
PCT 4410,SP,318,288
PCT 4411,SP,260,282
PCT 4412,SP,194,204
PCT 4413,SP,257,241
PCT 4418,SP,241,264
PCT 4419,SP,279,251
PCT 4201,SP,95,133
PCT 4200,SP,206,195
PCT 9600,SP,22,53
PCT 6100,SP,207,88
PCT 6101,SP,232,191
PCT 6102,SP,243,189
PCT 6103,SP,116,62
PCT 6104,SP,193,138
PCT 6105,SP,247,147
PCT 6106,SP,348,221
PCT 6107,SP,198,137
PCT 6108,SP,258,89
PCT 6109,SP,156,111
PCT 3208,SP,265,192
PCT 3209,SP,290,252
PCT 3200,SP,287,89
PCT 3201,SP,376,154
PCT 3202,SP,197,95
PCT 3203,SP,318,127
PCT 3204,SP,276,88
PCT 3205,SP,304,109
PCT 3206,SP,264,97
PCT 3207,SP,148,97
PCT 6209,SP,355,160
PCT 6208,SP,453,202
PCT 6203,SP,521,151
PCT 6202,SP,331,195
PCT 6201,SP,292,185
PCT 6200,SP,395,242
PCT 6207,SP,434,225
PCT 6206,SP,505,170
PCT 6205,SP,498,167
PCT 6204,SP,592,184
PCT 3103,SP,152,139
PCT 3102,SP,127,118
PCT 3101,SP,189,144
PCT 3100,SP,209,154
PCT 3107,SP,212,183
PCT 3106,SP,196,168
PCT 3105,SP,207,140
PCT 3104,SP,228,187
PCT 3109,SP,209,157
PCT 3108,SP,153,143
PCT 4010,SP,202,276
PCT 4011,SP,250,458
PCT 4012,SP,312,499
PCT 4013,SP,164,305
PCT 4014,SP,166,179
PCT 4015,SP,212,173
PCT 4016,SP,293,247
PCT 4017,SP,277,354
PCT 4018,SP,150,204
PCT 4019,SP,153,232
PCT 6704,SP,269,203
