Row Label,County,Yes,No
PCT 3329,SP,260,118
PCT 4448,SP,220,177
PCT 3323,SP,317,171
PCT 3322,SP,234,156
PCT 3321,SP,318,205
PCT 3320,SP,220,153
PCT 3327,SP,235,117
PCT 3326,SP,138,56
PCT 4438,SP,341,345
PCT 4439,SP,280,236
PCT 3325,SP,332,234
PCT 4432,SP,294,252
PCT 4433,SP,211,155
PCT 4430,SP,282,278
PCT 3324,SP,277,192
PCT 4436,SP,321,410
PCT 4437,SP,285,288
PCT 4434,SP,309,442
PCT 4435,SP,257,303
PCT 7028,SP,315,403
PCT 7029,SP,211,255
PCT 7020,SP,239,342
PCT 7021,SP,148,173
PCT 7022,SP,206,238
PCT 7023,SP,223,197
PCT 7024,SP,274,409
PCT 7025,SP,227,269
PCT 7026,SP,247,303
PCT 7027,SP,205,220
PCT 3222,SP,173,82
PCT 3223,SP,224,113
PCT 3220,SP,360,237
PCT 3221,SP,281,276
PCT 6221,SP,341,363
PCT 6220,SP,292,326
PCT 6223,SP,316,336
PCT 6222,SP,205,251
PCT 6225,SP,346,266
PCT 6224,SP,331,203
PCT 3128,SP,259,119
PCT 3121,SP,183,188
PCT 3120,SP,238,150
PCT 3123,SP,177,178
PCT 3122,SP,303,208
PCT 3125,SP,222,137
PCT 3124,SP,264,140
PCT 3127,SP,258,126
PCT 3126,SP,49,35
PCT 9400,SP,18,22
PCT 4034,SP,195,210
PCT 4035,SP,120,235
PCT 4032,SP,131,196
PCT 4033,SP,153,248
PCT 4030,SP,171,202
PCT 4031,SP,156,275
PCT 6315,SP,163,160
PCT 6314,SP,266,215
PCT 6317,SP,208,191
PCT 6316,SP,127,128
PCT 6311,SP,235,208
PCT 6310,SP,224,231
PCT 6313,SP,311,235
PCT 6312,SP,205,226
PCT 6318,SP,210,217
PCT 6009,SP,220,176
PCT 6008,SP,214,184
PCT 9700,SP,79,87
PCT 6001,SP,223,262
PCT 6000,SP,118,257
PCT 6003,SP,250,344
PCT 6002,SP,64,82
PCT 6005,SP,236,219
PCT 6004,SP,169,198
PCT 6007,SP,224,223
PCT 6006,SP,239,249
PCT 3301,SP,325,339
PCT 3300,SP,214,251
PCT 3303,SP,256,213
PCT 3302,SP,264,230
PCT 3305,SP,214,183
PCT 3304,SP,279,201
PCT 3307,SP,165,185
PCT 3306,SP,240,239
PCT 3309,SP,282,175
PCT 3308,SP,249,236
PCT 6500,SP,80,32
PCT 6218,SP,295,221
PCT 6219,SP,267,329
PCT 6210,SP,371,267
PCT 6211,SP,243,164
PCT 6212,SP,191,136
PCT 6213,SP,319,286
PCT 6214,SP,248,237
PCT 6215,SP,401,233
PCT 6216,SP,280,257
PCT 6217,SP,334,267
PCT 3110,SP,178,112
PCT 3111,SP,177,126
PCT 3112,SP,16,9
PCT 3113,SP,238,182
PCT 3114,SP,253,171
PCT 3115,SP,250,168
PCT 3116,SP,262,182
PCT 3117,SP,201,92
PCT 3118,SP,186,106
PCT 3119,SP,194,150
PCT 4429,SP,263,309
PCT 4428,SP,199,176
PCT 4425,SP,189,205
PCT 4424,SP,237,267
PCT 4427,SP,298,332
PCT 4426,SP,137,168
PCT 4421,SP,212,186
PCT 4420,SP,129,101
PCT 4423,SP,343,351
PCT 4422,SP,292,225
PCT 7033,SP,155,196
PCT 7032,SP,284,248
PCT 7031,SP,230,254
PCT 7030,SP,240,331
PCT 7036,SP,232,159
PCT 7035,SP,140,195
PCT 7034,SP,162,149
PCT 6602,SP,240,236
PCT 6601,SP,196,204
PCT 6600,SP,265,195
PCT 6030,SP,313,403
PCT 6031,SP,168,210
PCT 6032,SP,121,195
PCT 6033,SP,326,428
PCT 6034,SP,199,370
PCT 6035,SP,128,194
PCT 6036,SP,150,167
PCT 6037,SP,128,158
PCT 4450,SP,137,115
PCT 4451,SP,200,192
PCT 4452,SP,188,215
PCT 4453,SP,218,292
PCT 4454,SP,221,140
PCT 4455,SP,228,176
PCT 4029,SP,221,288
PCT 4028,SP,326,360
PCT 4021,SP,235,301
PCT 4020,SP,239,332
PCT 4023,SP,70,116
PCT 4022,SP,208,258
PCT 4025,SP,198,292
PCT 4024,SP,144,236
PCT 4027,SP,195,269
PCT 4026,SP,201,236
PCT 4431,SP,222,206
PCT 4414,SP,284,306
PCT 4415,SP,214,222
PCT 4416,SP,248,241
PCT 4417,SP,210,109
PCT 4410,SP,279,318
PCT 4411,SP,215,319
PCT 4412,SP,188,213
PCT 4413,SP,259,233
PCT 4418,SP,222,277
PCT 4419,SP,282,245
PCT 4201,SP,131,97
PCT 4200,SP,206,185
PCT 9600,SP,27,47
PCT 6100,SP,182,106
PCT 6101,SP,236,185
PCT 6102,SP,218,205
PCT 6103,SP,124,51
PCT 6104,SP,205,124
PCT 6105,SP,206,186
PCT 6106,SP,338,226
PCT 6107,SP,179,154
PCT 6108,SP,252,101
PCT 6109,SP,157,111
PCT 3208,SP,289,163
PCT 3209,SP,321,220
PCT 3200,SP,241,132
PCT 3201,SP,354,167
PCT 3202,SP,206,81
PCT 3203,SP,298,136
PCT 3204,SP,247,115
PCT 3205,SP,262,141
PCT 3206,SP,252,104
PCT 3207,SP,148,98
PCT 6209,SP,332,172
PCT 6208,SP,369,276
PCT 6203,SP,428,240
PCT 6202,SP,313,211
PCT 6201,SP,243,225
PCT 6200,SP,367,265
PCT 6207,SP,312,340
PCT 6206,SP,396,272
PCT 6205,SP,367,285
PCT 6204,SP,469,305
PCT 3103,SP,181,108
PCT 3102,SP,126,111
PCT 3101,SP,203,126
PCT 3100,SP,232,126
PCT 3107,SP,234,161
PCT 3106,SP,224,138
PCT 3105,SP,209,137
PCT 3104,SP,251,156
PCT 3109,SP,227,134
PCT 3108,SP,167,126
PCT 4010,SP,185,288
PCT 4011,SP,250,454
PCT 4012,SP,316,489
PCT 4013,SP,182,280
PCT 4014,SP,182,161
PCT 4015,SP,148,234
PCT 4016,SP,215,316
PCT 4017,SP,276,349
PCT 4018,SP,184,173
PCT 4019,SP,192,193
PCT 6704,SP,293,173
PCT 6702,SP,200,144
PCT 6703,SP,243,183
PCT 6700,SP,245,186
PCT 6701,SP,267,186
PCT 7008,SP,259,379
PCT 7009,SP,281,446
PCT 7006,SP,245,317
PCT 7007,SP,217,277
PCT 7004,SP,191,361
PCT 7005,SP,298,485
PCT 7002,SP,150,255
PCT 7003,SP,207,341
PCT 7000,SP,252,487
PCT 7001,SP,151,279
PCT 6023,SP,126,174
PCT 6022,SP,238,283
PCT 6021,SP,261,220
PCT 6020,SP,424,338
PCT 6027,SP,219,281
PCT 6026,SP,330,406
PCT 6025,SP,165,220
PCT 6024,SP,140,179
PCT 6029,SP,220,269
PCT 6028,SP,222,184
PCT 4449,SP,135,169
PCT 3328,SP,299,173
PCT 4443,SP,146,154
PCT 4442,SP,180,175
PCT 4441,SP,174,211
PCT 4440,SP,260,308
PCT 4447,SP,153,93
PCT 4446,SP,174,118
PCT 4445,SP,219,234
PCT 4444,SP,288,273
Total,SP,78000,77547
PCT 7301,SP,176,196
PCT 7300,SP,208,233
PCT 7302,SP,174,177
PCT 4407,SP,270,268
PCT 4406,SP,259,226
PCT 4405,SP,290,265
PCT 4404,SP,262,299
PCT 4403,SP,302,248
PCT 4402,SP,280,192
PCT 4401,SP,292,281
PCT 4400,SP,247,242
PCT 4409,SP,312,436
PCT 4408,SP,266,415
PCT 3219,SP,245,234
PCT 3218,SP,356,257
PCT 3213,SP,344,220
PCT 3212,SP,237,170
PCT 3211,SP,281,181
PCT 3210,SP,294,161
PCT 3217,SP,335,285
PCT 3216,SP,363,293
PCT 3215,SP,187,141
PCT 3214,SP,261,237
PCT 4300,SP,210,216
PCT 4301,SP,132,140
PCT 4302,SP,282,242
PCT 4303,SP,211,301
PCT 4304,SP,189,177
PCT 4305,SP,189,159
PCT 4306,SP,232,313
PCT 4307,SP,63,51
PCT 9500,SP,81,88
PCT 4003,SP,277,467
PCT 4002,SP,235,288
PCT 4001,SP,158,224
PCT 4007,SP,157,223
PCT 4006,SP,282,400
PCT 4005,SP,165,298
PCT 4004,SP,205,374
PCT 4009,SP,179,321
PCT 4008,SP,134,243
PCT 6302,SP,184,184
PCT 6303,SP,385,364
PCT 6300,SP,354,454
PCT 6301,SP,358,423
PCT 6306,SP,222,280
PCT 6307,SP,114,175
PCT 6304,SP,322,377
PCT 6305,SP,165,190
PCT 6308,SP,153,161
PCT 6309,SP,218,326
PCT 3000,SP,4,3
PCT 7011,SP,118,216
PCT 7010,SP,174,254
PCT 7013,SP,157,339
PCT 7012,SP,218,300
PCT 7015,SP,189,323
