Row Label,County,Yes,No
Griffin,BE,2,7
215,BE,104,107
Ridge,BE,0,0
Kiona,BE,117,367
210,BE,71,144
Hedges,BE,56,186
Weidle,BE,10,42
Randy,BE,39,94
W2 - P641,BE,92,108
W2 - P640,BE,121,172
135,BE,138,130
165,BE,112,113
W1 - P685,BE,177,227
W1 - P686,BE,141,207
W1 - P680,BE,168,229
W1 - P681,BE,152,149
W1 - P682,BE,211,258
W1 - P683,BE,140,163
El Rancho,BE,207,282
Columbia(*),BE,0,0
Benton South,BE,106,174
W3 - P545,BE,75,88
French,BE,11,28
289,BE,206,257
288,BE,172,120
(none),BE,101,199
Carley(*),BE,0,0
281,BE,243,197
280,BE,207,192
283,BE,123,139
220,BE,87,104
285,BE,239,260
284,BE,148,114
287,BE,105,82
286,BE,128,123
235,BE,87,107
Apricot,BE,32,42
Benton East,BE,0,0
Candy,BE,2,5
455,BE,159,117
Reata,BE,108,158
W1 - P670,BE,120,153
W3-P511,BE,8,18
W1 - P675,BE,57,83
W1 - P674,BE,94,136
265,BE,121,135
W1 - P676,BE,211,200
Harrington,BE,130,266
W3 - P558,BE,131,288
W3 - P559,BE,134,255
W3 - P552,BE,124,196
W3 - P553,BE,133,149
W3 - P550,BE,137,198
W3 - P551,BE,107,165
W3 - P556,BE,153,240
W3 - P557,BE,120,229
WR 11,BE,92,226
W3 - P555,BE,93,158
WR 17,BE,74,164
130,BE,167,118
WR 16,BE,62,146
Onion(*),BE,0,0
Benton North,BE,140,246
292,BE,146,84
293,BE,88,102
290,BE,162,188
Badger,BE,79,177
Crow Butte,BE,8,26
195,BE,93,161
Washington,BE,47,72
311,BE,0,0
310,BE,177,169
Mills,BE,154,236
Rattlesnake,BE,25,48
Liberty,BE,2,9
115,BE,130,97
271,BE,54,110
W1 - P660,BE,119,175
W1 - P667,BE,68,75
W1 - P664,BE,232,285
W1 - P665,BE,187,201
278,BE,159,208
279,BE,61,71
W1 - P668,BE,250,234
W1 - P669,BE,102,95
175,BE,227,276
Susie,BE,13,26
Walnut Grove,BE,87,124
Kennewick Valley,BE,111,181
Hawthorne,BE,87,105
W3 - P560,BE,72,94
255,BE,120,154
Yellowstone,BE,78,95
Cook,BE,5,11
Celilo,BE,129,242
WR 10,BE,9,23
Black Rock(*),BE,0,0
Orchard,BE,8,12
300,BE,152,143
301,BE,173,131
Jewel,BE,19,27
305,BE,195,133
W1 - P657,BE,119,132
W1 - P656,BE,74,87
W1 - P655,BE,72,120
Shockley,BE,3,2
240,BE,171,245
W1 - P651,BE,42,37
W1 - P650,BE,122,241
Ivey,BE,55,167
105,BE,93,100
245,BE,73,143
Hanford 4,BE,0,0
Hanford 3,BE,0,0
Hanford 2,BE,0,0
Hanford 1,BE,0,0
Cascade,BE,77,180
Gage(*),BE,0,0
WR 1,BE,70,104
W2 - P633,BE,183,145
Cone,BE,62,130
W3 - P540,BE,124,160
160,BE,199,179
291,BE,199,176
282,BE,238,240
W2 - P635,BE,168,187
Elk,BE,0,0
125,BE,98,116
450,BE,180,146
Salmon,BE,27,48
Umatilla,BE,42,97
W1 - P645,BE,36,32
W1 - P646,BE,46,62
190,BE,184,146
Bobbie,BE,0,0
W2 - P639,BE,86,116
W2 - P601,BE,69,83
W2 - P600,BE,65,95
Riverside,BE,136,193
W2 - P605,BE,103,124
Finley,BE,128,332
170,BE,126,106
W3 - P505,BE,120,98
Buena Vista,BE,188,285
W3 - P500,BE,39,25
Demoss,BE,4,18
Sunny,BE,24,54
316,BE,0,0
Pearson(*),BE,0,0
180,BE,93,75
W2 - P570,BE,99,155
186,BE,50,67
Dot,BE,41,106
W2 - P575,BE,64,74
185,BE,95,44
250,BE,122,153
Vineyard(*),BE,0,0
465,BE,158,165
Horse Heaven,BE,8,31
460,BE,145,137
McBee(*),BE,0,0
315,BE,275,230
Enterprise,BE,93,140
W2 - P590,BE,105,105
W2 - P610,BE,105,105
W2 - P595,BE,101,142
Prosser North,BE,94,207
W2 - P615,BE,40,50
270,BE,188,143
W3 - P515,BE,87,79
W3 - P510,BE,58,86
225,BE,115,136
Miller(*),BE,0,0
W2 - P565,BE,56,70
Canyon,BE,125,182
295,BE,132,174
W2 - P560,BE,91,102
Roza,BE,0,0
Edgewater,BE,60,187
W2 - P625,BE,156,156
110,BE,140,133
151,BE,319,223
150,BE,203,195
Vista,BE,36,103
WR 4,BE,157,278
Legion,BE,80,231
Cherry,BE,90,239
Roe(*),BE,0,0
Oak,BE,45,114
WR 9,BE,117,135
WR 8,BE,146,270
W1-P663,BE,112,159
Paterson,BE,9,12
WR 2,BE,62,115
WR 3,BE,54,90
W2 - P626,BE,62,107
W2 - P580,BE,104,91
W3 - P520,BE,41,68
WR 7,BE,169,252
Chandler,BE,14,37
W3 - P525,BE,93,110
W2 - P585,BE,86,79
W2-P574,BE,64,100
230,BE,100,99
Yakima(*),BE,0,0
WR13,BE,83,158
WR14,BE,176,264
WR15,BE,102,169
WR 6,BE,171,260
320,BE,213,243
WR 5,BE,46,78
155,BE,190,236
W2 - P620,BE,76,132
White Bluffs,BE,161,273
200,BE,99,131
145,BE,216,191
205,BE,80,125
140,BE,114,129
275,BE,79,58
W3 - P535,BE,51,84
W2 - P630,BE,121,152
Expansion(*),BE,0,0
Goose Ridge,BE,26,55
W2 - P634,BE,219,189
Reese,BE,4,36
W2 - P636,BE,151,161
W2 - P637,BE,174,187
W2 - P638,BE,149,200
Wheat,BE,0,0
W1 - P691,BE,16,33
W1 - P690,BE,213,183
W3 - P530,BE,84,78
South,BE,84,159
Ida,BE,0,0
120,BE,187,143
Tumble Weed,BE,16,46
Sacagawea(*),BE,0,0
470,BE,115,110
260,BE,103,125
W3-P516,BE,8,7
Red Mountain,BE,92,197
Total,BE,23354,30266
WR12,BE,166,231
Clements,BE,27,45
