Row Label,County,Yes,No
CLARKSTON #2,AS,220,37
SWALLOWS NEST,AS,359,98
WEST CLARKSTON #1,AS,242,52
WEST CLARKSTON #2,AS,233,58
WEST CLARKSTON #3,AS,306,53
ASOTIN #1,AS,200,29
ASOTIN #2,AS,204,41
SOUTH CLARKSTON #1,AS,198,71
SOUTH CLARKSTON #2,AS,309,51
W ASOTIN,AS,144,33
CLARKSTON #6,AS,217,44
CLARKSTON #7,AS,132,34
RURAL ASOTIN,AS,121,56
CLARKSTON #4,AS,216,56
Total,AS,6133,1504
ANATONE,AS,96,52
CLARKSTON #3,AS,200,40
CLARKSTON HTS #4,AS,267,44
CLARKSTON #8,AS,183,52
CLARKSTON HTS #3,AS,97,29
CLARKSTON HTS #2,AS,454,109
CLARKSTON HTS #1,AS,267,66
CLARKSTON #5,AS,142,30
CLARKSTON HTS #7,AS,292,103
CLARKSTON HTS #6,AS,419,98
CLARKSTON HTS #5,AS,451,139
CLARKSTON #1,AS,164,29
