Row Label,County,Yes,No
PATAHA,GA,55,119
PING - VOTE BY MAIL,GA,7,13
PEOLA-VOTE BY MAIL,GA,4,9
GROUSE-VOTE BY MAIL(*),GA,0,0
MAYVIEW-VOTE BY MAIL(*),GA,0,0
TUCANNON - VB MAIL,GA,20,42
WARD 3,GA,95,139
WARD 1,GA,30,83
SCOGGIN - VB MAIL,GA,22,85
Total,GA,407,797
WARD 4,GA,60,95
WARD 2,GA,92,133
PLEASANT-VB MAIL,GA,10,43
