Row Label,County,Yes,No
669,CR,210,362
668,CR,312,329
667,CR,212,246
664,CR,297,300
663,CR,230,184
662,CR,307,308
660,CR,286,316
130,CR,399,245
571,CR,261,308
490,CR,193,293
491,CR,23,29
626,CR,291,249
692,CR,295,322
693,CR,184,153
690,CR,331,330
691,CR,277,287
696,CR,312,395
697,CR,376,370
694,CR,138,66
695,CR,321,314
698,CR,236,347
699,CR,235,308
450,CR,382,360
540,CR,222,496
340,CR,293,297
400,CR,186,157
595(*),CR,0,0
930,CR,265,366
452,CR,256,299
935,CR,259,363
570,CR,261,347
678,CR,220,242
679,CR,221,175
674,CR,247,269
675,CR,174,244
677,CR,279,346
670,CR,354,284
672,CR,248,239
455,CR,205,237
120,CR,435,282
575,CR,66,117
914,CR,290,318
917,CR,154,257
528,CR,191,419
910,CR,278,264
537,CR,94,154
415,CR,258,188
535,CR,272,524
410,CR,367,341
913,CR,326,390
298,CR,175,187
530,CR,82,199
296,CR,240,172
370,CR,213,225
294,CR,208,175
912,CR,233,261
925,CR,228,302
290,CR,335,246
538,CR,114,204
591,CR,311,535
590,CR,300,503
593,CR,240,431
592,CR,308,462
594,CR,9,13
597,CR,22,52
200,CR,388,225
598,CR,5,15
629,CR,255,272
700,CR,42,63
190,CR,396,265
985,CR,267,221
390,CR,363,326
110,CR,457,233
113,CR,184,123
112,CR,28,28
250,CR,400,297
536,CR,118,255
628,CR,295,301
524,CR,30,51
525,CR,146,279
527,CR,206,330
520,CR,129,225
521,CR,7,7
522,CR,106,121
523,CR,3,17
420,CR,288,298
423,CR,228,208
255,CR,287,288
425,CR,217,225
424,CR,322,343
360,CR,320,301
426,CR,361,403
586,CR,217,280
587,CR,206,284
449,CR,387,415
448,CR,355,408
582,CR,181,289
583,CR,226,262
580,CR,145,268
581,CR,139,154
441,CR,297,298
440,CR,302,313
447,CR,328,443
446,CR,258,333
445,CR,384,377
444,CR,398,376
245,CR,299,353
920,CR,218,306
108,CR,368,228
240,CR,334,405
102,CR,241,242
100,CR,411,270
615,CR,94,200
106,CR,306,231
649,CR,245,256
104,CR,327,309
903,CR,311,270
900,CR,283,282
905,CR,270,352
641,CR,142,104
640,CR,319,242
643,CR,281,245
642,CR,101,166
645,CR,389,352
644,CR,320,327
647,CR,183,255
646,CR,143,138
436,CR,184,150
510,CR,165,276
434,CR,205,247
435,CR,190,245
515,CR,282,431
430,CR,239,179
588,CR,142,194
579,CR,8,16
578,CR,23,37
627,CR,267,292
338,CR,314,259
625,CR,222,413
624,CR,63,74
335,CR,265,197
451,CR,277,313
337,CR,302,240
453,CR,272,285
577,CR,283,526
330,CR,324,274
456,CR,357,459
574,CR,10,20
600,CR,148,173
175,CR,276,131
257,CR,316,275
170,CR,288,201
543,CR,224,401
654,CR,203,203
656,CR,150,164
710,CR,164,96
180,CR,296,172
655,CR,275,237
652,CR,283,241
653,CR,294,184
650,CR,271,293
651,CR,211,205
505,CR,313,424
502,CR,231,320
503,CR,206,256
500,CR,298,387
659,CR,307,280
630,CR,265,196
631,CR,373,285
632,CR,158,154
633,CR,289,228
634,CR,245,266
635,CR,212,226
636,CR,202,294
560,CR,272,342
639,CR,250,272
545,CR,157,280
460,CR,390,433
566,CR,189,215
225,CR,380,430
160,CR,294,157
220,CR,283,153
964,CR,292,348
965,CR,286,323
966,CR,145,262
967,CR,168,213
960,CR,340,380
961,CR,51,55
962,CR,167,311
963,CR,240,219
968,CR,254,255
969,CR,185,173
658,CR,217,315
720,CR,191,269
947,CR,200,301
605,CR,200,402
150,CR,233,132
153,CR,183,229
606,CR,36,83
395,CR,119,77
603,CR,120,281
555,CR,340,378
550,CR,316,447
553,CR,257,319
584,CR,212,311
681,CR,263,203
959,CR,13,20
958,CR,56,47
951,CR,294,239
950,CR,279,267
953,CR,144,114
957,CR,55,81
638,CR,236,271
327,CR,278,345
585,CR,316,393
325,CR,229,227
620,CR,257,449
147,CR,243,257
618,CR,268,433
563,CR,310,332
613,CR,111,193
610,CR,312,520
617,CR,260,339
565,CR,260,244
511,CR,12,24
648,CR,261,230
487,CR,126,167
485,CR,158,298
673,CR,353,310
483,CR,334,502
573,CR,319,419
480,CR,373,464
686,CR,237,203
432,CR,247,211
576,CR,2,6
940,CR,214,357
680,CR,244,260
470,CR,369,426
689,CR,305,292
688,CR,252,248
350,CR,250,246
685,CR,77,82
687,CR,257,261
Total,CR,58219,64701
572,CR,330,419
596(*),CR,0,0
683,CR,272,267
682,CR,261,250
