Row Label,County,Repealed,Maintained
VAN FLEET,SK,175,153
GEAR,SK,224,192
BIRDSVIEW,SK,213,190
BURLINGTON 7,SK,116,103
BOW,SK,200,302
ROCKPORT,SK,166,158
ROSARIO,SK,220,348
MOUNT VERNON 16,SK,212,307
EDISON,SK,113,132
MOUNT VERNON 14,SK,229,235
MOUNT VERNON 12,SK,88,76
RIDGEWAY,SK,118,140
MOUNT VERNON 10,SK,111,85
SAMISH,SK,131,143
MOUNT VERNON 19,SK,187,238
BAY VIEW,SK,124,212
BURLINGTON 2,SK,106,99
STARBIRD,SK,172,173
BURLINGTON 1,SK,87,95
BURLINGTON 6,SK,104,84
TERRACE,SK,258,336
BURLINGTON 4,SK,145,142
BURLINGTON 5,SK,174,191
MANSFORD,SK,40,27
MAPES,SK,66,65
FIR,SK,65,96
LYMAN,SK,55,40
GAGES,SK,47,46
NOOKACHAMPS,SK,91,123
SAUK,SK,193,188
VEDERE,SK,104,153
HAMILTON,SK,29,26
POINT WILLIAMS,SK,120,179
SKYRIDGE,SK,165,189
SEDRO WOOLLEY  7(*),SK,0,0
CONCRETE,SK,92,56
ALDER,SK,128,91
CLEAR LAKE,SK,197,177
FRUITDALE,SK,105,74
SWINOMISH,SK,235,172
SEDRO WOOLLEY  6,SK,195,161
MINKLER,SK,147,126
ANACORTES 20,SK,264,373
TINGLEY,SK,123,96
ANACORTES 22,SK,244,307
ANACORTES 24,SK,366,528
BIG LAKE,SK,233,280
ANACORTES 5,SK,5,6
COLLINS,SK,125,103
AVON,SK,165,164
MARCH POINT,SK,22,6
MOUNT VERNON 30,SK,198,232
FIDALGO,SK,225,269
MOUNT VERNON  4,SK,260,250
MOUNT VERNON  5,SK,56,47
MOUNT VERNON  6,SK,118,165
MOUNT VERNON  7,SK,143,240
WHITNEY,SK,54,91
MOUNT VERNON  2,SK,84,84
MOUNT VERNON  3,SK,158,173
LAKE SIXTEEN,SK,86,102
MOUNT VERNON  8,SK,311,316
MOUNT VERNON  9,SK,84,103
DEWEY,SK,303,364
BELFAST,SK,120,92
MOUNT VERNON 15,SK,128,109
MCMURRAY EAST,SK,39,50
LAKE CAVANAUGH,SK,66,59
SHELTER BAY,SK,281,170
MOUNT VERNON 27,SK,61,55
MOUNT VERNON 22,SK,280,400
MOUNT VERNON 21,SK,323,285
LOOKOUT,SK,222,233
MOUNT VERNON 11,SK,156,200
ANACORTES  9,SK,172,245
COUNTRY CLUB,SK,82,77
ANACORTES 21,SK,325,483
MOUNT VERNON  1,SK,80,67
SEDRO WOOLLEY  2,SK,217,192
SEDRO WOOLLEY  3,SK,137,141
SEDRO WOOLLEY  1,SK,205,163
MCMURRAY WEST,SK,87,96
SEDRO WOOLLEY  4,SK,216,166
SEDRO WOOLLEY  5,SK,271,240
ANACORTES  1,SK,136,191
MCRAE,SK,276,298
ANACORTES  6,SK,138,223
ANACORTES  7,SK,285,445
ANACORTES  4,SK,125,134
VIEW TERRACE(*),SK,0,0
SNEE OOSH,SK,129,193
MONTBORNE,SK,214,285
STERLING,SK,63,53
FREDONIA,SK,34,38
CASCADE,SK,42,35
DIGBY,SK,25,12
HARMONY,SK,95,132
PADILLA,SK,36,61
DUNBAR,SK,46,36
LA CONNER,SK,166,190
CEDARDALE,SK,58,74
BURLINGTON 3,SK,41,42
PRAIRIE,SK,207,191
RIVERBEND,SK,12,6
HAMBURG,SK,60,104
ANACORTES 11,SK,233,279
ALLEN,SK,93,86
ANACORTES 17,SK,263,410
CONWAY,SK,72,96
LITTLE MOUNTAIN,SK,84,110
GUEMES,SK,125,192
ALGER,SK,119,144
BLANCHARD,SK,165,255
DODGE VALLEY,SK,63,99
Total,SK,16251,18363
