Row Label,County,Repealed,Maintained
Morris,TH,247,138
Lacey 07,TH,107,148
Lacey 04,TH,87,70
Lacey 05,TH,75,114
Lacey 02,TH,100,107
Lacey 03,TH,126,147
Deschutes,TH,226,184
Olympia 50,TH,79,144
Tumwater 28,TH,194,253
Tumwater 29,TH,0,0
Friendly Grove,TH,80,119
Olympia 51,TH,26,45
Fair Oaks,TH,98,139
Woodard Creek,TH,139,160
Pines,TH,138,119
Scott Lake North,TH,89,67
Mushroom Corner,TH,156,151
Tumwater 14,TH,78,75
Yelm 2,TH,147,144
Deerbrush,TH,197,163
Henness,TH,326,231
Lacey 09,TH,71,68
Kinwood,TH,123,153
Rainier 02,TH,112,83
Summit Lake,TH,139,151
Lacey 19,TH,92,111
Lacey 18,TH,153,171
Simmons 9,TH,3,3
Lacey 11,TH,87,178
Simmons 4,TH,5,13
Lacey 13,TH,79,72
Lacey 01,TH,55,70
Lacey 15,TH,137,152
Gull Harbor,TH,93,120
Simmons 3,TH,4,12
Olympia 59,TH,66,189
Spurgeon Creek,TH,78,85
Black River,TH,242,254
Forest,TH,233,218
Olympia 24,TH,75,198
Meadows,TH,147,135
Pattison,TH,170,175
Olympia 54,TH,68,118
Olympia 55,TH,69,103
Olympia 56,TH,135,134
Olympia 57,TH,54,111
Tykle Cove,TH,106,234
Mcallister Creek,TH,141,120
Olympia 52,TH,54,107
Mcintosh,TH,296,311
Tenino 02,TH,114,102
Olympia 39,TH,91,211
Steamboat Island,TH,102,169
Olympia 20,TH,49,112
Lacey 08,TH,68,112
Lacey 41,TH,127,167
Beach Crest,TH,119,140
Ames,TH,109,181
Jones Beach,TH,75,122
Pleasant Glade,TH,89,112
Lacey 35,TH,57,51
Evergreen Shores,TH,130,147
Hewitt Lake,TH,138,279
Tumwater 08,TH,146,210
Olympia 60,TH,83,103
Tumwater 06,TH,191,321
Tumwater 07,TH,113,147
Tumwater 04,TH,107,93
Tumwater 05,TH,107,128
Tumwater 02,TH,103,188
Tumwater 03,TH,148,186
Roosevelt,TH,195,208
Tumwater 01,TH,88,141
University North,TH,69,70
Olympia 49,TH,91,226
Olympia 48,TH,185,213
Bush Prairie,TH,46,38
Summerset,TH,259,283
Olympia 42,TH,54,152
Olympia 41,TH,90,220
Olympia 40,TH,75,172
Olympia 47,TH,114,241
Olympia 46,TH,136,157
Olympia 45,TH,95,91
Olympia 44,TH,54,96
Holmes,TH,119,175
Cooper Point,TH,108,227
Ruth Prairie,TH,80,70
Hawks Ridge,TH,69,61
Weir Prairie,TH,175,171
Wilderness,TH,169,267
Lacey 32,TH,145,167
Camelot,TH,82,145
University South,TH,75,109
Lacey 24,TH,172,234
Gallagher Cove,TH,199,309
Lacey 17,TH,141,150
Total,TH,34235,43048
College,TH,20,34
Bigelow,TH,116,179
Lacey 37,TH,50,43
Olympia 08,TH,91,210
Beaver Creek,TH,329,278
Oyster Bay,TH,125,239
Eaton Creek,TH,106,112
Lacey 28,TH,83,108
Olympia 25,TH,73,158
Four Corners,TH,257,250
South Bay,TH,165,225
Indian Summer,TH,141,235
Longmire,TH,124,85
Tumwater 24,TH,91,138
Clear Lake,TH,276,219
Airport,TH,14,15
Thompson,TH,89,104
Bucoda,TH,77,53
Glen Terra,TH,47,56
Frye Cove,TH,135,236
Cougar Mountain,TH,53,29
Mckinley,TH,44,77
Olympia 37,TH,70,136
Gibson Valley,TH,33,32
Olympia 35,TH,160,375
Black Lake,TH,214,228
Scheller,TH,80,74
Olympia 30,TH,93,169
Olympia 31,TH,97,168
Sunwood Lakes,TH,255,276
Lydia Hawk,TH,270,246
Lacey 23,TH,65,77
Olympia 32,TH,126,261
Michigan Hill,TH,97,103
Tumwater 09,TH,101,118
Yelm 4,TH,173,175
Lacey 48,TH,90,120
Zangle,TH,116,207
Fish Trap,TH,85,183
East Olympia,TH,136,164
Munn Lake,TH,94,115
Sunset Beach,TH,115,263
Olympia 27,TH,52,83
Lacey 43,TH,161,202
Lacey 40,TH,174,183
Fristoe,TH,142,97
Lacey 46,TH,283,386
Lacey 47,TH,186,306
Lacey 44,TH,60,70
Hicks,TH,22,34
Salmon Creek,TH,95,115
Lacey 49,TH,62,117
Wards,TH,60,83
South Union,TH,236,218
Boston Harbor,TH,134,244
Olympia 29,TH,134,211
Olympia 28,TH,85,241
Trails End,TH,261,340
Hartwood,TH,244,347
Waddell Creek,TH,135,142
Fleetwood,TH,212,223
Olympia 26,TH,81,200
Olympia 21,TH,124,295
Bald Hills,TH,56,47
Olympia 23,TH,119,241
Violet Prairie,TH,259,160
Lacey 20,TH,58,59
Hawk Acres,TH,118,112
Tumwater 27,TH,108,213
Lacey 21,TH,79,72
Lakeside,TH,82,86
Lacey 22,TH,87,110
Olympia 36,TH,44,69
Glenwood,TH,55,63
Simmons 2(*),TH,0,0
Chambers,TH,232,287
Nisqually,TH,153,116
