Row Label,County,Repealed,Maintained
216,WM,144,293
217,WM,175,150
214,WM,130,244
215,WM,121,331
212,WM,96,113
213,WM,226,324
210,WM,132,374
211,WM,226,199
106    ,WM,203,181
260    ,WM,107,247
218,WM,132,185
219,WM,159,218
133,WM,150,165
132,WM,187,166
131,WM,269,260
130,WM,156,129
137,WM,115,219
135,WM,193,226
139,WM,141,99
138,WM,172,289
179    ,WM,69,59
182    ,WM,260,308
604    ,WM,239,208
162    ,WM,151,195
606    ,WM,254,226
175    ,WM,157,253
249    ,WM,147,296
610    ,WM,300,252
401,WM,159,108
248    ,WM,108,156
220,WM,154,182
124    ,WM,138,138
145    ,WM,313,270
173    ,WM,151,227
265    ,WM,176,168
120,WM,238,194
121,WM,144,162
122,WM,139,147
123,WM,164,121
125,WM,243,180
127,WM,306,290
129,WM,237,211
268,WM,10,12
166    ,WM,229,277
201    ,WM,271,354
304    ,WM,100,78
172    ,WM,146,141
111    ,WM,250,180
607    ,WM,233,218
160    ,WM,170,263
701,WM,222,182
115,WM,283,202
114,WM,123,121
117,WM,225,165
116,WM,169,127
110,WM,188,199
113,WM,216,193
112,WM,118,116
205,WM,114,171
118,WM,301,208
163    ,WM,181,216
261    ,WM,112,259
209,WM,149,314
509    ,WM,154,163
161    ,WM,112,160
251    ,WM,114,288
156    ,WM,113,88
252    ,WM,17,53
301,WM,276,261
302,WM,275,262
303,WM,253,274
611    ,WM,202,158
245,WM,56,144
244,WM,118,310
108,WM,266,279
246,WM,78,229
241,WM,137,178
240,WM,171,300
243,WM,150,275
242,WM,101,184
102,WM,170,162
103,WM,218,219
101,WM,195,221
107,WM,310,208
104,WM,150,138
105,WM,121,112
247,WM,93,198
253    ,WM,115,197
169    ,WM,215,412
605,WM,147,148
141    ,WM,313,238
140    ,WM,408,257
250    ,WM,171,429
259    ,WM,106,163
601,WM,332,331
507    ,WM,179,194
174    ,WM,164,199
255    ,WM,86,192
180    ,WM,137,275
254    ,WM,118,221
603,WM,207,203
181    ,WM,254,308
609    ,WM,325,254
504,WM,120,128
505,WM,273,227
502,WM,166,227
503,WM,227,261
501,WM,196,227
168    ,WM,198,341
257    ,WM,60,171
263    ,WM,118,256
177    ,WM,119,173
178    ,WM,168,274
183    ,WM,8,12
229,WM,176,256
228,WM,108,251
227,WM,146,306
226,WM,62,141
225,WM,142,283
224,WM,47,104
223,WM,82,221
222,WM,178,428
221,WM,167,271
167    ,WM,47,35
126    ,WM,326,254
258    ,WM,108,315
256    ,WM,130,306
608    ,WM,227,184
158    ,WM,109,112
264    ,WM,145,313
262    ,WM,109,239
159    ,WM,62,70
176    ,WM,137,223
151,WM,290,250
150,WM,275,245
153,WM,226,207
152,WM,204,241
155,WM,161,150
157,WM,108,110
602,WM,268,274
164    ,WM,73,87
508    ,WM,255,209
238,WM,143,193
239,WM,186,312
144    ,WM,324,249
234,WM,206,274
235,WM,105,161
236,WM,65,120
237,WM,78,157
230,WM,109,147
231,WM,152,245
232,WM,181,264
233,WM,177,234
154    ,WM,168,142
146    ,WM,316,262
136    ,WM,214,189
165    ,WM,123,113
147,WM,242,209
203,WM,225,230
202,WM,148,163
142,WM,194,156
204,WM,93,115
207,WM,138,152
206,WM,189,250
119    ,WM,119,120
208,WM,250,384
148,WM,262,189
149,WM,187,170
170    ,WM,109,215
143    ,WM,155,138
402    ,WM,201,159
171    ,WM,154,313
506    ,WM,223,217
267    ,WM,7,33
266    ,WM,160,285
134    ,WM,242,343
801,WM,177,120
Total,WM,30461,37049
