Row Label,County,Eddie Yoon,Charles W. Johnson
210,CH,75,190
1149,CH,7,25
133,CH,56,199
132,CH,13,13
131,CH,13,32
135,CH,114,276
134,CH,81,317
490,CH,168,479
540,CH,81,287
163,CH,6,16
1150,CH,2,4
710,CH,67,206
120,CH,46,150
121,CH,56,138
122,CH,32,77
123,CH,5,18
124,CH,7,37
125,CH,115,307
126,CH,17,41
127,CH,32,61
128,CH,14,29
129,CH,39,129
410,CH,68,262
530,CH,111,355
590,CH,92,316
310,CH,59,120
190,CH,13,24
115,CH,5,23
114,CH,64,213
116,CH,22,97
111,CH,16,53
110,CH,64,171
113,CH,17,32
112,CH,3,14
520,CH,131,479
420,CH,90,286
580,CH,75,207
440,CH,119,387
100,CH,3,3
510,CH,77,164
159(*),CH,0,0
430,CH,111,342
450,CH,115,343
330,CH,60,196
136(*),CH,0,0
175,CH,134,368
174,CH,72,191
173,CH,4,16
171,CH,4,6
730,CH,150,291
182,CH,95,215
183,CH,38,134
181,CH,92,239
151(*),CH,0,0
1151(*),CH,0,0
560,CH,114,304
460,CH,123,299
164,CH,38,119
165,CH,27,72
172(*),CH,0,0
161,CH,6,18
162,CH,6,21
220,CH,94,230
720,CH,92,309
150,CH,15,26
153,CH,124,431
152,CH,2,3
155,CH,45,128
154,CH,116,346
157,CH,94,294
156,CH,8,38
158,CH,41,157
320,CH,53,183
146,CH,15,61
147,CH,80,294
144,CH,5,15
145,CH,7,12
142,CH,11,21
143,CH,5,5
140,CH,39,81
141,CH,2,8
610,CH,71,197
148,CH,49,126
149,CH,45,151
480,CH,126,345
Total,CH,4406,12900
