Row Label,County,Debra L. Stephens,John (Zamboni) Scannell
CLARKSTON #2,AS,140,69
SWALLOWS NEST,AS,295,65
WEST CLARKSTON #1,AS,172,67
WEST CLARKSTON #2,AS,175,59
WEST CLARKSTON #3,AS,212,71
ASOTIN #1,AS,135,42
ASOTIN #2,AS,148,52
SOUTH CLARKSTON #1,AS,172,52
SOUTH CLARKSTON #2,AS,205,76
W ASOTIN,AS,96,38
CLARKSTON #6,AS,157,57
CLARKSTON #7,AS,96,40
RURAL ASOTIN,AS,93,44
CLARKSTON #4,AS,165,57
Total,AS,4472,1624
ANATONE,AS,85,37
CLARKSTON #3,AS,133,64
CLARKSTON HTS #4,AS,203,62
CLARKSTON #8,AS,117,64
CLARKSTON HTS #3,AS,75,19
CLARKSTON HTS #2,AS,322,111
CLARKSTON HTS #1,AS,197,70
CLARKSTON #5,AS,97,38
CLARKSTON HTS #7,AS,224,103
CLARKSTON HTS #6,AS,307,94
CLARKSTON HTS #5,AS,339,131
CLARKSTON #1,AS,112,42
