Row Label,County,Yes,No
Friday Harbor North,SJ,290,208
San Juan South East,SJ,212,169
Lopez North,SJ,488,346
Total,SJ,4778,3494
Decatur and Outer Is,SJ,24,24
Shaw,SJ,60,49
San Juan West,SJ,288,255
Turn Point,SJ,136,116
San Juan South West,SJ,342,220
Orcas East,SJ,315,232
Eastsound,SJ,405,276
Blakely &amp; Outer Is,SJ,13,21
Friday Harbor South,SJ,227,137
Waldron &amp; Outer Is,SJ,49,18
Orcas Central,SJ,356,273
San Juan North,SJ,263,209
Lopez South,SJ,371,255
Orcas West,SJ,362,270
San Juan East,SJ,240,181
San Juan Central,SJ,337,235
