Row Label,County,Repealed,Maintained
Yellowhawk 58,WL,12,25
CP 3 63,WL,204,232
Touchet 5 56(*),WL,0,0
Spruce 24,WL,105,97
Birch 05,WL,100,138
Baumeister 04,WL,193,161
Jefferson 13,WL,265,253
Ice Harbor 34,WL,255,173
Alder 02,WL,79,79
Waitsburg 65,WL,242,204
Lincoln 49,WL,30,39
CP 1 61,WL,227,236
Watertown 29,WL,99,136
Frenchtown 4 45,WL,26,18
Ritz 53,WL,263,257
CP 2 62,WL,171,173
Frenchtown 5 44,WL,89,98
Alderbrook 01,WL,127,85
Baker 33,WL,43,51
Edison 08,WL,123,130
Pine 21,WL,89,80
Mill Creek 50,WL,131,92
Sharpstein 23,WL,117,124
Gose 47,WL,57,33
CP 5 67,WL,192,196
Henderson 11,WL,144,109
Burbank 38,WL,310,173
Garfield 09,WL,169,116
Washington 60,WL,81,56
Garrison 46,WL,124,94
Berney 35,WL,124,123
Isaacs 12,WL,89,96
Paine 20,WL,54,84
Pleasant 22,WL,268,207
Wallula 59,WL,23,18
Monroe 18,WL,221,317
Ash 03,WL,200,192
Dixie 41,WL,133,124
Touchet 4 55,WL,184,125
CP 6 68,WL,42,18
Eureka 4 43(*),WL,0,0
Blalock 36,WL,213,210
Stadium 25,WL,128,105
Clyde 39,WL,20,9
CP 4 66,WL,259,253
Pros Point 52,WL,409,438
Wainwright 28,WL,233,158
Moore 51,WL,112,107
Eureka 5 42,WL,26,20
Derry 40,WL,81,73
College 07,WL,82,158
Prescott 64,WL,49,35
Green Park 10,WL,68,112
Twin Grove 57,WL,110,116
Tausick 26,WL,127,119
Marcus 17,WL,336,285
Braden 37,WL,234,222
McNary 54,WL,149,107
Maple 16,WL,230,259
Total,WL,8474,7993
Abbott 31,WL,130,146
Clark 06,WL,70,97
