Row Label,County,Repealed,Maintained
Memorial,CZ,151,116
Windemere,CZ,339,304
Olson,CZ,173,140
Modrow,CZ,236,184
Ostrander,CZ,271,200
Baltimore,CZ,237,187
Magnolia,CZ,354,334
Hudson,CZ,279,190
Lake,CZ,181,204
Kessler,CZ,300,254
St. Helens,CZ,112,92
Woodage,CZ,186,200
Arkansas,CZ,131,82
Elk Ridge(*),CZ,0,0
Woodland South,CZ,302,252
Tunstall,CZ,93,105
Brynion,CZ,193,154
Marigold,CZ,272,293
Crawford,CZ,223,198
Chinook,CZ,299,248
Ridgecrest,CZ,28,9
Cloverdale,CZ,182,197
Woodland North,CZ,350,302
Mill,CZ,285,252
Ponderosa,CZ,223,184
Owl Creek,CZ,348,285
Willow Grove,CZ,85,56
Robbins,CZ,334,284
Powell,CZ,227,212
Ocean Beach,CZ,261,204
Sparks,CZ,157,122
Beacon,CZ,363,265
Harris,CZ,249,188
Delameter,CZ,249,161
Ryderwood,CZ,119,100
Redpath,CZ,191,154
Nevada,CZ,204,196
Sandy Bend,CZ,275,199
Mint Valley,CZ,333,328
Burcham,CZ,379,351
Columbia Valley Gdns,CZ,210,134
Lexington,CZ,205,186
Rose Valley,CZ,193,145
Mt. Solo,CZ,79,64
Haussler,CZ,183,129
Silver Lake,CZ,419,332
Ammons,CZ,168,171
Kalama North,CZ,184,181
Yale,CZ,233,167
Bakers,CZ,13,8
Sacajawea,CZ,350,462
Alabama,CZ,175,106
Kalama South,CZ,268,214
Carrolls,CZ,247,232
Caples,CZ,121,90
Lone Oak,CZ,139,146
Lewis River,CZ,393,310
Industrial,CZ,0,0
Castle Rock,CZ,353,232
West Kelso,CZ,79,35
Stella,CZ,223,206
Toutle,CZ,350,204
Tower,CZ,400,276
Columbia Heights,CZ,128,139
Pacific,CZ,259,233
McGowan,CZ,61,42
Hillcrest,CZ,361,404
Boondox,CZ,12,5
View,CZ,166,144
Coal Creek,CZ,357,283
Laurel,CZ,268,310
Douglas(*),CZ,0,0
Total,CZ,15946,13515
