Row Label,County,Yes,No
Pct 008,FR,86,132
Pct 009,FR,41,31
Pct 002,FR,72,42
Pct 003,FR,39,21
Pct 001,FR,124,96
Pct 006,FR,63,55
Pct 007,FR,59,48
Pct 004,FR,47,47
Pct 005,FR,45,26
Pct 082,FR,19,96
Pct 083,FR,31,65
Pct 080,FR,99,193
Pct 081,FR,19,52
Pct 086,FR,16,72
Pct 087,FR,19,55
Pct 084,FR,25,22
Pct 085,FR,18,35
Pct 088,FR,15,28
Pct 089,FR,48,78
Pct 079,FR,30,99
Pct 078,FR,23,71
Pct 077,FR,17,50
Pct 076,FR,20,67
Pct 075,FR,11,35
Pct 074,FR,71,180
Pct 073,FR,69,214
Pct 072,FR,41,91
Pct 071,FR,55,117
Pct 070,FR,16,58
Pct 101,FR,30,87
Pct 100,FR,21,85
Pct 068,FR,2,10
Pct 069,FR,13,26
Pct 064,FR,65,137
Pct 065,FR,39,73
Pct 066,FR,96,211
Pct 067,FR,81,161
Pct 060,FR,22,82
Pct 061,FR,114,183
Pct 062,FR,153,253
Pct 063,FR,73,137
Pct 059,FR,102,224
Pct 058,FR,8,23
Pct 051,FR,94,163
Pct 050,FR,126,130
Pct 053,FR,92,94
Pct 052,FR,40,25
Pct 055,FR,133,237
Pct 054,FR,42,60
Pct 057,FR,70,126
Pct 056,FR,79,102
Pct 046,FR,123,197
Pct 047,FR,15,14
Pct 044,FR,118,89
Pct 045,FR,125,155
Pct 042,FR,81,93
Pct 043,FR,82,103
Pct 040,FR,140,83
Pct 041,FR,56,90
Pct 048,FR,86,168
Pct 049,FR,85,180
Pct 033,FR,82,83
Pct 032,FR,192,229
Pct 031,FR,31,51
Pct 030,FR,21,42
Pct 037,FR,162,153
Pct 036,FR,141,180
Pct 035,FR,44,79
Pct 034,FR,133,151
Pct 039,FR,96,139
Pct 038,FR,114,103
Pct 020,FR,26,50
Pct 021,FR,21,22
Pct 022,FR,92,107
Pct 023,FR,142,211
Pct 024,FR,62,103
Pct 025,FR,19,52
Pct 026,FR,50,76
Pct 027,FR,36,45
Pct 028,FR,37,48
Pct 029,FR,38,67
Pct 019,FR,76,110
Pct 018,FR,29,38
Pct 015,FR,77,46
Pct 014,FR,58,39
Pct 017,FR,79,53
Pct 016,FR,12,8
Pct 011,FR,53,57
Pct 010,FR,74,58
Pct 013,FR,52,36
Pct 012,FR,58,37
Pct 095,FR,22,45
Pct 094,FR,0,0
Pct 097,FR,26,24
Pct 096,FR,21,69
Pct 091,FR,6,5
Pct 090,FR,84,70
Pct 093,FR,65,90
Pct 092,FR,65,84
Total,FR,6054,8884
Pct 099,FR,10,24
Pct 098,FR,4,23
