Row Label,County,Repealed,Maintained
Montesano 601,GY,319,341
Riviera 050,GY,28,13
Aberdeen 111,GY,296,236
Hoquiam 421,GY,175,95
Satsop 052,GY,105,62
Aberdeen 132,GY,0,0
Lois Lane 082,GY,66,43
Montesano 603,GY,0,0
Ocosta 092,GY,0,0
Cutoff032,GY,56,40
Johns River 094,GY,134,130
Melbourne 072,GY,153,146
Bush 058,GY,288,242
Aberdeen 121,GY,266,215
Geissler 036,GY,17,28
Coats Landing 034,GY,136,116
Hoquiam 441,GY,191,164
Grayland 096,GY,183,115
Hoquiam 461,GY,150,128
Blockhouse 068,GY,147,137
Boundary 044,GY,31,21
Stover 026(*),GY,0,0
Humptulips 018,GY,31,21
Chehalis 066,GY,4,3
Elma 302,GY,271,180
Cohasset 098,GY,104,81
Aberdeen Lake 038(*),GY,0,0
Burrows 014,GY,16,17
Quinault 004,GY,82,71
Porter 062,GY,108,98
Delezenne 070,GY,182,150
Pacific Beach 008,GY,92,112
Aberdeen 131,GY,351,276
Westport 901,GY,305,231
Elma 301,GY,106,107
Axford 020,GY,78,39
Brady 048,GY,228,199
Dekay 022,GY,39,37
Ocean City 012,GY,138,122
Moclips 010,GY,12,8
Sierra 086(*),GY,0,0
Cosmopolis 201,GY,283,224
Cedar Creek 064,GY,70,43
Ocean Shores 801,GY,302,279
Ocean Shores 802,GY,444,392
Ocean Shores 803,GY,397,336
Aberdeen 141,GY,224,268
Calder 056,GY,138,111
Lund 088,GY,44,30
Taholah 002,GY,84,87
Aberdeen 142,GY,226,188
Devonshire 074,GY,136,110
Reynvaan 040,GY,56,64
Hoquiam 411,GY,190,144
Aberdeen 161,GY,285,199
Wilderness 016,GY,56,49
Hoquiam 451,GY,166,132
Hoquiam 431,GY,180,158
Blue Slough 084,GY,91,99
Black Creek 046,GY,268,194
Hoquiam Rural 024,GY,159,138
Wishkah 030,GY,140,116
North Wishkah 028(*),GY,0,0
McCleary Rural 060,GY,213,184
Oakville 701,GY,90,72
Vesta 076,GY,37,29
Artic 078,GY,35,26
Wynoochee 042,GY,3,3
Montesano 602,GY,304,319
Aberdeen 151,GY,193,123
Central Park 080,GY,291,272
Newskah 090,GY,9,8
McCleary 501,GY,223,167
Neilton 006,GY,46,29
Total,GY,10315,8643
