Row Label,County,Repealed,Maintained
MARYSVILLE 17,SN,150,113
WAGNER,SN,161,198
LUNDS GULCH,SN,49,61
STRAUS,SN,196,188
PEAK(*),SN,0,0
EVERETT  73,SN,137,125
LYNNWOOD  6,SN,117,136
EVERETT  71,SN,76,70
MENZEL,SN,144,99
EVERETT  77,SN,83,122
EVERETT  76,SN,139,108
RIDGEWAY,SN,94,96
EVERETT  74,SN,79,85
EVERETT  79,SN,131,114
EVERETT  78,SN,59,67
NILE,SN,0,0
RHODY RIDGE,SN,74,127
LARIMER,SN,129,131
ARNOT,SN,132,115
CHATHAM,SN,33,24
KINGMAN,SN,180,265
MANN,SN,147,123
FIR,SN,140,133
MARYSVILLE 44,SN,203,176
MUKILTEO 18,SN,164,243
MUKILTEO 19,SN,117,133
MARYSVILLE 41,SN,111,83
MARYSVILLE 40,SN,133,100
MARYSVILLE 43,SN,175,105
MARYSVILLE 42,SN,140,102
SILVER FIRS,SN,172,183
PORT SUSAN,SN,206,208
MUKILTEO 10,SN,92,116
MUKILTEO 11,SN,115,159
MUKILTEO 16,SN,168,222
MUKILTEO 17,SN,180,226
MUKILTEO 14,SN,171,195
MUKILTEO 15,SN,55,50
MILL CREEK 18,SN,116,140
MILL CREEK 19,SN,161,239
MILL CREEK 14,SN,2,6
MILL CREEK 15,SN,113,198
MILL CREEK 16,SN,91,114
MILL CREEK 17,SN,140,169
NORDEN,SN,144,107
MILL CREEK 11,SN,81,150
MILL CREEK 12,SN,112,154
STAFFORD,SN,85,112
MC RAE,SN,128,101
SOFIE,SN,99,77
MARYSVILLE 30,SN,178,159
MARYSVILLE 31,SN,204,229
MARYSVILLE 32,SN,117,99
MARYSVILLE 33,SN,3,2
MARYSVILLE 34,SN,115,125
MARYSVILLE 35,SN,162,132
MAY CREEK,SN,188,121
MARYSVILLE 37,SN,106,91
MARYSVILLE 38,SN,116,87
MARYSVILLE 39,SN,125,117
ROBE,SN,79,101
THREE LAKES,SN,138,115
LOOP,SN,173,112
VIEW,SN,145,185
LOST LAKE,SN,73,128
LAKE STEVENS  4,SN,123,124
LAKE STEVENS  5,SN,135,112
WAXON,SN,148,217
LAKE STEVENS  7,SN,154,206
LAKE STEVENS  1,SN,177,198
LAKE STEVENS  2,SN,151,136
LAKE STEVENS  3,SN,184,190
PRIEST POINT,SN,84,99
LAKE STEVENS  8,SN,151,130
LAKE STEVENS  9,SN,144,94
BOTHELL 45,SN,78,83
MONROE  1,SN,181,193
MONROE  3,SN,157,148
EVERETT  90,SN,42,38
STANWOOD 2,SN,149,110
SOUTH SNOHOMISH,SN,112,129
STANWOOD 5,SN,183,188
STANWOOD 4,SN,178,217
LYNNWOOD 23,SN,129,130
CAVALRY,SN,165,163
LYNNWOOD 21,SN,129,145
SULTAN RIVER,SN,162,138
STANWOOD 7,SN,109,64
LYNNWOOD 25,SN,158,194
LYNNWOOD 24,SN,95,111
WATERS,SN,181,184
STANWOOD 6,SN,98,109
EVERETT   4,SN,135,126
MARYSVILLE 22,SN,217,173
EVERETT  75,SN,97,85
KENWOOD,SN,103,151
ELFIN,SN,85,77
KENNARD,SN,111,125
ROBINHOOD,SN,109,131
EDMONDS 14,SN,116,116
SPADA,SN,6,2
HAINES,SN,170,156
SPENCER(*),SN,0,0
HILTONS LAKE,SN,151,163
TUCKER,SN,127,179
EVERETT  39,SN,148,113
EVERETT  38,SN,27,46
BEVERLY,SN,131,139
EVERETT  36,SN,134,101
KNOX,SN,12,7
MARINER,SN,132,100
EVERETT  33,SN,178,177
EVERETT  32,SN,120,145
EVERETT  31,SN,110,86
EVERETT  30,SN,178,149
EDMONDS 39,SN,139,256
EVERETT  41,SN,117,100
EDMONDS 33,SN,122,150
EDMONDS 32,SN,142,163
EDMONDS 31,SN,178,162
EDMONDS 30,SN,109,129
EDMONDS 37,SN,146,155
EDMONDS 36,SN,117,177
PACIFIC,SN,29,39
EDMONDS 34,SN,132,184
