Row Label,County,Yes,No
Griffin,BE,4,5
215,BE,138,72
Ridge,BE,0,0
Kiona,BE,334,147
210,BE,133,80
Hedges,BE,169,71
Weidle,BE,33,19
Randy,BE,79,53
W2 - P641,BE,90,106
W2 - P640,BE,152,140
135,BE,93,173
165,BE,128,93
W1 - P685,BE,211,190
W1 - P686,BE,202,146
W1 - P680,BE,251,145
W1 - P681,BE,145,156
W1 - P682,BE,235,230
W1 - P683,BE,131,164
Columbia,BE,2,2
El Rancho,BE,259,225
Benton South,BE,192,86
W3 - P545,BE,106,56
French,BE,28,10
289,BE,219,244
288,BE,120,169
(none),BE,200,100
Carley(*),BE,0,0
281,BE,200,240
280,BE,175,219
283,BE,132,130
220,BE,106,86
285,BE,225,274
284,BE,134,126
287,BE,98,88
286,BE,118,131
235,BE,106,87
Pearson,BE,3,2
Apricot,BE,43,30
Benton East,BE,0,0
Candy,BE,5,2
455,BE,134,139
Reata,BE,146,116
W1 - P670,BE,156,112
W3-P511,BE,13,13
W1 - P675,BE,80,60
W1 - P674,BE,139,92
265,BE,139,114
W1 - P676,BE,216,188
Harrington,BE,264,133
W3 - P558,BE,288,131
W3 - P559,BE,228,158
W3 - P552,BE,212,106
W3 - P553,BE,150,130
W3 - P550,BE,189,143
W3 - P551,BE,166,106
W3 - P556,BE,216,175
W3 - P557,BE,224,125
WR 11,BE,197,122
W3 - P555,BE,142,105
WR 17,BE,137,103
130,BE,97,186
WR 16,BE,134,72
Onion(*),BE,0,0
Benton North,BE,243,143
292,BE,120,105
293,BE,108,79
290,BE,180,166
Badger,BE,154,100
Crow Butte,BE,27,9
195,BE,138,113
Washington,BE,75,43
311,BE,0,0
310,BE,171,171
Mills,BE,244,140
Rattlesnake,BE,49,23
Liberty,BE,4,7
115,BE,69,159
271,BE,103,61
W1 - P660,BE,177,114
W1 - P667,BE,75,67
W1 - P664,BE,276,240
W1 - P665,BE,205,178
278,BE,173,191
279,BE,67,63
W1 - P668,BE,234,242
W1 - P669,BE,116,79
175,BE,229,274
Susie,BE,26,12
Walnut Grove,BE,124,85
Kennewick Valley,BE,182,106
Hawthorne,BE,119,70
W3 - P560,BE,88,80
255,BE,154,121
Yellowstone,BE,99,72
Cook,BE,13,3
Celilo,BE,225,146
WR 10,BE,22,9
Black Rock(*),BE,0,0
Orchard,BE,10,10
300,BE,136,161
301,BE,154,150
Jewel,BE,34,12
305,BE,134,192
W1 - P657,BE,152,98
W1 - P656,BE,90,67
W1 - P655,BE,128,63
Shockley,BE,3,2
240,BE,226,182
W1 - P651,BE,44,35
W1 - P650,BE,238,123
Ivey,BE,147,76
105,BE,103,88
245,BE,132,84
Hanford 4,BE,0,0
Hanford 3,BE,0,0
Hanford 2,BE,0,0
Hanford 1,BE,0,0
Cascade,BE,169,90
Roe,BE,13,5
WR 1,BE,111,63
W2 - P633,BE,141,183
Cone,BE,141,54
W3 - P540,BE,157,128
160,BE,150,226
291,BE,195,173
282,BE,239,235
W2 - P635,BE,203,149
Elk,BE,0,0
125,BE,107,107
450,BE,179,144
Salmon,BE,49,24
Umatilla,BE,70,70
W1 - P645,BE,34,34
W1 - P646,BE,65,43
Gage,BE,4,2
Bobbie,BE,0,0
W2 - P639,BE,114,84
W2 - P601,BE,85,68
W2 - P600,BE,93,67
Riverside,BE,203,120
W2 - P605,BE,128,101
Finley,BE,312,150
170,BE,137,95
W3 - P505,BE,112,102
Buena Vista,BE,283,188
W3 - P500,BE,23,40
Demoss,BE,17,5
Sunny,BE,47,30
316,BE,0,0
180,BE,73,94
W2 - P570,BE,136,116
186,BE,59,58
Dot,BE,102,46
W2 - P575,BE,81,55
185,BE,69,70
250,BE,148,126
Vineyard(*),BE,0,0
465,BE,163,157
Horse Heaven,BE,27,12
460,BE,135,147
315,BE,230,273
McBee(*),BE,0,0
190,BE,151,177
Enterprise,BE,135,101
W2 - P590,BE,120,90
W2 - P610,BE,113,94
W2 - P595,BE,143,96
Prosser North,BE,192,111
W2 - P615,BE,58,33
270,BE,158,172
W3 - P515,BE,114,51
W3 - P510,BE,83,59
225,BE,146,106
Miller(*),BE,0,0
W2 - P565,BE,87,41
Canyon,BE,183,129
295,BE,140,169
W2 - P560,BE,109,79
Roza,BE,0,0
Edgewater,BE,158,87
W2 - P625,BE,159,151
110,BE,113,156
151,BE,245,292
150,BE,175,223
Vista,BE,81,60
WR 4,BE,263,169
