Row Label,County,Repealed,Maintained
HARRINGTON IN,LI,73,56
LONG LAKE,LI,48,25
S REARDAN RURAL,LI,20,28
DAVENPORT RURAL,LI,49,35
IRBY,LI,15,14
KELLER,LI,34,31
LAMONA,LI,13,14
HAWK CREEK,LI,49,26
EDWALL,LI,44,24
MOHLER,LI,30,21
EGYPT,LI,62,54
WEST LARENE,LI,20,17
SPRAGUE RURAL,LI,53,50
WHEATLAND,LI,53,33
EAST LARENE,LI,41,47
GRAVELLE,LI,11,24
GRAND COULEE,LI,22,13
REARDAN IN,LI,118,81
PEACH,LI,64,56
ALMIRA RURAL,LI,18,16
N REARDAN RURAL,LI,27,20
HARR RURAL,LI,29,24
GOVAN,LI,12,7
LAKEVIEW,LI,73,46
ODESSA IN,LI,184,133
SPRAGUE IN,LI,79,40
RIVERVIEW,LI,88,59
ENOS,LI,12,5
LAYTON,LI,7,7
CANBY,LI,24,16
EARL,LI,20,12
WILBUR RURAL,LI,57,33
WAUKON,LI,20,23
WILBUR IN,LI,180,152
DOWNS,LI,13,7
SHERMAN,LI,41,19
MONDOVI,LI,49,32
ALMIRA IN,LI,66,28
SPRING CREEK,LI,41,32
SEVEN BAYS,LI,30,34
CRESTON RURAL,LI,24,30
CRESTON IN,LI,42,40
ODESSA RURAL,LI,47,35
WILSON CREEK,LI,15,16
Total,LI,2340,1787
DAVENPORT IN,LI,311,265
BLUESTEM,LI,12,7
