Row Label,County,Debra L. Stephens,John (Zamboni) Scannell
PCT 3000(*),SP,0,0
PCT 3329,SP,247,64
PCT 4448,SP,241,85
PCT 3323,SP,262,111
PCT 3322,SP,229,83
PCT 3321,SP,309,92
PCT 3320,SP,240,64
PCT 3327,SP,218,62
PCT 3326,SP,120,36
PCT 4438,SP,443,126
PCT 4439,SP,345,84
PCT 3325,SP,356,95
PCT 4432,SP,302,115
PCT 4433,SP,221,69
PCT 4430,SP,342,110
PCT 3324,SP,274,93
PCT 4436,SP,473,85
PCT 4437,SP,356,115
PCT 4434,SP,461,103
PCT 4435,SP,349,83
PCT 7028,SP,429,108
PCT 7029,SP,264,120
PCT 7020,SP,335,73
PCT 7021,SP,190,64
PCT 7022,SP,260,55
PCT 7023,SP,241,80
PCT 7024,SP,418,114
PCT 7025,SP,287,70
PCT 7026,SP,335,78
PCT 7027,SP,276,61
PCT 3222,SP,152,48
PCT 3223,SP,203,72
PCT 3220,SP,393,66
PCT 3221,SP,322,104
PCT 6221,SP,415,91
PCT 6220,SP,384,83
PCT 6223,SP,444,55
PCT 6222,SP,295,44
PCT 6225,SP,390,80
PCT 6224,SP,321,69
PCT 3128,SP,220,101
PCT 3121,SP,205,94
PCT 3120,SP,243,77
PCT 3123,SP,214,75
PCT 3122,SP,307,76
PCT 3125,SP,194,93
PCT 3124,SP,230,95
PCT 3127,SP,254,46
PCT 3126,SP,53,20
PCT 9400,SP,23,7
PCT 4034,SP,239,73
PCT 4035,SP,205,56
PCT 4032,SP,190,61
PCT 4033,SP,232,81
PCT 4030,SP,220,49
PCT 4031,SP,265,58
PCT 6315,SP,178,55
PCT 6314,SP,301,94
PCT 6317,SP,236,67
PCT 6316,SP,151,36
PCT 6311,SP,260,74
PCT 6310,SP,276,76
PCT 6313,SP,341,85
PCT 6312,SP,265,70
PCT 6318,SP,267,68
PCT 6009,SP,257,67
PCT 6008,SP,253,75
PCT 9700,SP,103,26
PCT 6001,SP,295,73
PCT 6000,SP,227,56
PCT 6003,SP,341,83
PCT 6002,SP,84,18
PCT 6005,SP,258,94
PCT 6004,SP,222,51
PCT 6007,SP,253,96
PCT 6006,SP,279,80
PCT 3301,SP,432,98
PCT 3100(*),SP,0,0
PCT 3303,SP,268,108
PCT 3302,SP,298,90
PCT 3305,SP,220,83
PCT 3304,SP,292,92
PCT 3307,SP,219,54
PCT 3306,SP,275,84
PCT 3309,SP,268,105
PCT 3308,SP,270,114
PCT 6500,SP,54,25
PCT 6218,SP,328,63
PCT 6219,SP,355,79
PCT 6210,SP,399,88
PCT 6211,SP,231,79
PCT 6212,SP,211,47
PCT 6213,SP,352,110
PCT 6214,SP,325,46
PCT 6215,SP,393,83
PCT 6216,SP,328,76
PCT 6217,SP,390,75
PCT 3110,SP,198,56
PCT 3111,SP,159,81
PCT 3112,SP,11,8
PCT 3113,SP,285,84
PCT 3114,SP,255,98
PCT 3115,SP,265,86
PCT 3116,SP,268,99
PCT 3117,SP,179,60
PCT 3118,SP,178,60
PCT 3119,SP,196,92
PCT 4429,SP,338,108
PCT 4428,SP,229,65
PCT 4425,SP,264,66
PCT 4424,SP,293,102
PCT 4427,SP,410,112
PCT 4426,SP,189,42
PCT 4421,SP,245,75
PCT 4420,SP,152,44
PCT 4423,SP,396,127
PCT 4422,SP,323,91
PCT 7033,SP,213,61
PCT 7032,SP,318,87
PCT 7031,SP,296,90
PCT 7030,SP,329,94
PCT 7036,SP,238,51
PCT 7035,SP,165,88
PCT 7034,SP,176,76
PCT 6602,SP,287,96
PCT 6601,SP,224,82
PCT 6600,SP,287,90
PCT 6030,SP,418,127
PCT 6031,SP,225,76
PCT 6032,SP,192,39
PCT 6033,SP,454,109
PCT 6034,SP,338,101
PCT 6035,SP,182,58
PCT 6036,SP,194,67
PCT 6037,SP,159,63
PCT 4450,SP,166,44
PCT 4451,SP,251,68
PCT 4452,SP,233,76
PCT 4453,SP,329,84
PCT 4454,SP,228,67
PCT 4455,SP,241,86
PCT 3300,SP,281,72
PCT 4029,SP,302,72
PCT 4028,SP,427,93
PCT 4021,SP,328,109
PCT 4020,SP,323,123
PCT 4023,SP,129,33
PCT 4022,SP,247,104
PCT 4025,SP,298,71
PCT 4024,SP,235,60
PCT 4027,SP,271,89
PCT 4026,SP,256,67
PCT 4431,SP,279,69
PCT 4414,SP,369,122
PCT 4415,SP,221,105
PCT 4416,SP,292,114
PCT 4417,SP,207,69
PCT 4410,SP,370,86
PCT 4411,SP,329,104
PCT 4412,SP,265,61
PCT 4413,SP,319,85
PCT 4418,SP,304,106
PCT 4419,SP,306,116
PCT 4201,SP,144,50
PCT 4200,SP,251,69
PCT 9600,SP,33,22
PCT 6100,SP,168,64
PCT 6101,SP,251,92
PCT 6102,SP,265,75
PCT 6103,SP,100,39
PCT 6104,SP,206,54
PCT 6105,SP,232,64
PCT 6106,SP,372,91
PCT 6107,SP,187,67
PCT 6108,SP,226,54
PCT 6109,SP,166,46
PCT 3208,SP,260,92
PCT 3209,SP,353,94
PCT 3200,SP,218,55
PCT 3201,SP,309,84
PCT 3202,SP,162,59
PCT 3203,SP,270,99
PCT 3204,SP,215,63
PCT 3205,SP,256,67
PCT 3206,SP,230,62
PCT 3207,SP,147,52
PCT 6209,SP,306,96
PCT 6208,SP,412,85
PCT 6203,SP,397,85
PCT 6202,SP,333,87
PCT 6201,SP,256,77
PCT 6200,SP,408,112
PCT 6207,SP,422,61
PCT 6206,SP,428,70
PCT 6205,SP,432,75
PCT 6204,SP,512,84
PCT 3103,SP,173,63
PCT 3102,SP,146,59
PCT 3101,SP,192,72
PCT 3107,SP,239,102
PCT 3106,SP,217,77
PCT 3105,SP,194,92
PCT 3104,SP,236,108
PCT 3109,SP,216,80
PCT 3108,SP,178,64
PCT 4010,SP,307,80
PCT 4011,SP,408,116
PCT 4012,SP,464,145
PCT 4013,SP,256,94
PCT 4014,SP,204,66
PCT 4015,SP,243,55
PCT 4016,SP,334,74
PCT 4017,SP,382,112
PCT 4018,SP,192,79
PCT 4019,SP,244,71
PCT 6704,SP,270,88
PCT 6702,SP,193,67
PCT 6703,SP,280,65
PCT 6700,SP,271,74
PCT 6701,SP,290,76
PCT 7008,SP,362,130
PCT 7009,SP,410,154
PCT 7006,SP,306,131
PCT 7007,SP,259,130
PCT 7004,SP,312,102
PCT 7005,SP,443,164
PCT 7002,SP,238,86
PCT 7003,SP,338,114
PCT 7000,SP,385,157
PCT 7001,SP,236,88
PCT 6023,SP,187,28
PCT 6022,SP,334,70
PCT 6021,SP,293,67
PCT 6020,SP,494,105
PCT 6027,SP,300,86
PCT 6026,SP,425,158
PCT 6025,SP,218,82
PCT 6024,SP,211,38
PCT 6029,SP,300,80
PCT 6028,SP,257,61
PCT 4449,SP,211,39
PCT 3328,SP,284,87
PCT 4443,SP,184,43
PCT 4442,SP,224,69
PCT 4441,SP,237,64
PCT 4440,SP,288,119
PCT 4447,SP,148,51
PCT 4446,SP,172,75
PCT 4445,SP,284,71
PCT 4444,SP,375,60
Total,SP,93798,27105
PCT 7301,SP,210,93
PCT 7300,SP,253,80
PCT 7302,SP,196,92
PCT 4407,SP,304,114
PCT 4406,SP,290,95
PCT 4405,SP,353,118
PCT 4404,SP,361,111
PCT 4403,SP,344,104
PCT 4402,SP,311,94
PCT 4401,SP,370,80
PCT 4400,SP,277,103
PCT 4409,SP,482,107
PCT 4408,SP,422,106
PCT 3219,SP,327,46
PCT 3218,SP,407,49
PCT 3213,SP,349,86
PCT 3212,SP,266,51
PCT 3211,SP,293,56
PCT 3210,SP,287,69
PCT 3217,SP,365,114
PCT 3216,SP,415,104
PCT 3215,SP,181,54
PCT 3214,SP,302,77
PCT 4300,SP,240,75
PCT 4301,SP,165,42
PCT 4302,SP,293,93
PCT 4303,SP,342,59
PCT 4304,SP,232,44
PCT 4305,SP,201,57
PCT 4306,SP,317,80
PCT 4307,SP,71,12
PCT 9500,SP,103,39
PCT 4003,SP,403,162
PCT 4002,SP,288,103
PCT 4001,SP,217,88
PCT 4007,SP,223,88
PCT 4006,SP,408,95
PCT 4005,SP,288,61
PCT 4004,SP,338,98
PCT 4009,SP,287,73
PCT 4008,SP,222,62
PCT 6302,SP,221,59
PCT 6303,SP,452,115
PCT 6300,SP,527,115
PCT 6301,SP,473,117
PCT 6306,SP,288,72
PCT 6307,SP,156,45
PCT 6304,SP,426,99
PCT 6305,SP,212,45
PCT 6308,SP,184,46
PCT 6309,SP,338,72
PCT 7011,SP,202,53
PCT 7010,SP,246,89
PCT 7013,SP,281,82
PCT 7012,SP,264,114
PCT 7015,SP,287,73
PCT 7014,SP,285,80
PCT 7017,SP,306,72
PCT 7016,SP,411,103
PCT 7019,SP,295,85
PCT 7018,SP,369,96
PCT 9300,SP,56,14
PCT 6401,SP,136,39
PCT 6400,SP,224,83
PCT 6402,SP,261,100
PCT 6016,SP,200,65
PCT 6017,SP,480,114
PCT 6014,SP,157,44
PCT 6015,SP,169,73
PCT 6012,SP,176,72
PCT 6013,SP,233,62
PCT 6010,SP,43,16
PCT 6011,SP,252,85
PCT 6018,SP,442,85
PCT 6019,SP,435,82
PCT 3318,SP,268,87
PCT 3319,SP,234,85
PCT 3316,SP,372,77
PCT 3317,SP,424,103
PCT 3314,SP,244,82
PCT 3315,SP,309,106
PCT 3312,SP,360,107
PCT 3313,SP,372,117
PCT 3310,SP,287,109
PCT 3311,SP,172,78
PCT 9008,SP,51,17
PCT 9004,SP,292,72
PCT 9005,SP,94,36
PCT 9006,SP,301,91
PCT 9007,SP,96,21
PCT 9000,SP,316,124
PCT 9001,SP,236,92
PCT 9002,SP,196,67
PCT 9003,SP,145,48
