Row Label,County,Mary Yu
DAMMAN,KS,205
VANTAGE,KS,17
PARK,KS,229
TEANAWAY,KS,166
ELLENSBURG 20,KS,54
CLE ELUM 4,KS,171
ELLENSBURG 22,KS,113
ELLENSBURG 23,KS,146
CLE ELUM 1,KS,110
ELLENSBURG 25,KS,234
CLE ELUM 3,KS,34
CLE ELUM 2,KS,72
SOUTH CLE ELUM,KS,123
FAIRVIEW,KS,133
RONALD,KS,88
NORTHEAST FAIRVIEW,KS,216
ELLENSBURG 24,KS,257
ELLENSBURG 9,KS,66
ELLENSBURG 8,KS,57
RIDGEWAY,KS,285
ELLENSBURG 1,KS,37
ELLENSBURG 2,KS,51
ELLENSBURG 5,KS,51
ELLENSBURG 4,KS,38
ELLENSBURG 7,KS,34
ELLENSBURG 6,KS,46
EAST SANDERS,KS,201
THRALL,KS,183
ELLENSBURG 21,KS,75
MOUNTAIN,KS,79
HYAK,KS,58
ROSLYN 1,KS,110
ROSLYN 2,KS,71
KITTITAS 1,KS,87
KACHESS,KS,62
MANASTASH,KS,149
DENMARK,KS,277
ROSLYN OUTLYING,KS,39
SOUTH ELLENSBURG,KS,255
DRY CREEK,KS,241
NORTH CENTRAL,KS,172
ELLENSBURG 11,KS,85
ELLENSBURG 10,KS,81
ELLENSBURG 13,KS,61
ELLENSBURG 12,KS,81
ELLENSBURG 15,KS,101
ELLENSBURG 14,KS,99
ELLENSBURG 17,KS,147
ELLENSBURG 16,KS,162
ELLENSBURG 19,KS,206
ELLENSBURG 18,KS,30
WESTSIDE,KS,263
EASTON,KS,196
PEOH POINT,KS,183
SANDERS,KS,87
KITTITAS 2,KS,111
NORTH ELLENSBURG,KS,264
THORP,KS,192
SWAUK,KS,120
Total,KS,7561
