Row Label,County,Mary Yu
PATAHA,GA,101
PING - VOTE BY MAIL,GA,14
PEOLA-VOTE BY MAIL,GA,10
TUCANNON - VB MAIL,GA,39
WARD 3,GA,148
GROUSE-VOTE BY MAIL,GA,0
WARD 1,GA,82
MAYVIEW-VOTE BY MAIL,GA,30
SCOGGIN - VB MAIL,GA,76
Total,GA,762
WARD 4,GA,100
WARD 2,GA,134
PLEASANT-VB MAIL,GA,28
