Row Label,County,Mary E. Fairhurst
Griffin,BE,2
215,BE,134
Ridge,BE,0
Kiona,BE,293
210,BE,135
Hedges,BE,152
Weidle,BE,34
Randy,BE,72
W2 - P641,BE,135
W2 - P640,BE,186
135,BE,158
165,BE,141
W1 - P685,BE,256
W1 - P686,BE,199
W1 - P680,BE,258
W1 - P681,BE,195
W1 - P682,BE,289
W1 - P683,BE,185
Columbia,BE,0
El Rancho,BE,287
Benton South,BE,184
W3 - P545,BE,113
French,BE,26
289,BE,292
288,BE,187
(none),BE,179
281,BE,268
280,BE,243
283,BE,156
220,BE,112
285,BE,302
284,BE,185
287,BE,136
286,BE,146
235,BE,120
Pearson,BE,3
Apricot,BE,57
Benton East,BE,0
McBee,BE,1
Candy,BE,5
455,BE,191
Reata,BE,165
W1 - P670,BE,192
W3-P511,BE,18
W1 - P675,BE,86
W1 - P674,BE,147
265,BE,162
W1 - P676,BE,293
Harrington,BE,244
W3 - P558,BE,281
W3 - P559,BE,256
Carley,BE,0
W3 - P552,BE,213
W3 - P553,BE,195
W3 - P550,BE,207
W3 - P551,BE,190
W3 - P556,BE,271
W3 - P557,BE,224
WR 11,BE,198
W3 - P555,BE,178
WR 17,BE,153
130,BE,165
WR 16,BE,147
Benton North,BE,259
292,BE,160
293,BE,116
290,BE,230
Badger,BE,145
Sacagawea,BE,1
Crow Butte,BE,22
195,BE,161
Washington,BE,77
311,BE,0
310,BE,214
Mills,BE,253
Rattlesnake,BE,40
Liberty,BE,10
Vineyard,BE,0
271,BE,99
W1 - P660,BE,198
W1 - P667,BE,106
W1 - P664,BE,331
W1 - P665,BE,266
278,BE,222
279,BE,84
W1 - P668,BE,327
W1 - P669,BE,136
175,BE,325
Susie,BE,17
Walnut Grove,BE,132
Kennewick Valley,BE,193
Yakima,BE,3
Hawthorne,BE,134
Expansion,BE,0
W3 - P560,BE,101
255,BE,183
Yellowstone,BE,110
Cook,BE,12
Celilo,BE,229
WR 10,BE,17
Orchard,BE,10
300,BE,187
301,BE,192
Jewel,BE,27
305,BE,174
W1 - P657,BE,166
W1 - P656,BE,111
W1 - P655,BE,123
Shockley,BE,4
240,BE,271
W1 - P651,BE,47
W1 - P650,BE,241
Ivey,BE,151
105,BE,151
245,BE,155
Hanford 4,BE,0
Hanford 3,BE,0
Hanford 2,BE,0
Hanford 1,BE,0
Cascade,BE,181
270,BE,217
Roe,BE,11
WR 1,BE,108
W2 - P633,BE,191
Cone,BE,124
W3 - P540,BE,203
160,BE,246
291,BE,248
282,BE,290
W2 - P635,BE,246
Elk,BE,0
125,BE,130
450,BE,241
Salmon,BE,35
Umatilla,BE,89
W1 - P645,BE,55
W1 - P646,BE,76
Gage,BE,4
Bobbie,BE,0
W2 - P639,BE,134
W2 - P601,BE,112
W2 - P600,BE,105
Riverside,BE,218
W2 - P605,BE,144
W1 - P691,BE,33
170,BE,154
W3 - P505,BE,152
Buena Vista,BE,312
W3 - P500,BE,40
Demoss,BE,11
Sunny,BE,55
316,BE,0
180,BE,106
W2 - P570,BE,188
186,BE,64
Dot,BE,108
W2 - P575,BE,82
185,BE,92
250,BE,197
Onion,BE,0
465,BE,206
Horse Heaven,BE,30
460,BE,170
190,BE,199
315,BE,321
Enterprise,BE,131
W2 - P590,BE,147
W2 - P610,BE,129
W2 - P595,BE,148
Prosser North,BE,203
W2 - P615,BE,62
115,BE,138
W3 - P515,BE,117
W3 - P510,BE,104
225,BE,167
W2 - P565,BE,92
Canyon,BE,197
295,BE,192
W2 - P560,BE,124
Roza,BE,0
Edgewater,BE,152
W2 - P625,BE,219
110,BE,165
151,BE,370
150,BE,240
Vista,BE,95
WR 4,BE,268
Legion,BE,183
Cherry,BE,229
Oak,BE,100
WR 9,BE,169
WR 8,BE,261
W1-P663,BE,163
Paterson,BE,13
WR 2,BE,125
WR 3,BE,108
W2 - P626,BE,128
W2 - P580,BE,128
W3 - P520,BE,83
WR 7,BE,234
Chandler,BE,25
W3 - P525,BE,121
W2 - P585,BE,101
W2-P574,BE,115
230,BE,140
WR12,BE,243
WR13,BE,162
WR14,BE,280
WR15,BE,185
WR 6,BE,265
320,BE,265
WR 5,BE,82
155,BE,281
W2 - P620,BE,138
White Bluffs,BE,270
200,BE,152
145,BE,255
205,BE,135
140,BE,149
275,BE,86
W3 - P535,BE,93
W2 - P630,BE,186
Goose Ridge,BE,41
W2 - P634,BE,268
Reese,BE,23
W2 - P636,BE,197
W2 - P637,BE,234
W2 - P638,BE,232
Wheat,BE,0
Black Rock,BE,1
W1 - P690,BE,277
W3 - P530,BE,124
South,BE,150
Ida,BE,0
120,BE,206
Finley,BE,293
Tumble Weed,BE,36
Miller,BE,1
470,BE,156
260,BE,154
W3-P516,BE,11
Red Mountain,BE,176
Total,BE,34584
Clements,BE,38
