Row Label,County,Yes,No
Ephrata 7 012,GR,141,200
Hartline Rural S 020,GR,2,26
Moses Lake 5 029,GR,171,173
Ephrata 9 013,GR,246,305
Beverly 002,GR,7,28
East Wahluke 061,GR,17,79
Royal City 044,GR,57,66
Moses Lake 2 067,GR,143,137
Marlin 024,GR,4,14
Lakeview Park 021,GR,94,205
Moses Lake 9  068,GR,150,214
Coulee City 005,GR,60,159
North Banks Lake 037,GR,33,61
Ephrata Rural E,GR,71,228
Moses Lake 7 033,GR,190,231
George 015,GR,13,24
Mae 023,GR,287,572
Ruff 045,GR,13,44
Cascade Valley 058,GR,256,342
Wilson Crk Rural 056,GR,8,22
Electric City 007,GR,138,240
Coulee Cty Rur N 072,GR,29,55
Moses Lake 1 066,GR,100,147
Smyrna 2 060,GR,2,24
Hartline 019,GR,18,41
Moses Lake 4 031,GR,161,160
Cascade Fairgrnd 004,GR,120,125
Warden 050,GR,88,98
Ephrata 5 008,GR,117,181
Quincy 4 040,GR,67,91
Ephrata 4 011,GR,173,258
Quincy 1 039,GR,143,137
Stratford 049,GR,9,38
Westslope 1 053,GR,28,82
McConihe 1 028,GR,65,136
Marlin Rural 025,GR,11,39
Coulee Cty Rur W 006,GR,36,58
Coulee Cty Rur E 062,GR,3,20
Moses Lake 6 032,GR,245,253
Wheeler 2 070,GR,191,469
Longview 022,GR,132,279
Greenfield 065,GR,15,41
Mattawa Rural 027,GR,205,289
Airport 2 057,GR,106,97
Soap Lake 1 047,GR,99,113
Airport 1 001,GR,115,146
Grand Coulee 018,GR,108,169
Moses Lake 12 036,GR,179,204
Gloyd 017,GR,88,207
Hartline Rural N 073,GR,11,30
Smyrna 1 046,GR,43,84
Westslope 2 059,GR,22,61
Moses Lake 3 030,GR,244,287
Mattawa 026,GR,28,18
O Sullivan Dam 2 069,GR,286,394
Soap Lake 2 052,GR,67,126
Quincy Rural S 064,GR,223,355
Ephrata Rural ,GR,81,204
Ephrata 3 010,GR,128,132
Wheeler 1 054,GR,71,169
Warden Rural 051,GR,121,301
George Rural 016,GR,158,373
McConihe 2 063,GR,47,119
Quincy 6 041,GR,228,248
Block 71 003,GR,142,430
Wilson Creek 055,GR,26,54
Quincy Rural N 042,GR,75,169
Moses Lake 8 034,GR,236,305
O Sullivan Dam 1 038,GR,132,372
Soap Lake Rur E ,GR,33,67
Royal Camp 043,GR,131,333
Total,GR,7809,12807
Soap Lake Rur W ,GR,140,226
Ephrata 2 009,GR,131,238
Moses Lake 11 035,GR,251,385
