Row Label,County,Repealed,Maintained
Yelm 1,TH,162,127
Griffin,TH,107,198
Kaiser,TH,35,120
Smith Prairie,TH,221,176
Olympia 01,TH,83,177
Lacey 29,TH,168,137
Scott Lake South,TH,119,131
Tri Lakes,TH,93,89
Woodland,TH,87,217
Plumb,TH,158,200
Montgomery,TH,85,77
Olympia 10,TH,67,238
Delta(*),TH,0,0
Olympia 12,TH,78,77
Olympia 13,TH,83,208
Pleasant Hill,TH,149,191
Olympia 15,TH,66,168
Smith Lake,TH,131,187
Olympia 17,TH,79,118
Olympia 18,TH,77,207
Rocky Prairie,TH,110,126
Scatter Creek,TH,111,116
Lacey 06,TH,55,57
Henderson,TH,164,260
Mullen,TH,158,215
Marvin,TH,151,209
Rochester 4,TH,109,155
Rochester 5,TH,166,167
Rochester 2,TH,164,137
Rochester 3,TH,192,132
French,TH,102,242
Rochester 1,TH,217,182
Tumwater 11,TH,199,252
Evergreen Ballroom,TH,193,215
Littlerock,TH,238,299
Lacey 10,TH,155,182
Skookumchuck,TH,170,154
Delphi,TH,94,199
Tolmie,TH,74,59
St Clair,TH,141,197
Olympia 58,TH,131,143
Tenino 01,TH,91,88
James,TH,138,170
Tumwater 10,TH,170,192
Lacey 14,TH,59,48
Olympia 07,TH,67,100
Olympia 06,TH,183,287
Olympia 05,TH,95,162
Olympia 04,TH,102,151
Olympia 03,TH,69,211
Olympia 02,TH,117,156
Plainview,TH,153,343
Lacey 27,TH,129,137
Delridge,TH,29,62
Military,TH,72,86
Lacey 16,TH,78,159
Lacey 39,TH,177,242
Olympia 09,TH,156,351
Sweet Briar,TH,161,263
Olympia 43,TH,82,254
Rainier 01,TH,135,127
Puget,TH,161,252
Olympia 11,TH,58,189
Vail,TH,214,167
Stedman,TH,123,127
Tumwater 13,TH,62,65
Zenkner Valley,TH,43,42
Trailblazer,TH,67,52
Libby,TH,103,178
Lackamas,TH,57,57
Broadway,TH,147,268
Johnson Point,TH,138,281
Sleater Kinney,TH,136,147
Medicine Creek,TH,75,76
Lacey 42,TH,46,52
Olympia 16,TH,20,27
Tumwater 12,TH,95,195
Prine,TH,33,32
Long Lake,TH,28,55
Lacey 33,TH,84,81
Olympia 53,TH,117,135
Lacey 31,TH,116,117
Lacey 30,TH,195,218
Greenridge,TH,88,119
Lacey 36,TH,83,106
Lacey 35,TH,54,51
Olympia 19,TH,105,145
Butler Cove,TH,83,193
Lacey 34,TH,79,73
Mud Bay,TH,108,200
Olympia 14,TH,88,165
Mclane,TH,113,139
Tumwater 15,TH,131,227
Lawrence Lake,TH,210,207
Lacey 45,TH,60,83
Olympia 38,TH,33,41
Tilley,TH,161,196
Yelm 3,TH,184,150
Hunter Point,TH,80,130
Skokomish,TH,135,127
Schneiders Prairie,TH,90,178
Grand Mound,TH,86,74
Alpine,TH,191,361
Hays,TH,96,143
Luhr Beach,TH,130,262
Berry Valley,TH,149,130
Freedom,TH,167,201
Morris,TH,204,168
Lacey 07,TH,108,141
Lacey 04,TH,67,83
Lacey 05,TH,76,106
Lacey 02,TH,96,108
Lacey 03,TH,122,149
Deschutes,TH,224,170
Olympia 50,TH,73,145
Tumwater 28,TH,158,264
Tumwater 29,TH,0,0
Friendly Grove,TH,80,111
Olympia 51,TH,23,48
Fair Oaks,TH,106,123
Woodard Creek,TH,111,178
Pines,TH,137,115
Scott Lake North,TH,71,78
Mushroom Corner,TH,159,137
Tumwater 14,TH,70,77
Yelm 2,TH,150,139
Deerbrush,TH,191,161
Henness,TH,287,270
Lacey 09,TH,75,60
Kinwood,TH,122,144
Rainier 02,TH,105,83
Summit Lake,TH,107,182
Lacey 19,TH,92,101
Lacey 18,TH,145,176
Simmons 9,TH,3,3
Lacey 11,TH,81,175
Simmons 4,TH,5,13
Lacey 13,TH,71,70
Lacey 01,TH,47,75
Lacey 15,TH,127,146
Gull Harbor,TH,79,125
Simmons 3,TH,5,8
Olympia 59,TH,75,178
Spurgeon Creek,TH,74,81
Black River,TH,205,277
Forest,TH,197,244
Olympia 24,TH,78,183
Quince,TH,2,2
Meadows,TH,137,136
Pattison,TH,140,187
Olympia 54,TH,51,127
Olympia 55,TH,66,93
Olympia 56,TH,116,149
Olympia 57,TH,42,116
Tykle Cove,TH,89,235
Mcallister Creek,TH,145,117
Olympia 52,TH,49,104
Mcintosh,TH,257,330
Tenino 02,TH,114,93
Olympia 39,TH,82,210
Steamboat Island,TH,100,162
Olympia 20,TH,54,102
Lacey 08,TH,65,106
Lacey 41,TH,126,160
Beach Crest,TH,108,143
Ames,TH,106,172
Jones Beach,TH,70,117
Pleasant Glade,TH,80,113
Evergreen Shores,TH,125,146
Hewitt Lake,TH,111,284
Tumwater 08,TH,133,210
Olympia 60,TH,86,92
Tumwater 06,TH,148,344
Tumwater 07,TH,96,153
Tumwater 04,TH,110,84
Tumwater 05,TH,96,127
Tumwater 02,TH,98,184
Tumwater 03,TH,114,206
Roosevelt,TH,175,225
Tumwater 01,TH,87,137
University North,TH,69,69
Olympia 49,TH,88,213
Olympia 48,TH,159,220
Bush Prairie,TH,35,46
Summerset,TH,198,328
Olympia 42,TH,51,150
Olympia 41,TH,66,235
Olympia 40,TH,54,185
Olympia 47,TH,117,224
Olympia 46,TH,131,152
Olympia 45,TH,96,81
Olympia 44,TH,52,88
Holmes,TH,107,186
Cooper Point,TH,97,232
Ruth Prairie,TH,81,62
Hawks Ridge,TH,56,68
Weir Prairie,TH,188,143
Wilderness,TH,142,273
Lacey 32,TH,130,169
Camelot,TH,80,145
University South,TH,79,93
Lacey 24,TH,157,231
Gallagher Cove,TH,185,308
Lacey 17,TH,125,160
Total,TH,30975,43846
College,TH,23,31
Bigelow,TH,94,189
Lacey 37,TH,53,38
Olympia 08,TH,76,215
Beaver Creek,TH,275,315
Oyster Bay,TH,111,244
Eaton Creek,TH,97,113
Lacey 28,TH,73,115
Olympia 25,TH,59,165
Four Corners,TH,273,226
South Bay,TH,161,220
Indian Summer,TH,124,251
Longmire,TH,118,93
Tumwater 24,TH,80,140
Clear Lake,TH,269,213
Airport,TH,15,12
Thompson,TH,83,96
Bucoda,TH,70,58
Glen Terra,TH,41,59
Frye Cove,TH,119,242
Cougar Mountain,TH,55,23
Mckinley,TH,54,62
Olympia 37,TH,63,139
Gibson Valley,TH,34,29
Olympia 35,TH,130,383
Black Lake,TH,195,243
Scheller,TH,63,88
Olympia 30,TH,77,173
Olympia 31,TH,86,176
Sunwood Lakes,TH,213,300
Lydia Hawk,TH,245,248
Lacey 23,TH,69,68
Olympia 32,TH,124,237
Michigan Hill,TH,81,114
Tumwater 09,TH,86,116
Yelm 4,TH,180,159
Lacey 48,TH,81,119
Zangle,TH,95,215
Fish Trap,TH,86,173
East Olympia,TH,119,173
Munn Lake,TH,85,119
Sunset Beach,TH,98,264
Olympia 27,TH,59,77
Lacey 43,TH,161,193
Lacey 40,TH,181,166
Fristoe,TH,141,93
Lacey 46,TH,256,392
Lacey 47,TH,149,320
Lacey 44,TH,62,65
Hicks,TH,23,30
Salmon Creek,TH,85,117
Lacey 49,TH,56,115
Wards,TH,51,85
South Union,TH,192,251
Boston Harbor,TH,113,247
Olympia 29,TH,126,213
Olympia 28,TH,94,214
Trails End,TH,225,356
Hartwood,TH,209,365
Waddell Creek,TH,122,150
Fleetwood,TH,203,218
Olympia 26,TH,80,189
Olympia 21,TH,91,305
Bald Hills,TH,48,51
Olympia 23,TH,119,233
Violet Prairie,TH,213,194
Lacey 20,TH,53,62
Hawk Acres,TH,93,125
Tumwater 27,TH,113,203
Lacey 21,TH,75,72
Lakeside,TH,67,93
Lacey 22,TH,67,126
Olympia 36,TH,34,78
Glenwood,TH,51,63
Simmons 2(*),TH,0,0
Chambers,TH,214,281
Nisqually,TH,136,127
Rich(*),TH,0,0
