Row Label,County,Repealed,Maintained
Salzer,LE,93,68
Napavine #2,LE,0,0
Packwood,LE,57,36
Napavine #5,LE,0,0
Napavine #6,LE,0,0
Napavine #1,LE,233,194
Union,LE,136,118
Paradise,LE,23,29
Napavine #4,LE,0,0
Urquhart,LE,102,88
Mossyrock,LE,83,55
Independence,LE,37,38
Sommerville,LE,28,31
Stillwater West,LE,114,66
Veness,LE,180,136
Greenwood,LE,6,10
Stearns Creek,LE,82,54
Elk Crk,LE,78,41
Stillwater East,LE,49,52
Agate,LE,91,87
Skookumchuck,LE,173,171
Silver Creek,LE,168,176
Meskill,LE,36,27
Onalaska,LE,365,281
Jackson,LE,265,174
Napavine #3(*),LE,0,0
Toledo,LE,109,63
Mauermann,LE,47,35
Chehalis #9,LE,4,10
Chehalis #8,LE,114,134
Harmony,LE,177,181
Chehalis #1,LE,133,114
Chehalis #3,LE,95,101
Chehalis #2,LE,89,88
Chehalis #5,LE,81,76
Chehalis #4,LE,94,93
Chehalis #7,LE,36,22
Chehalis #6,LE,159,155
Centralia #2,LE,182,197
Centralia #3,LE,85,59
Centralia #1,LE,82,68
Centralia #6,LE,178,147
Centralia #7,LE,85,73
Centralia #4,LE,109,120
Centralia #5,LE,78,79
Centralia #8,LE,105,90
Centralia #9,LE,211,161
Mineral,LE,126,75
Salkum,LE,157,116
Randle West,LE,151,99
Ethel,LE,270,191
Fair,LE,0,0
Mellen(*),LE,0,0
Crego,LE,361,387
Parcuvia,LE,161,119
Evaline West,LE,106,84
Pe Ell,LE,96,81
Newaukum,LE,133,164
Forest,LE,194,178
Dryad,LE,43,69
Temple,LE,184,123
Cowlitz,LE,316,227
Drews Prairie,LE,105,68
Seminary Hill,LE,88,99
Klickitat,LE,124,101
Verndale,LE,179,155
Cinebar,LE,207,98
Whealdon,LE,124,113
Sears,LE,115,131
Adna ,LE,328,252
Big Bottom,LE,221,153
Fords Prairie,LE,201,171
Jackson North,LE,0,0
Boistfort,LE,73,46
Claquato,LE,165,169
Curtis,LE,78,46
Vader,LE,85,62
Logan,LE,161,175
Alpha,LE,255,195
Berwick,LE,238,240
Evaline East,LE,79,53
Lincoln Creek,LE,127,147
Randle East,LE,194,139
Salmon Creek,LE,325,256
Emery,LE,114,87
Emery North(*),LE,0,0
Winlock,LE,146,120
Prescott,LE,383,307
Total,LE,11965,10034
Kelly,LE,0,0
Roswell,LE,3,7
Centralia #10,LE,79,52
Centralia #11,LE,206,165
Centralia #12,LE,223,189
Centralia #13,LE,221,218
Morton,LE,164,104
