Row Label,County,Mary Yu
LYNNWOOD 25,SN,241
LYNNWOOD 24,SN,171
WATERS,SN,259
MONROE  6,SN,203
EVERETT   4,SN,203
MARYSVILLE 22,SN,278
EVERETT  70,SN,2
EVERETT  75,SN,123
KENWOOD,SN,204
ELFIN,SN,118
KENNARD,SN,189
ROBINHOOD,SN,167
EDMONDS 14,SN,175
SPADA,SN,5
HAINES,SN,212
HILTONS LAKE,SN,222
TUCKER,SN,224
EVERETT  39,SN,187
EVERETT  38,SN,51
BEVERLY,SN,197
EVERETT  36,SN,173
KNOX,SN,14
MARINER,SN,193
EVERETT  33,SN,262
EVERETT  32,SN,204
EVERETT  31,SN,147
EVERETT  30,SN,232
EDMONDS 39,SN,269
EVERETT  41,SN,162
EDMONDS 33,SN,206
EDMONDS 32,SN,217
EDMONDS 31,SN,250
EDMONDS 30,SN,185
EDMONDS 37,SN,222
EDMONDS 36,SN,215
PACIFIC,SN,62
EDMONDS 34,SN,235
TRONSON,SN,141
LAKE STEVENS 28,SN,207
LAKE STEVENS 26,SN,121
LAKE STEVENS 27,SN,112
LAKE STEVENS 24,SN,165
LAKE STEVENS 25,SN,53
LAKE STEVENS 22,SN,185
LAKE STEVENS 23,SN,156
LAKE STEVENS 20,SN,227
LAKE STEVENS 21,SN,278
ARLINGTON 18,SN,0
ARLINGTON 17,SN,6
ARLINGTON 16,SN,145
ARLINGTON 15,SN,85
ARLINGTON 14,SN,172
VINE,SN,189
ARLINGTON 12,SN,162
ARLINGTON 11,SN,111
ARLINGTON 10,SN,250
PELLERIN,SN,208
KOKANEE,SN,109
TIMBER,SN,0
EVERGREEN,SN,141
PIPELINE,SN,177
CREEK,SN,252
EVERETT  69,SN,178
LYNNWOOD  7,SN,247
WALNUT,SN,144
STANWOOD 1,SN,107
STANWOOD 3,SN,163
MONROE  2,SN,231
MONROE  5,SN,273
PINEWOOD,SN,195
MONROE  7,SN,196
STANWOOD 6,SN,147
MONROE  9,SN,217
MONROE  8,SN,139
CLOVER,SN,168
COHO,SN,85
OWEN,SN,165
MARYSVILLE 47,SN,209
FERN,SN,79
LYNNWOOD  5,SN,131
LYNNWOOD  4,SN,171
MUKILTEO 21,SN,134
MUKILTEO 20,SN,272
LYNNWOOD  1,SN,110
LYNNWOOD  3,SN,185
POND,SN,170
ATLAS,SN,252
LYNNWOOD  9,SN,254
LYNNWOOD  8,SN,158
BRIER 8,SN,155
MILL CREEK 21,SN,126
MILL CREEK 20,SN,182
MILL CREEK 22,SN,154
BRIER 3,SN,327
BRIER 2,SN,161
BRIER 1,SN,217
OVERLOOK,SN,281
BRIER 7,SN,167
BRIER 6,SN,163
BRIER 5,SN,283
BRIER 4,SN,241
MUKILTEO 12,SN,346
POPLAR,SN,110
FOUR CORNERS,SN,200
KACKMAN,SN,156
PILOT,SN,213
MUKILTEO  5,SN,300
MUKILTEO  4,SN,166
MUKILTEO  7,SN,171
MUKILTEO  6,SN,245
MUKILTEO  1,SN,275
MUKILTEO  3,SN,190
OHLDE,SN,200
MARYSVILLE 49,SN,174
MUKILTEO  9,SN,211
MUKILTEO  8,SN,166
COVE,SN,199
SILVER LAKE,SN,206
JORDAN TRAILS,SN,120
SOUTH LAKE STEVENS,SN,230
WINTER LAKE,SN,114
SUNDAY LAKE,SN,274
HAPPY VALLEY,SN,131
TUALCO,SN,136
RIDGEVIEW,SN,112
WINDSONG,SN,189
LAKE STEVENS 17,SN,223
MISTY,SN,212
LAKE STEVENS 15,SN,279
REES,SN,79
LAKE STEVENS 13,SN,219
LAKE STEVENS 12,SN,172
LAKE STEVENS 11,SN,140
LAKE STEVENS 10,SN,204
ROYAL,SN,272
LAKE STEVENS 19,SN,243
LAKE STEVENS 18,SN,191
MANORDALE,SN,194
POPPY,SN,132
CLEARVIEW,SN,233
LIND,SN,221
HAMPTON,SN,242
PARKSHORE,SN,176
MILL CREEK 10,SN,183
DUBUQUE,SN,191
IVERSON,SN,122
KEELER,SN,178
MILL CREEK 13,SN,205
MARTHA LAKE,SN,218
PARK PLACE,SN,73
BLUFF,SN,222
SISCO,SN,230
THOMAS CREEK,SN,197
TULALIP 3,SN,216
OLNEY,SN,234
TULALIP 1,SN,222
TULALIP 6,SN,118
TULALIP 4,SN,243
TULALIP 5,SN,135
EVERETT  60,SN,204
EVERETT  61,SN,38
EVERETT  62,SN,158
EVERETT  63,SN,158
SHOECRAFT,SN,228
EVERETT  65,SN,191
EVERETT  66,SN,220
EVERETT  67,SN,196
EVERETT  68,SN,289
ROSE,SN,174
LAKE,SN,231
HIPOINT,SN,147
MILL CREEK  3,SN,153
MILL CREEK  2,SN,190
MILL CREEK  1,SN,253
MILL CREEK  7,SN,17
MILL CREEK  6,SN,279
MILL CREEK  5,SN,296
MILL CREEK  4,SN,172
HEARTHSTONE,SN,169
MILL CREEK  9,SN,229
MILL CREEK  8,SN,272
CLIFF,SN,141
MARYSVILLE 54,SN,230
MARYSVILLE 55,SN,148
HEMLOCK,SN,293
MARYSVILLE 53,SN,147
BROCKLIN,SN,203
MARYSVILLE 51,SN,94
COUNTRY,SN,151
WITHERS,SN,268
PIONEER,SN,209
ELWOOD,SN,211
PEAK,SN,13
HOLLY,SN,247
CHAIN LAKE,SN,254
BRYANT,SN,91
WOODWAY 1,SN,208
WOODWAY 2,SN,132
MUKILTEO  2,SN,326
KENSINGTON,SN,107
FALLS,SN,26
HILL,SN,180
VILLAGE,SN,274
MARYSVILLE 36,SN,152
SHELTON,SN,269
PACKWOOD,SN,113
POST,SN,214
BOULDER,SN,272
FIRGROVE,SN,152
RICHLAND,SN,78
FLORENCE,SN,79
MC DONALD,SN,146
NORTH CREEK,SN,193
GREENWOOD,SN,234
CRAWFORD,SN,66
HAVEN,SN,245
LYNNWOOD 30,SN,238
LYNNWOOD 31,SN,126
LYNNWOOD 32,SN,2
LYNNWOOD 33,SN,215
LYNNWOOD 34,SN,112
MALTBY,SN,215
STONE GATE,SN,179
MARYSVILLE 45,SN,271
BOSTIAN,SN,154
SILER,SN,124
MAPLEWOOD,SN,190
MOUNTLAKE TERRACE 19,SN,201
MOUNTLAKE TERRACE 18,SN,213
MOUNTLAKE TERRACE 17,SN,293
MOUNTLAKE TERRACE 16,SN,164
MOUNTLAKE TERRACE 15,SN,174
MOUNTLAKE TERRACE 14,SN,233
MOUNTLAKE TERRACE 13,SN,239
MOUNTLAKE TERRACE 12,SN,210
MOUNTLAKE TERRACE 11,SN,200
MOUNTLAKE TERRACE 10,SN,289
ARLINGTON  8,SN,208
ARLINGTON  9,SN,238
ARLINGTON  4,SN,321
EVERETT   1,SN,240
ARLINGTON  6,SN,244
ASH,SN,283
EDMONDS 43,SN,263
ARLINGTON  1,SN,207
ARLINGTON  2,SN,155
ARLINGTON  3,SN,176
SHADOW WOOD,SN,211
HUCKLEBERRY,SN,110
SHORTS,SN,255
GLEN ACRES,SN,2
PIONEER TRAILS,SN,209
CREEKSIDE,SN,167
LYNNWOOD 29,SN,289
EVERETT  28,SN,152
EVERETT  29,SN,149
ARLINGTON  5,SN,256
EVERETT  24,SN,205
EVERETT  25,SN,174
PETERSON,SN,271
EVERETT  27,SN,231
EVERETT  20,SN,208
EVERETT  21,SN,272
EVERETT  22,SN,187
EVERETT  23,SN,33
EVERETT  18,SN,267
ARLINGTON  7,SN,269
ADMIRALTY,SN,163
EDMONDS 49,SN,199
EDMONDS 46,SN,375
EDMONDS 47,SN,126
EDMONDS 44,SN,216
EVERETT  89,SN,164
EDMONDS 42,SN,160
LAKE STEVENS  6,SN,210
WOODGATE,SN,122
EDMONDS 41,SN,173
EVERETT  86,SN,189
THOMPSON,SN,239
BUTTERNUT,SN,214
SPENCER,SN,0
MONROE  4,SN,248
EVERETT  82,SN,148
STILLAGUAMISH,SN,101
BOTHELL 31,SN,217
BOTHELL 33,SN,206
GLENWOOD,SN,151
BOTHELL 35,SN,183
BOTHELL 34,SN,234
BOTHELL 37,SN,259
BOTHELL 36,SN,204
BOTHELL 39,SN,159
BOTHELL 38,SN,198
ALDERCREST,SN,46
MC FARLAND,SN,249
QUEENS,SN,205
EVERETT  91,SN,157
LUPINE,SN,175
EVERETT  93,SN,137
HAZEL,SN,270
EVERETT  95,SN,97
EVERETT  94,SN,112
OAKS,SN,261
GIBSON,SN,163
HIGH ROCK,SN,181
BEECHER,SN,216
BERKSHIRE,SN,309
PORTAGE,SN,83
STICKNEY,SN,206
MARYSVILLE 50,SN,223
STOCK SHOW,SN,103
HENNING,SN,266
PILCHUCK RIVER,SN,18
MILL,SN,224
WOODS CREEK,SN,169
LOMA,SN,190
WILLOWDALE,SN,242
MARYSVILLE 18,SN,259
MARYSVILLE 19,SN,183
MARYSVILLE 12,SN,228
MARYSVILLE 13,SN,161
MARYSVILLE 10,SN,168
MARYSVILLE 11,SN,297
MARYSVILLE 16,SN,266
OSBORN,SN,191
SUNRISE,SN,202
MARYSVILLE 15,SN,227
MEADOW,SN,168
LAKE STEVENS 16,SN,151
ROOSEVELT,SN,112
LAKE STEVENS 14,SN,198
RAINIER,SN,112
DOUGLAS FIRS,SN,170
TROMBLEY,SN,210
RUGGS LAKE,SN,229
EVERETT   6,SN,158
EVERETT   7,SN,93
LAKE GOODWIN,SN,323
EVERETT   5,SN,201
EVERETT   2,SN,218
EVERETT   3,SN,165
SHELBY,SN,177
MAGNOLIA,SN,169
WHEELER,SN,172
VALMONT,SN,113
EDMONDS 13,SN,281
EVERETT   8,SN,184
EVERETT   9,SN,324
GETCHELL,SN,181
SEXTON,SN,254
EDMONDS 15,SN,181
RIVERCREST,SN,148
LYNNWOOD  2,SN,161
STAR CREEK,SN,121
EDMONDS 19,SN,258
CASSIDY,SN,200
EDMONDS 18,SN,218
TRANGEN,SN,179
WOODRIDGE,SN,306
MACHIAS,SN,311
FIRTREE,SN,152
SNOHOMISH 10,SN,97
EAST SHORE,SN,196
ALMA,SN,25
CASCADIAN,SN,262
ALDER,SN,202
INDEX,SN,37
EDMONDS 45,SN,173
LYNNWOOD 22,SN,155
JORDAN BRIDGE,SN,64
WELLINGTON,SN,281
FREEWAY,SN,221
SHORE,SN,235
LYNNWOOD 20,SN,204
EDMONDS 40,SN,208
SILVANA,SN,159
LYNNWOOD 26,SN,215
EVERETT  55,SN,61
EVERETT  54,SN,178
EVERETT  57,SN,205
EVERETT  56,SN,195
EVERETT  51,SN,185
EVERETT  50,SN,206
EVERETT  53,SN,196
EVERETT  52,SN,192
SAMOEA,SN,215
STORM LAKE,SN,266
EVERETT  59,SN,177
EVERETT  58,SN,27
EDMONDS 11,SN,249
EDMONDS 10,SN,262
EVERETT  72,SN,114
EDMONDS 12,SN,143
MOUNTLAKE TERRACE  8,SN,196
MOUNTLAKE TERRACE  9,SN,142
EDMONDS 17,SN,198
EDMONDS 16,SN,180
MOUNTLAKE TERRACE  4,SN,144
MOUNTLAKE TERRACE  5,SN,179
MOUNTLAKE TERRACE  6,SN,146
MOUNTLAKE TERRACE  7,SN,108
MOUNTLAKE TERRACE  1,SN,199
MOUNTLAKE TERRACE  2,SN,181
MOUNTLAKE TERRACE  3,SN,185
LYNNWOOD 28,SN,120
WELANGDON,SN,15
RONCREST,SN,92
PANTHER CREEK,SN,206
HIGH BRIDGE,SN,297
EDMONDS  6,SN,295
AVALON,SN,111
MINOR,SN,219
KETCHUM,SN,208
PUGET,SN,188
HAT ISLAND,SN,21
ANN,SN,186
EDMONDS  5,SN,162
WOODLAND,SN,95
DARRINGTON,SN,250
NORTHROAD,SN,272
NEWTON,SN,162
NEWBERG,SN,179
FAIRVIEW,SN,159
SLEEPY HOLLOW,SN,179
MARYSVILLE 52,SN,282
STANBY,SN,58
MARYSVILLE 27,SN,276
BOEING,SN,164
MANOR,SN,203
SANDMAN,SN,134
WEST FORK,SN,62
SKYKOMISH,SN,55
SLIVER,SN,1
LOCHSLOY,SN,277
AIRPARK,SN,51
WALLACE,SN,145
EDMONDS 29,SN,240
FIRCREST,SN,151
PICNIC POINT,SN,175
FIELD,SN,219
HARTFORD,SN,99
YORK,SN,248
MARKS,SN,197
BOSWORTH,SN,252
GREGORY,SN,152
NORTH FORK,SN,108
MORNING RISE,SN,200
BOTHELL 32,SN,156
MEADOWDALE,SN,180
PARADISE,SN,198
MARYSVILLE 28,SN,135
WINGATE,SN,224
MARYSVILLE  9,SN,103
MARYSVILLE  8,SN,201
LAKEWOOD,SN,170
MARYSVILLE  1,SN,133
MARYSVILLE  3,SN,251
MARYSVILLE  2,SN,92
MARYSVILLE  5,SN,284
MARYSVILLE  4,SN,178
MARYSVILLE  7,SN,135
MARYSVILLE  6,SN,166
EVERETT  11,SN,249
LARCH,SN,201
EVERETT  13,SN,169
EVERETT  12,SN,177
EVERETT  15,SN,193
EVERETT  14,SN,191
EVERETT  17,SN,119
EVERETT  16,SN,158
EVERETT  19,SN,198
SEATTLE HILL,SN,196
WHALEBACK,SN,16
EDMONDS 51,SN,234
EDMONDS 50,SN,151
EDMONDS 52,SN,201
SULTAN 1,SN,219
SULTAN 3,SN,186
SULTAN 2,SN,207
SULTAN 4,SN,153
MERIDIAN,SN,232
BROOK,SN,270
SILVANA TERRACE,SN,147
MARION,SN,182
MUKILTEO 13,SN,212
HILLMAN,SN,189
EASTMONT,SN,177
MARYSVILLE 46,SN,281
EVERETT  88,SN,196
CRYSTAL,SN,215
BATTERY,SN,151
EVERETT  87,SN,129
EVERETT  84,SN,67
EVERETT  85,SN,136
BEAR CREEK,SN,152
EVERETT  83,SN,167
EVERETT  80,SN,223
EVERETT  81,SN,111
SUMMIT,SN,191
LAKE HOWARD,SN,191
Total,SN,141352
TYEE,SN,204
EVERETT  92,SN,3
MILLARD,SN,121
MEADOWCREST,SN,199
TULALIP 2,SN,197
OLIVIA,SN,27
PUGET PARK,SN,187
SPRUCE,SN,122
RAILROAD,SN,163
HIWAY,SN,28
EDMONDS  2,SN,236
EDMONDS  3,SN,269
OUTLOOK,SN,205
EDMONDS  1,SN,218
EDGECOMB,SN,168
EDMONDS  7,SN,266
EDMONDS  4,SN,227
FILBERT,SN,271
EDMONDS  8,SN,306
EDMONDS  9,SN,167
WANDERING CREEK,SN,249
SNOCADE,SN,283
MARYSVILLE 26,SN,249
MARYSVILLE 25,SN,131
MARYSVILLE 24,SN,196
MARYSVILLE 23,SN,300
TERRACE,SN,47
MARYSVILLE 21,SN,313
MARYSVILLE 20,SN,213
VALLEY,SN,59
LUDWIG,SN,197
MARYSVILLE 29,SN,124
CRYSTAL CREEK,SN,130
GROVE,SN,263
JIM CREEK,SN,258
GRANNIS,SN,211
RIVERVIEW,SN,222
EVERETT  64,SN,101
ROWLAND,SN,134
LANTERN,SN,222
STITCH,SN,68
WINDROSE,SN,305
WENBERG,SN,209
SNOHOMISH  2,SN,157
SNOHOMISH  3,SN,189
SNOHOMISH  1,SN,229
SNOHOMISH  6,SN,155
SNOHOMISH  7,SN,226
SNOHOMISH  4,SN,197
SNOHOMISH  5,SN,281
LAURA,SN,248
SNOHOMISH  8,SN,307
SNOHOMISH  9,SN,136
HUNT,SN,3
SUNNYSIDE,SN,58
EVERETT  37,SN,208
CATHCART,SN,143
PENNANT,SN,265
EVERETT  35,SN,213
KAYAK,SN,174
EVERETT  34,SN,145
TRAIL,SN,107
WOODSHIRE,SN,170
ROB,SN,144
MERWIN,SN,136
OSO,SN,125
OLDMARK,SN,279
BOTHELL 40,SN,243
BOTHELL 41,SN,250
BOTHELL 42,SN,283
BOTHELL 43,SN,167
BOTHELL 44,SN,168
BURN HILL,SN,220
BOTHELL 46,SN,216
BOTHELL 47,SN,230
EMERALD,SN,202
GRAND FIRS,SN,278
EVERETT  48,SN,155
EVERETT  49,SN,242
EVERETT  42,SN,159
EVERETT  43,SN,122
EVERETT  40,SN,90
WILLOW,SN,178
EVERETT  46,SN,163
EVERETT  47,SN,209
EVERETT  44,SN,142
EVERETT  45,SN,163
EBEY,SN,27
EVERETT  26,SN,288
CYPRESS,SN,207
SYLVAN,SN,14
EDMONDS 24,SN,169
EDMONDS 25,SN,208
EDMONDS 26,SN,151
EDMONDS 27,SN,190
EDMONDS 21,SN,291
EDMONDS 22,SN,205
EDMONDS 23,SN,274
WELCH,SN,240
JORDAN,SN,350
HIGHLAND,SN,172
EDMONDS 28,SN,215
FAIRWOOD,SN,101
SILVER CREEK,SN,175
TRAFTON,SN,157
MARYSVILLE 48,SN,171
JEFFERSON,SN,153
FERNWOOD,SN,192
EDMONDS 35,SN,192
THRASHERS,SN,195
HILLTOP,SN,269
TURNER,SN,296
HOLIDAY,SN,110
CHAPEL,SN,153
EDMONDS 48,SN,203
KENTISH,SN,169
EDMONDS 38,SN,247
TOTEM FALLS,SN,310
KATTENHORN,SN,302
CEDARHOME,SN,199
CASCADE,SN,164
MARSH,SN,273
CENTENNIAL,SN,297
TOWER,SN,212
MONROE 12,SN,140
VILLE,SN,76
MONROE 10,SN,227
MONROE 11,SN,77
GRANITE FALLS 3,SN,94
GRANITE FALLS 2,SN,267
GRANITE FALLS 1,SN,229
LOCUST,SN,214
OLYMPUS,SN,178
SUNSET,SN,292
DOGWOOD,SN,185
SOUTH ALDERWOOD,SN,276
DALE,SN,232
SERENE,SN,190
REDHAWK,SN,266
JEFF,SN,161
ALICIA,SN,251
HILLSIDE,SN,87
POINTE,SN,33
ARMSTRONG,SN,161
STRAWBERRY,SN,243
NORMA,SN,190
DUMAS,SN,187
GOLD BAR 2,SN,158
GOLD BAR 1,SN,164
GLENBAR,SN,166
FOREST,SN,217
SAUK,SN,89
EMANDER,SN,227
PILCHUCK,SN,176
ARLINGTON 13,SN,285
HEIGHTS,SN,197
DAMSON,SN,267
TAMBARK,SN,196
ECHO LAKE,SN,243
MADISON,SN,283
EVERETT  10,SN,154
GATEWAY,SN,238
LYNNWOOD 18,SN,195
LYNNWOOD 19,SN,199
MARYSVILLE 14,SN,288
LYNNWOOD 12,SN,213
LYNNWOOD 13,SN,155
LYNNWOOD 10,SN,119
LYNNWOOD 11,SN,210
LYNNWOOD 16,SN,187
LYNNWOOD 17,SN,260
LYNNWOOD 14,SN,167
LYNNWOOD 15,SN,154
