Row Label,County,Repealed,Maintained
Montesano 601,GY,261,369
Riviera 050,GY,20,20
Aberdeen 111,GY,250,263
Hoquiam 421,GY,141,123
Satsop 052,GY,91,68
Aberdeen 132,GY,0,0
Lois Lane 082,GY,54,47
Montesano 603,GY,0,0
Ocosta 092,GY,0,0
Cutoff032,GY,43,52
Johns River 094,GY,115,139
Melbourne 072,GY,128,166
Bush 058,GY,276,245
Aberdeen 121,GY,251,214
Geissler 036,GY,14,31
Coats Landing 034,GY,114,132
Hoquiam 441,GY,156,186
Grayland 096,GY,149,128
Hoquiam 461,GY,132,133
Blockhouse 068,GY,131,154
Boundary 044,GY,28,21
Stover 026(*),GY,0,0
Humptulips 018,GY,22,29
Chehalis 066,GY,4,3
Elma 302,GY,212,229
Cohasset 098,GY,95,82
Aberdeen Lake 038(*),GY,0,0
Burrows 014,GY,14,18
Quinault 004,GY,76,73
Porter 062,GY,85,111
Delezenne 070,GY,150,167
Pacific Beach 008,GY,96,104
Aberdeen 131,GY,305,308
Westport 901,GY,266,263
Elma 301,GY,94,113
Axford 020,GY,69,47
Brady 048,GY,193,215
Dekay 022,GY,30,44
Ocean City 012,GY,105,148
Moclips 010,GY,12,8
Sierra 086(*),GY,0,0
Cosmopolis 201,GY,250,248
Cedar Creek 064,GY,56,56
Ocean Shores 801,GY,267,307
Ocean Shores 802,GY,369,450
Ocean Shores 803,GY,341,363
Aberdeen 141,GY,168,319
Calder 056,GY,122,112
Lund 088,GY,32,41
Taholah 002,GY,84,89
Aberdeen 142,GY,187,219
Devonshire 074,GY,112,124
Reynvaan 040,GY,64,55
Hoquiam 411,GY,149,184
Aberdeen 161,GY,261,211
Wilderness 016,GY,57,48
Hoquiam 451,GY,154,132
Hoquiam 431,GY,159,170
Blue Slough 084,GY,70,111
Black Creek 046,GY,203,236
Hoquiam Rural 024,GY,129,158
Wishkah 030,GY,134,107
North Wishkah 028(*),GY,0,0
McCleary Rural 060,GY,196,195
Oakville 701,GY,87,75
Vesta 076,GY,37,26
Artic 078,GY,24,35
Wynoochee 042,GY,4,2
Montesano 602,GY,303,306
Aberdeen 151,GY,165,144
Central Park 080,GY,259,278
Newskah 090,GY,9,5
McCleary 501,GY,204,173
Neilton 006,GY,49,23
Total,GY,8930,9482
