Row Label,County,Debra L. Stephens,John (Zamboni) Scannell
02 - GRAYS RIVER,WK,51,36
07 - COLUMBIA,WK,102,53
10 - SOUTH CATHLAMET,WK,75,20
03 - ROSBURG / ALTOONA,WK,83,19
11 - NORTH CATHLAMET,WK,36,13
05 - ELOCHOMAN,WK,120,44
04 - SKAMOKAWA,WK,72,43
09 - WEST PUGET ISLAND,WK,142,48
08 - EAST PUGET ISLAND,WK,63,38
06 - ROSEDALE,WK,76,22
Total,WK,865,364
01 - DEEP RIVER,WK,45,28
